unit,purpose,duration,partner,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
NR,PERS,N1-3,WORLD,CY	1402370 	1297550 	1239566 	1111090 	1051445 	1232492 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,CZ	21390393 	18977831 	17441143 	19708974 	18326261 	19679409 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,DE	93988468 	104198690 	104888560 	94029597 	102251230 	98784720 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,DK	: 	19908207 	22214379 	22110771 	21570785 b	18870153 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3953200 	3949600 	: 	4650000 	5136200 	: 	: 
NR,PERS,N1-3,WORLD,EA	: 	: 	: 	389011611 e	396290499 e	404085038 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,EE	3018772 	2992551 	2515832 	2533287 	1781794 	1813285 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,EL	: 	1433087 	1579747 	1693928 	1425062 	2749255 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,ES	102557523 	95850185 	91367973 b	83086699 	84614036 	86453206 	: 	: 	: 	: 	: 	81301581 	86627160 	85817660 	82499590 	78506770 	94138380 	92492038 	43080283 	9107147 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,EU27	: 	: 	589960069 e	577736290 e	571466421 e	581663697 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,EU28	: 	: 	592420480 e	581482852 e	575643970 e	585729965 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,FI	24956040 	24184077 	24042202 	23460842 	24801381 	25020682 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25544000 	: 	: 	: 
NR,PERS,N1-3,WORLD,FR	105328361 	91863468 	93780902 	105556338 	104653851 	105949227 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	81423000 	82454000 	82481886 	84662003 	: 	: 	: 
NR,PERS,N1-3,WORLD,HR	1991587 	1959133 	2778748 	3890091 	4190195 	4082385 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,HU	12043639 	11700993 	11542092 	11033501 	9961409 	11822319 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,IE	8012920 	7228071 	6985478 	6040993 	5842192 	5868127 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2254000 	2277000 	: 	2103000 	: 	: 	: 
NR,PERS,N1-3,WORLD,IT	24060688 	25424548 	21392604 	22134614 b	19997694 	26286323 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,LT	2250528 	2277168 	2339706 	2289727 	2221233 	2238041 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,LU	: 	465197 	564541 	623587 	539578 	514979 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	250000 	177000 	149000 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,LV	: 	3223912 	3043094 	3144005 	3099854 	3772198 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,MT	313070 	288353 	233611 	222967 b	223461 	212476 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,NL	20003818 	19751760 	19620751 	20435230 	20988168 	23134196 b	: 	: 	: 	: 	: 	9880000 	9824000 	10237000 	10244000 	10628000 	9678000 	9825000 	9316000 	8754000 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,NO	9848941 	9502715 	9714487 	10462995 	8604374 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,PL	28679723 	27279217 	25071994 	24050453 b	24455021 	25254782 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,PT	11165181 	10258475 	9796315 	9293124 	9074999 	8961655 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,RO	11147282 	10597470 	10146026 	10331810 	10401100 	9704733 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,SE	: 	22926968 	23254985 	20764611 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,SI	2693797 	2322693 	2225445 	2579844 	2676826 	2490441 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,SK	5483276 	4939045 	3814796 	3485754 	2986815 b	2322293 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N1-3,WORLD,UK	: 	: 	: 	: 	72245586 	73161030 	: 	: 	: 	: 	: 	: 	: 	: 	65680000 	72600000 	71800000 	74600000 	45500000 	39000000 	41100000 	: 	: 	: 
NR,PERS,N_GE1,DOM,AT	9848564 	10063508 	9197692 	9573164 	9682051 	9015192 	: 	: 	: 	: 	: 	8086311 	: 	6403275 	6904459 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,BE	2950834 b	2820302 	3133218 	2202277 	2574641 	2485447 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,BG	4570877 	2874771 	2430637 	3012004 	3259295 	3006110 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,CH	: 	5986118 	6068426 	6312438 	6820128 	6225061 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,CY	1383643 	1359130 	1281176 	1272010 	1263806 	1336115 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,CZ	28156048 	26055631 	23287272 	26196815 	24304012 	25986952 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,DE	121708947 	132778475 	135503132 	123741073 	130818258 	130076882 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,DK	: 	20455167 	22821994 	22904453 	22215862 b	20437399 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4700000 	4588600 	: 	5621000 	6310900 	: 	: 
NR,PERS,N_GE1,DOM,EA	: 	: 	: 	545676166 e	557213733 e	568022424 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,EE	2870377 	2826552 	2382651 	2256060 	1556379 	1603942 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,EL	: 	4590494 	4841429 	5340341 	4615278 	6257327 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,ES	131951376 	125026932 	118297495 b	110258727 	113318596 	115084699 	: 	: 	: 	: 	: 	113387212 	117875900 	105539300 	102284300 	98643590 	119729830 	116737420 	61983706 	31817066 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,EU27	: 	: 	794330526 e	792897894 e	783447995 e	798133902 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,EU28	: 	: 	797467500 e	797221481 e	788773770 e	803213461 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,FI	26383669 	25928616 	25721202 	25208829 	26527497 	26771129 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,FR	171703705 	158642404 	161944418 	181739243 	181318156 	181517827 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	140644000 	142047000 	147787000 	148037000 	: 	: 	: 
NR,PERS,N_GE1,DOM,HR	2552192 	2546275 	3587698 	4623508 	5350704 	5111093 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,HU	11872352 	11778710 	12300783 	12258070 	11608394 	13990742 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,IE	7150319 	6828674 	6522160 	5631843 	5534741 	5500359 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3178000 	3138000 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,IT	40828133 	42018881 	35319955 	37222958 b	36476703 	43131050 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,LT	2204722 	2217373 	2321616 	2316241 	2271439 	2204661 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,LU	: 	17905 u	20128 	25440 	52594 	43172 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10000 	13000 	14000 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,LV	: 	3018022 	2885025 	3172774 	3014573 	3635701 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,MT	253037 	234919 	200523 	195981 b	184940 	200378 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,NL	22882228 	23476507 	23190661 	23930647 	24795926 	27526206 b	: 	: 	: 	: 	: 	14096000 	13579000 	14133000 	14289000 	14581000 	13715000 	13388000 	13019000 	12700000 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,NO	11390699 	10819903 	10692386 	11665409 	9600572 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,PL	44283457 	42136806 	38594696 	37125204 b	38986942 	38586107 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,PT	14507722 	13163262 	12971180 	12163810 	12663903 	11845548 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,RO	16208095 	15715863 	15058724 	15832902 	16223234 	15639388 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,SE	: 	26794765 	27142419 	23881700 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,SI	1720582 	1619148 	1452035 	1795116 	1922972 	1974899 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,SK	6180313 	5824208 	4736851 	4090223 	3838923 b	3582368 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
