unit,purpose,duration,partner,isced11,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
NR,PERS,N_GE1,WORLD,UNK,LT	3788279 	3757500 	3796313 	3740470 	3697248 	3591817 
NR,PERS,N_GE1,WORLD,UNK,LU	: 	1411381 	1471638 	1540940 	1404240 	: 
NR,PERS,N_GE1,WORLD,UNK,MT	688388 	: 	: 	: 	457866 	437605 
NR,PERS,N_GE1,WORLD,UNK,NL	: 	: 	: 	: 	: 	216189 
NR,PERS,N_GE1,WORLD,UNK,NO	18374095 	17453107 	17879796 	19137212 	15919247 	: 
NR,PERS,N_GE1,WORLD,UNK,PL	55176857 	52548595 	48700497 	46601121 	47381735 	45393594 
NR,PERS,N_GE1,WORLD,UNK,PT	: 	: 	: 	13203235 	: 	: 
NR,PERS,N_GE1,WORLD,UNK,RO	: 	: 	: 	: 	: 	16410642 
NR,PERS,N_GE1,WORLD,UNK,SE	: 	35044151 	35254954 	32221049 	: 	: 
NR,PERS,N_GE1,WORLD,UNK,SI	4288161 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,UNK,SK	9321385 	8315679 	6984050 	5983576 	5733000 	5969134 
NR,PERS,N_GE1,WORLD,UNK,UK	: 	: 	: 	: 	135898066 	136157487 
NR,PERS,N_GE4,DOM,ED0-2,AT	423329 	436814 	377297 	426920 	524685 	555599 
NR,PERS,N_GE4,DOM,ED0-2,EA	: 	: 	: 	: 	16345292 e	16486595 e
NR,PERS,N_GE4,DOM,ED0-2,EE	41075 u	50464 u	42877 u	35382 u	23205 u	: u
NR,PERS,N_GE4,DOM,ED0-2,ES	12318400 	12203746 	10737344 	10172317 	10907655 	11044739 
NR,PERS,N_GE4,DOM,ED0-2,EU27	: 	: 	18534091 e	: 	17060092 e	19194356 e
NR,PERS,N_GE4,DOM,ED0-2,EU28	: 	: 	18511528 e	: 	17450319 e	19501280 e
NR,PERS,N_GE4,DOM,ED0-2,FI	1007636 	952136 	1137564 	1094409 	1204787 	1348700 
NR,PERS,N_GE4,DOM,ED0-2,HR	: 	: 	: 	: 	386274 	304295 
NR,PERS,N_GE4,DOM,ED0-2,HU	378229 	416069 	423762 	: 	: 	: 
NR,PERS,N_GE4,DOM,ED0-2,LU	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,ED0-2,LV	: 	45340 u	40467 u	48174 u	48759 u	56827 u
NR,PERS,N_GE4,DOM,ED0-2,MT	: 	: c	: c	: u	: 	: 
NR,PERS,N_GE4,DOM,ED0-2,NL	1591754 	1704766 	1706815 	1860865 	1964088 	2029782 
NR,PERS,N_GE4,DOM,ED0-2,PL	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,ED0-2,PT	1561071 	1327184 	1339179 	: 	1645681 	1427314 
NR,PERS,N_GE4,DOM,ED0-2,RO	334996 	362968 	312427 	377252 	391869 	: 
NR,PERS,N_GE4,DOM,ED0-2,SI	: 	77187 	59745 	42275 u	73184 	53028 
NR,PERS,N_GE4,DOM,ED3_4,AT	1845613 	1845485 	1574428 	1697301 	1954876 	1850184 
NR,PERS,N_GE4,DOM,ED3_4,EA	: 	: 	: 	: 	19295400 e	19416706 e
NR,PERS,N_GE4,DOM,ED3_4,EE	118016 	97434 	93709 	93596 	59471 	139854 
NR,PERS,N_GE4,DOM,ED3_4,ES	7421014 	7009618 	6741347 	11522845 	11705645 	11681051 
NR,PERS,N_GE4,DOM,ED3_4,EU27	: 	: 	21241230 e	: 	23491401 e	26212718 e
NR,PERS,N_GE4,DOM,ED3_4,EU28	: 	: 	21215371 e	: 	24640936 e	27486259 e
NR,PERS,N_GE4,DOM,ED3_4,FI	1918993 	1911662 	1912592 	2003072 	1940732 	1993091 
NR,PERS,N_GE4,DOM,ED3_4,HR	: 	: 	: 	: 	1134263 	1254354 
NR,PERS,N_GE4,DOM,ED3_4,HU	1432517 	1516439 	1514364 	: 	: 	: 
NR,PERS,N_GE4,DOM,ED3_4,LU	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,ED3_4,LV	: 	166839 	136851 	213460 	165747 	167924 
NR,PERS,N_GE4,DOM,ED3_4,MT	: 	19768 	17011 	18975 	: 	: 
NR,PERS,N_GE4,DOM,ED3_4,NL	3241473 	2661255 	2483085 	2421181 	2630112 	2848655 
NR,PERS,N_GE4,DOM,ED3_4,PL	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,ED3_4,PT	944054 	744087 	797478 	: 	817766 	676807 
NR,PERS,N_GE4,DOM,ED3_4,RO	3006710 	3056790 	3105312 	3505546 	3652331 	: 
NR,PERS,N_GE4,DOM,ED3_4,SI	: 	179643 	172757 	161445 	184430 	222479 
NR,PERS,N_GE4,DOM,ED5-8,AT	814966 	898887 	894353 	739759 	887681 	832298 
NR,PERS,N_GE4,DOM,ED5-8,EA	: 	: 	: 	: 	15869893 e	15797455 e
NR,PERS,N_GE4,DOM,ED5-8,EE	112220 	79742 u	98328 	79061 	87231 	86622 u
NR,PERS,N_GE4,DOM,ED5-8,ES	13771283 	13397764 	12873845 	8383440 	8647005 	8819331 
NR,PERS,N_GE4,DOM,ED5-8,EU27	: 	: 	26666957 e	: 	18146766 e	20974595 e
NR,PERS,N_GE4,DOM,ED5-8,EU28	: 	: 	26634493 e	: 	18816063 e	21505388 e
NR,PERS,N_GE4,DOM,ED5-8,FI	2260778 	2426682 	2170376 	2041698 	2162096 	1946000 
NR,PERS,N_GE4,DOM,ED5-8,HR	: 	: 	: 	: 	661011 	524353 
NR,PERS,N_GE4,DOM,ED5-8,HU	1093798 	1058859 	1184322 	: 	: 	: 
NR,PERS,N_GE4,DOM,ED5-8,LU	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,ED5-8,LV	: 	78150 u	130950 	191629 	90533 u	141574 
NR,PERS,N_GE4,DOM,ED5-8,MT	: 	6940 u	8357 u	7230 u	: 	: 
NR,PERS,N_GE4,DOM,ED5-8,NL	1968952 	2915689 	2843755 	2624089 	2661885 	2930514 
NR,PERS,N_GE4,DOM,ED5-8,PL	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,ED5-8,PT	1253881 	1227592 	1376694 	: 	1324682 	1084370 
NR,PERS,N_GE4,DOM,ED5-8,RO	1854719 	1844790 	1613043 	1689631 	1894518 	: 
NR,PERS,N_GE4,DOM,ED5-8,SI	: 	107480 	91700 	119345 	97366 	95437 
NR,PERS,N_GE4,DOM,TOTAL,AT	3083908 	3181186 	2846079 	2863980 	3367242 	3238081 
NR,PERS,N_GE4,DOM,TOTAL,BE	775304 b	1121826 	897547 	766495 	903854 	995566 
NR,PERS,N_GE4,DOM,TOTAL,BG	1834030 	1278598 	1006342 	1156140 	1381584 	1064823 
NR,PERS,N_GE4,DOM,TOTAL,CH	: 	2149262 	2010130 	2319427 	2369686 	2319940 
NR,PERS,N_GE4,DOM,TOTAL,CY	216533 	245017 	198583 	309224 	384003 	261551 
NR,PERS,N_GE4,DOM,TOTAL,CZ	8094409 	8353540 	7083940 	7668598 	7088929 	7358050 
NR,PERS,N_GE4,DOM,TOTAL,DE	42645426 	45674140 	45968688 	43631518 	43467984 	45168818 
NR,PERS,N_GE4,DOM,TOTAL,DK	: 	3054951 	3325607 	3393261 	3019456 	3094490 
NR,PERS,N_GE4,DOM,TOTAL,EA	: 	: 	: 	: 	202447162 e	205498895 e
NR,PERS,N_GE4,DOM,TOTAL,EE	271311 	227640 	234914 	208038 	169906 	249974 
NR,PERS,N_GE4,DOM,TOTAL,EL	: 	3253327 	3368900 	3743932 	3257822 	3598400 
NR,PERS,N_GE4,DOM,TOTAL,ES	33510697 	32611128 	30352536 	30078603 	31260305 	31545121 
NR,PERS,N_GE4,DOM,TOTAL,EU27	: 	: 	268972976 e	: 	269095796 e	270925813 e
NR,PERS,N_GE4,DOM,TOTAL,EU28	: 	: 	270623168 e	: 	271275889 e	273004804 e
NR,PERS,N_GE4,DOM,TOTAL,FI	5187407 	5290481 	5220532 	5139179 	5307615 	5287791 
NR,PERS,N_GE4,DOM,TOTAL,FR	72691602 	71501223 	73210774 	81539693 	81626757 	80426993 
NR,PERS,N_GE4,DOM,TOTAL,HR	1319639 	1227558 	1728847 	1760512 	2181548 	2083001 
NR,PERS,N_GE4,DOM,TOTAL,HU	2904544 	2991367 	3122448 	3252244 	3325387 	3586431 
NR,PERS,N_GE4,DOM,TOTAL,IE	1163036 	1173003 	1110121 	1048117 	1119656 	1048938 
NR,PERS,N_GE4,DOM,TOTAL,IT	19835759 	19061696 	16497475 	17587158 	18860608 	20216232 
NR,PERS,N_GE4,DOM,TOTAL,LT	402804 	408127 	427391 	457199 	498683 	403672 
NR,PERS,N_GE4,DOM,TOTAL,LU	: 	: u	: u	: u	: u	: u
NR,PERS,N_GE4,DOM,TOTAL,LV	: 	290329 	308269 	453263 	305039 	366324 
NR,PERS,N_GE4,DOM,TOTAL,MT	41975 	31300 	31217 	30062 	20752 u	34743 u
NR,PERS,N_GE4,DOM,TOTAL,NL	6802179 	7281709 	7033655 	6906134 	7256086 	7871127 
NR,PERS,N_GE4,DOM,TOTAL,NO	3556685 	3277948 	3194315 	3490660 	3033249 	: 
NR,PERS,N_GE4,DOM,TOTAL,PL	17551165 	16702779 	15299138 	14673119 	16215854 	15032150 
NR,PERS,N_GE4,DOM,TOTAL,PT	3759005 	3298863 	3513351 	3134081 	3788130 	3188491 
NR,PERS,N_GE4,DOM,TOTAL,RO	5196424 	5264548 	5030781 	5572429 	5938718 	6020465 
NR,PERS,N_GE4,DOM,TOTAL,SE	: 	6750288 	7013787 	6112238 	: 	: 
NR,PERS,N_GE4,DOM,TOTAL,SI	303922 	364311 	324202 	323065 	354981 	370944 
NR,PERS,N_GE4,DOM,TOTAL,SK	1740178 	1631163 	1419782 	1278502 	1172396 	1691375 
NR,PERS,N_GE4,DOM,TOTAL,UK	: 	: 	: 	: 	24543559 	25437073 
NR,PERS,N_GE4,DOM,UNK,BE	775304 b	1121826 	897547 	766495 	903854 	995566 
NR,PERS,N_GE4,DOM,UNK,BG	1834030 	1278598 	1006342 	1156140 	1381584 	1064823 
NR,PERS,N_GE4,DOM,UNK,CH	: 	2149262 	2010130 	2319427 	2369686 	2319940 
NR,PERS,N_GE4,DOM,UNK,CY	216533 	245017 	198583 	309224 	384003 	261551 
NR,PERS,N_GE4,DOM,UNK,CZ	8094409 	8353540 	7083940 	7668598 	7088929 	7358050 
NR,PERS,N_GE4,DOM,UNK,DE	42645426 	45674140 	45968688 	43631518 	43467984 	45168818 
NR,PERS,N_GE4,DOM,UNK,DK	: 	3054951 	3325607 	3393261 	3019456 	3094490 
NR,PERS,N_GE4,DOM,UNK,EA	: 	: 	: 	: 	150936578 e	153798138 e
NR,PERS,N_GE4,DOM,UNK,EL	: 	3253327 	3368900 	3743932 	3257822 	3598400 
NR,PERS,N_GE4,DOM,UNK,EU27	: 	: 	202530698 e	: 	210397536 e	204544145 e
NR,PERS,N_GE4,DOM,UNK,EU28	: 	: 	204261776 e	: 	210368570 e	204511878 e
NR,PERS,N_GE4,DOM,UNK,FR	72691602 	71501223 	73210774 	81539693 	81626757 	80426993 
NR,PERS,N_GE4,DOM,UNK,HR	1319639 	1227558 	1728847 	1760512 	: 	: 
NR,PERS,N_GE4,DOM,UNK,HU	: 	: 	: 	3252244 	3325387 	3586431 
NR,PERS,N_GE4,DOM,UNK,IE	1163036 	1173003 	1110121 	1048117 	1119656 	1048938 
NR,PERS,N_GE4,DOM,UNK,IT	19835759 	19061696 	16497475 	17587158 	18860608 	20216232 
NR,PERS,N_GE4,DOM,UNK,LT	402804 	408127 	427391 	457199 	498683 	403672 
NR,PERS,N_GE4,DOM,UNK,LU	: 	: u	: u	: u	: u	: 
NR,PERS,N_GE4,DOM,UNK,MT	41975 	: 	: 	: 	20752 u	34743 u
NR,PERS,N_GE4,DOM,UNK,NL	: 	: 	: 	: 	: 	62176 u
NR,PERS,N_GE4,DOM,UNK,NO	3556685 	3277948 	3194315 	3490660 	3033249 	: 
NR,PERS,N_GE4,DOM,UNK,PL	17551165 	16702779 	15299138 	14673119 	16215854 	15032150 
NR,PERS,N_GE4,DOM,UNK,PT	: 	: 	: 	3134081 	: 	: 
NR,PERS,N_GE4,DOM,UNK,RO	: 	: 	: 	: 	: 	6020465 
NR,PERS,N_GE4,DOM,UNK,SE	: 	6750288 	7013787 	6112238 	: 	: 
NR,PERS,N_GE4,DOM,UNK,SI	303922 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,UNK,SK	1740178 	1631163 	1419782 	1278502 	1172396 	1691375 
NR,PERS,N_GE4,DOM,UNK,UK	: 	: 	: 	: 	24543559 	25437073 
NR,PERS,N_GE4,OUT,ED0-2,AT	958878 	1064770 	780381 	919149 	884586 	1076000 
NR,PERS,N_GE4,OUT,ED0-2,EA	: 	: 	: 	: 	5880869 e	6579378 e
NR,PERS,N_GE4,OUT,ED0-2,EE	62889 	58650 	40500 	41943 	43835 u	: u
NR,PERS,N_GE4,OUT,ED0-2,ES	2145960 	1920185 	2019022 	1540056 	1404455 	1648494 
NR,PERS,N_GE4,OUT,ED0-2,EU27	: 	: 	7701510 e	: 	6065984 e	7649151 e
NR,PERS,N_GE4,OUT,ED0-2,EU28	: 	: 	7692135 e	: 	6377699 e	7867360 e
NR,PERS,N_GE4,OUT,ED0-2,FI	686827 	713455 	881493 	759171 	695594 	873362 
NR,PERS,N_GE4,OUT,ED0-2,HR	: 	: 	: 	: 	307533 u	215410 u
NR,PERS,N_GE4,OUT,ED0-2,LU	: 	: 	: 	: 	: 	118680 
NR,PERS,N_GE4,OUT,ED0-2,LV	: 	67366 u	67297 u	89288 u	53240 u	69269 u
NR,PERS,N_GE4,OUT,ED0-2,MT	: 	25823 	36764 	30394 	: 	: 
NR,PERS,N_GE4,OUT,ED0-2,NL	2412388 	2374793 	2319952 	2299568 	2406701 	2408500 
NR,PERS,N_GE4,OUT,ED0-2,PL	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE4,OUT,ED0-2,PT	382038 	282897 	290651 	: 	296476 	254906 
NR,PERS,N_GE4,OUT,ED0-2,RO	31673 u	53231 	41996 u	33293 u	34397 u	: 
NR,PERS,N_GE4,OUT,ED0-2,SI	: 	222206 	247994 	131329 	148500 	151434 
NR,PERS,N_GE4,OUT,ED3_4,AT	3782732 	3507559 	3274689 	3488225 	3364336 	3528105 
NR,PERS,N_GE4,OUT,ED3_4,EA	: 	: 	: 	: 	11276740 e	12179819 e
NR,PERS,N_GE4,OUT,ED3_4,EE	200323 	217780 	223315 	209893 	183102 	191154 
NR,PERS,N_GE4,OUT,ED3_4,ES	2063986 	1805346 	1768671 	1746125 	1721767 	2032971 
NR,PERS,N_GE4,OUT,ED3_4,EU27	: 	: 	13630021 e	: 	12133577 e	14705053 e
NR,PERS,N_GE4,OUT,ED3_4,EU28	: 	: 	13613428 e	: 	12834940 e	15343374 e
NR,PERS,N_GE4,OUT,ED3_4,FI	1190074 	1239368 	1153203 	1203537 	1134911 	1147632 
NR,PERS,N_GE4,OUT,ED3_4,HR	: 	: 	: 	: 	691747 	628947 
NR,PERS,N_GE4,OUT,ED3_4,LU	: 	: 	: 	: 	: 	291493 
NR,PERS,N_GE4,OUT,ED3_4,LV	: 	242956 	265319 	302774 	290681 	267505 
NR,PERS,N_GE4,OUT,ED3_4,MT	: 	155821 	132610 	129385 	: 	: 
NR,PERS,N_GE4,OUT,ED3_4,NL	6440423 	4184572 	3868748 	3984159 	4106855 	4244496 
NR,PERS,N_GE4,OUT,ED3_4,PL	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE4,OUT,ED3_4,PT	266582 	158463 	197755 	: 	190780 	138256 
NR,PERS,N_GE4,OUT,ED3_4,RO	431206 	413677 	382646 	458813 	371115 	: 
NR,PERS,N_GE4,OUT,ED3_4,SI	: 	685200 	632575 	582231 	573605 	604215 
NR,PERS,N_GE4,OUT,ED5-8,AT	1789535 	1829327 	1821773 	1510162 	1585514 	1564077 
NR,PERS,N_GE4,OUT,ED5-8,EA	: 	: 	: 	: 	13139698 e	13603553 e
NR,PERS,N_GE4,OUT,ED5-8,EE	277633 	246461 	279092 	292804 	271208 	212276 
NR,PERS,N_GE4,OUT,ED5-8,ES	4453279 	4531158 	3872859 	2498174 	2546891 	2588547 
NR,PERS,N_GE4,OUT,ED5-8,EU27	: 	: 	18073841 e	: 	14029053 e	16057259 e
NR,PERS,N_GE4,OUT,ED5-8,EU28	: 	: 	18051838 e	: 	14370999 e	16334563 e
NR,PERS,N_GE4,OUT,ED5-8,FI	1977346 	1778666 	1684074 	1708151 	1611760 	1568227 
NR,PERS,N_GE4,OUT,ED5-8,HR	: 	: 	: 	: 	338357 	274729 
NR,PERS,N_GE4,OUT,ED5-8,LU	: 	: 	: 	: 	: 	424679 
NR,PERS,N_GE4,OUT,ED5-8,LV	: 	247296 	288381 	380410 	231575 	277307 
NR,PERS,N_GE4,OUT,ED5-8,MT	: 	118727 	83538 	72995 	: 	: 
NR,PERS,N_GE4,OUT,ED5-8,NL	5770191 	6658586 	6466641 	6575371 	6351893 	6523074 
NR,PERS,N_GE4,OUT,ED5-8,PL	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE4,OUT,ED5-8,PT	452201 	376377 	373184 	: 	308093 	283716 
NR,PERS,N_GE4,OUT,ED5-8,RO	464149 	439509 	469483 	458907 	432283 	: 
NR,PERS,N_GE4,OUT,ED5-8,SI	: 	461277 	438942 	428366 	462726 	437283 
NR,PERS,N_GE4,OUT,TOTAL,AT	6531145 	6401656 	5876843 	5917537 	5834435 	6168182 
NR,PERS,N_GE4,OUT,TOTAL,BE	7502786 b	8052872 	6706449 	6979832 	7012162 	5516819 
NR,PERS,N_GE4,OUT,TOTAL,BG	518670 	395159 	352530 	376661 	321345 	282408 
NR,PERS,N_GE4,OUT,TOTAL,CH	: 	9029966 	8390483 	7881241 	7635402 	7441234 
NR,PERS,N_GE4,OUT,TOTAL,CY	896055 	837274 	758982 	849916 	737537 	789571 
NR,PERS,N_GE4,OUT,TOTAL,CZ	4928299 	4276103 	4206423 	4064463 	4193023 	4368854 
NR,PERS,N_GE4,OUT,TOTAL,DE	65662250 	63622591 	59226045 	59527746 	61507424 	55812452 
NR,PERS,N_GE4,OUT,TOTAL,DK	: 	4356957 	4578488 	4707775 	4690966 	4478653 
NR,PERS,N_GE4,OUT,TOTAL,EA	: 	: 	: 	: 	131436025 e	126645135 e
NR,PERS,N_GE4,OUT,TOTAL,EE	540845 	522891 	542907 	544641 	498145 	450621 
NR,PERS,N_GE4,OUT,TOTAL,EL	: 	505908 	503889 	533856 	479761 	430545 
NR,PERS,N_GE4,OUT,TOTAL,ES	8663224 	8256689 	7660551 	5784355 	5673113 	6270012 
NR,PERS,N_GE4,OUT,TOTAL,EU27	: 	: 	178758331 e	: 	193992614 e	185895812 e
NR,PERS,N_GE4,OUT,TOTAL,EU28	: 	: 	179851515 e	: 	195325367 e	187006381 e
NR,PERS,N_GE4,OUT,TOTAL,FI	3854247 	3731489 	3718771 	3670859 	3442265 	3589222 
NR,PERS,N_GE4,OUT,TOTAL,FR	18153591 	16248988 	16118966 	18807756 	17321684 	16808518 
NR,PERS,N_GE4,OUT,TOTAL,HR	746523 	570983 	1145902 	999220 	1337637 	1119087 
NR,PERS,N_GE4,OUT,TOTAL,HU	2965756 	2697093 	2619408 	2274296 	2016523 	2149586 
NR,PERS,N_GE4,OUT,TOTAL,IE	4203772 	4005273 	3624461 	3741653 	3748753 	3819719 
NR,PERS,N_GE4,OUT,TOTAL,IT	6898485 	6342519 	5985268 	7159457 	7566684 	8652902 
NR,PERS,N_GE4,OUT,TOTAL,LT	1134947 	1072204 	1029216 	993544 	977332 	950104 
NR,PERS,N_GE4,OUT,TOTAL,LU	: 	939696 	898692 	912087 	860142 	834852 
NR,PERS,N_GE4,OUT,TOTAL,LV	: 	557618 	620997 	772473 	575496 	614081 
NR,PERS,N_GE4,OUT,TOTAL,MT	333343 	300371 	252911 	232774 	213653 	190386 
NR,PERS,N_GE4,OUT,TOTAL,NL	14623002 	13217950 	12655341 	12859098 	12865450 	13225989 
NR,PERS,N_GE4,OUT,TOTAL,NO	4968469 	4672443 	4970994 	5183556 	4281625 	: 
NR,PERS,N_GE4,OUT,TOTAL,PL	8945969 	8566599 	8329364 	7877549 	6710860 	5106662 
NR,PERS,N_GE4,OUT,TOTAL,PT	1100822 	817738 	861590 	776030 	795349 	676878 
NR,PERS,N_GE4,OUT,TOTAL,RO	927029 	906417 	894124 	951013 	837795 	685444 
NR,PERS,N_GE4,OUT,TOTAL,SE	: 	5366895 	4986182 	5344200 	: 	: 
NR,PERS,N_GE4,OUT,TOTAL,SI	1290443 	1368683 	1319510 	1141927 	1184831 	1192932 
NR,PERS,N_GE4,OUT,TOTAL,SK	2097931 	1745471 	1749472 	1219320 	1573789 	1955466 
NR,PERS,N_GE4,OUT,TOTAL,UK	: 	: 	: 	: 	39108921 	37559384 
NR,PERS,N_GE4,OUT,UNK,BE	7502786 b	8052872 	6706449 	6979832 	7012162 	5516819 
NR,PERS,N_GE4,OUT,UNK,BG	518670 	395159 	352530 	376661 	321345 	282408 
NR,PERS,N_GE4,OUT,UNK,CH	: 	9029966 	8390483 	7881241 	7635402 	7441234 
NR,PERS,N_GE4,OUT,UNK,CY	896055 	837274 	758982 	849916 	737537 	789571 
NR,PERS,N_GE4,OUT,UNK,CZ	4928299 	4276103 	4206423 	4064463 	4193023 	4368854 
NR,PERS,N_GE4,OUT,UNK,DE	65662250 	63622591 	59226045 	59527746 	61507424 	55812452 
NR,PERS,N_GE4,OUT,UNK,DK	: 	4356957 	4578488 	4707775 	4690966 	4478653 
NR,PERS,N_GE4,OUT,UNK,EA	: 	: 	: 	: 	101138719 e	94282384 e
NR,PERS,N_GE4,OUT,UNK,EL	: 	505908 	503889 	533856 	479761 	430545 
NR,PERS,N_GE4,OUT,UNK,EU27	: 	: 	139352959 e	: 	161764001 e	147484349 e
NR,PERS,N_GE4,OUT,UNK,EU28	: 	: 	140494115 e	: 	161741730 e	147461083 e
NR,PERS,N_GE4,OUT,UNK,FR	18153591 	16248988 	16118966 	18807756 	17321684 	16808518 
NR,PERS,N_GE4,OUT,UNK,HR	746523 	570983 	1145902 	999220 	: 	: 
NR,PERS,N_GE4,OUT,UNK,HU	2965756 	2697093 	2619408 	2274296 	2016523 	2149586 
NR,PERS,N_GE4,OUT,UNK,IE	4203772 	4005273 	3624461 	3741653 	3748753 	3819719 
NR,PERS,N_GE4,OUT,UNK,IT	6898485 	6342519 	5985268 	7159457 	7566684 	8652902 
NR,PERS,N_GE4,OUT,UNK,LT	1134947 	1072204 	1029216 	993544 	977332 	950104 
NR,PERS,N_GE4,OUT,UNK,LU	: 	939696 	898692 	912087 	860142 	: 
NR,PERS,N_GE4,OUT,UNK,MT	333343 	: 	: 	: 	213653 	190386 
NR,PERS,N_GE4,OUT,UNK,NL	: 	: 	: 	: 	: 	49919 u
NR,PERS,N_GE4,OUT,UNK,NO	4968469 	4672443 	4970994 	5183556 	4281625 	: 
NR,PERS,N_GE4,OUT,UNK,PL	8945969 	8566599 	8329364 	7877549 	6710860 	5106662 
NR,PERS,N_GE4,OUT,UNK,PT	: 	: 	: 	776030 	: 	: 
NR,PERS,N_GE4,OUT,UNK,RO	: 	: 	: 	: 	: 	685444 
NR,PERS,N_GE4,OUT,UNK,SE	: 	5366895 	4986182 	5344200 	: 	: 
NR,PERS,N_GE4,OUT,UNK,SI	1290443 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,UNK,SK	2097931 	1745471 	1749472 	1219320 	1573789 	1955466 
NR,PERS,N_GE4,OUT,UNK,UK	: 	: 	: 	: 	39108921 	37559384 
NR,PERS,N_GE4,WORLD,ED0-2,AT	1382207 	1501584 	1157678 	1346069 	1409271 	1631598 
NR,PERS,N_GE4,WORLD,ED0-2,EA	: 	: 	: 	: 	22226160 e	23065974 e
NR,PERS,N_GE4,WORLD,ED0-2,EE	103964 	109115 	83377 	77325 	67041 	70690 u
NR,PERS,N_GE4,WORLD,ED0-2,ES	14464360 	14123931 	12756365 	11712374 	12312110 	12693232 
NR,PERS,N_GE4,WORLD,ED0-2,EU27	: 	: 	26235601 e	: 	23126076 e	26843507 e
NR,PERS,N_GE4,WORLD,ED0-2,EU28	: 	: 	26203662 e	: 	23828018 e	27368640 e
NR,PERS,N_GE4,WORLD,ED0-2,FI	1694463 	1665591 	2019057 	1853580 	1900381 	2222062 
NR,PERS,N_GE4,WORLD,ED0-2,HR	: 	: 	: 	: 	693807 	519705 
NR,PERS,N_GE4,WORLD,ED0-2,HU	378229 	416069 	423762 	: 	: 	: 
NR,PERS,N_GE4,WORLD,ED0-2,LU	: 	: 	: 	: 	: 	120588 
NR,PERS,N_GE4,WORLD,ED0-2,LV	: 	112706 	107764 u	137462 	101999 	126096 
NR,PERS,N_GE4,WORLD,ED0-2,MT	: 	30415 	42612 	34251 	: 	: 
NR,PERS,N_GE4,WORLD,ED0-2,NL	4004141 	4079558 	4026767 	4160433 	4370790 	4438282 
NR,PERS,N_GE4,WORLD,ED0-2,PL	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE4,WORLD,ED0-2,PT	1943109 	1610081 	1629829 	: 	1942157 	1682220 
NR,PERS,N_GE4,WORLD,ED0-2,RO	366668 	416199 	354422 	410545 	426267 	: 
NR,PERS,N_GE4,WORLD,ED0-2,SI	: 	299394 	307739 	173605 	221684 	204462 
NR,PERS,N_GE4,WORLD,ED3_4,AT	5628345 	5353043 	4849116 	5185527 	5319212 	5378289 
NR,PERS,N_GE4,WORLD,ED3_4,EA	: 	: 	: 	: 	30572139 e	31596526 e
NR,PERS,N_GE4,WORLD,ED3_4,EE	318339 	315213 	317024 	303489 	242572 	331007 
NR,PERS,N_GE4,WORLD,ED3_4,ES	9485000 	8814964 	8510018 	13268970 	13427412 	13714022 
NR,PERS,N_GE4,WORLD,ED3_4,EU27	: 	: 	34871251 e	: 	35624978 e	40917771 e
NR,PERS,N_GE4,WORLD,ED3_4,EU28	: 	: 	34828799 e	: 	37475875 e	42829633 e
NR,PERS,N_GE4,WORLD,ED3_4,FI	3109067 	3151031 	3065795 	3206608 	3075643 	3140723 
NR,PERS,N_GE4,WORLD,ED3_4,HR	: 	: 	: 	: 	1826011 	1883302 
NR,PERS,N_GE4,WORLD,ED3_4,HU	1432517 	1516439 	1514364 	: 	: 	: 
NR,PERS,N_GE4,WORLD,ED3_4,LU	: 	: 	: 	: 	: 	293690 
NR,PERS,N_GE4,WORLD,ED3_4,LV	: 	409795 	402170 	516234 	456428 	435429 
NR,PERS,N_GE4,WORLD,ED3_4,MT	: 	175589 	149621 	148361 	: 	: 
NR,PERS,N_GE4,WORLD,ED3_4,NL	9681896 	6845827 	6351833 	6405340 	6736967 	7093151 
NR,PERS,N_GE4,WORLD,ED3_4,PL	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE4,WORLD,ED3_4,PT	1210636 	902551 	995233 	: 	1008546 	815063 
NR,PERS,N_GE4,WORLD,ED3_4,RO	3437916 	3470466 	3487958 	3964359 	4023446 	: 
NR,PERS,N_GE4,WORLD,ED3_4,SI	: 	864843 	805332 	743676 	758035 	826694 
NR,PERS,N_GE4,WORLD,ED5-8,AT	2604501 	2728214 	2716126 	2249921 	2473194 	2396376 
NR,PERS,N_GE4,WORLD,ED5-8,EA	: 	: 	: 	: 	29009591 e	29401008 e
NR,PERS,N_GE4,WORLD,ED5-8,EE	389852 	326203 	377420 	371865 	358439 	298898 
NR,PERS,N_GE4,WORLD,ED5-8,ES	18224561 	17928922 	16746704 	10881614 	11193896 	11407878 
