unit,purpose,duration,partner,wstatus,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
NR,PERS,N_GE1,WORLD,EMP,EU27	: 	: 	184097943 e	: 	145964178 e	170290727 e
NR,PERS,N_GE1,WORLD,EMP,EU28	: 	: 	186889600 e	: 	145944083 e	170263863 e
NR,PERS,N_GE1,WORLD,EMP,FI	19816157 	18755053 	18814662 	18493501 	19749344 	19195603 
NR,PERS,N_GE1,WORLD,EMP,HR	2167497 	: 	2636387 	2983206 	: 	: 
NR,PERS,N_GE1,WORLD,EMP,HU	7222665 	6818801 	7245042 	: 	: 	: 
NR,PERS,N_GE1,WORLD,EMP,LU	: 	: 	: 	: 	: 	874608 
NR,PERS,N_GE1,WORLD,EMP,LV	: 	2739658 	2777766 	2926593 	2536703 	3029440 
NR,PERS,N_GE1,WORLD,EMP,MT	: 	418375 	318967 	: 	: 	: 
NR,PERS,N_GE1,WORLD,EMP,NL	23783212 	23143454 	22115732 	22281743 	22924386 	24670623 
NR,PERS,N_GE1,WORLD,EMP,PL	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE1,WORLD,EMP,PT	2884258 	8155033 	7892187 	: 	6276918 	7259243 
NR,PERS,N_GE1,WORLD,EMP,RO	11844677 	11642144 	10872699 	11512982 	11532793 	10641592 
NR,PERS,N_GE1,WORLD,EMP,SI	: 	2278906 	2191419 	2364466 	2432129 	2251722 
NR,PERS,N_GE1,WORLD,INAC_OTH,AT	4790093 	4752516 	4676934 	4620894 	4858010 	4961801 
NR,PERS,N_GE1,WORLD,INAC_OTH,EA	: 	: 	: 	: 	54385804 e	56689670 e
NR,PERS,N_GE1,WORLD,INAC_OTH,EE	547898 	531313 	482801 	540228 	339624 	366623 
NR,PERS,N_GE1,WORLD,INAC_OTH,ES	30712132 	27989534 	26154742 b	28862762 	28069924 	28243683 
NR,PERS,N_GE1,WORLD,INAC_OTH,EU27	: 	: 	70364253 e	: 	59313786 e	70772267 e
NR,PERS,N_GE1,WORLD,INAC_OTH,EU28	: 	: 	71647464 e	: 	59305620 e	70761103 e
NR,PERS,N_GE1,WORLD,INAC_OTH,FI	7609496 	7765092 	7503797 	7249398 	7458312 	7674566 
NR,PERS,N_GE1,WORLD,INAC_OTH,HR	776053 	: 	1196665 	1296394 	: 	: 
NR,PERS,N_GE1,WORLD,INAC_OTH,HU	3419680 	3521667 	3714180 	: 	: 	: 
NR,PERS,N_GE1,WORLD,INAC_OTH,LU	: 	: 	: 	: 	: 	230766 
NR,PERS,N_GE1,WORLD,INAC_OTH,LV	: 	633374 	638678 	743350 	697139 	817794 
NR,PERS,N_GE1,WORLD,INAC_OTH,MT	: 	116464 	129654 	: 	: 	: 
NR,PERS,N_GE1,WORLD,INAC_OTH,NL	10259777 	9323695 	9914153 	10121113 	9897918 	10907315 
NR,PERS,N_GE1,WORLD,INAC_OTH,PL	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE1,WORLD,INAC_OTH,PT	1222184 	3971791 	3955323 	: 	2962088 	3492704 
NR,PERS,N_GE1,WORLD,INAC_OTH,RO	3388075 	3220162 	3321244 	3190400 	3277314 	3168565 
NR,PERS,N_GE1,WORLD,INAC_OTH,SI	: 	993587 	956519 	811309 	793254 	805238 
NR,PERS,N_GE1,WORLD,UNE,AT	215170 	303551 	254576 	218750 	234726 	229942 
NR,PERS,N_GE1,WORLD,UNE,EA	: 	: 	: 	: 	17670484 e	17121549 e
NR,PERS,N_GE1,WORLD,UNE,EE	91710 	106745 	99301 	127295 	106408 	146017 
NR,PERS,N_GE1,WORLD,UNE,ES	13585588 	14405639 	16474044 b	10206412 	11948755 	11480567 
NR,PERS,N_GE1,WORLD,UNE,EU27	: 	: 	26489743 e	: 	18662471 e	20735986 e
NR,PERS,N_GE1,WORLD,UNE,EU28	: 	: 	27448998 e	: 	18659902 e	20732715 e
NR,PERS,N_GE1,WORLD,UNE,FI	1509455 	1678755 	1629029 	1395656 	1368827 	1086234 
NR,PERS,N_GE1,WORLD,UNE,HR	427903 	: 	866771 	943179 	: 	: 
NR,PERS,N_GE1,WORLD,UNE,HU	114603 	234457 	275501 	: 	: 	: 
NR,PERS,N_GE1,WORLD,UNE,LU	: 	: 	: 	: 	: 	85066 
NR,PERS,N_GE1,WORLD,UNE,LV	: 	295190 	242100 	279474 	320480 	364336 
NR,PERS,N_GE1,WORLD,UNE,MT	: 	5382 u	6920 u	: 	: 	: 
NR,PERS,N_GE1,WORLD,UNE,NL	1469342 	2917703 	2773067 	2981820 	2596972 	2774824 
NR,PERS,N_GE1,WORLD,UNE,PL	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE1,WORLD,UNE,PT	262759 	974466 	937421 	: 	1077959 	1000067 
NR,PERS,N_GE1,WORLD,UNE,RO	170532 	192776 	211513 	258511 	371558 	347395 
NR,PERS,N_GE1,WORLD,UNE,SI	: 	269028 	225137 	235329 	334669 	316726 
NR,PERS,N_GE1,WORLD,UNK,BE	13951289 b	14617157 	12872666 	12067008 	12211145 	10158987 
NR,PERS,N_GE1,WORLD,UNK,BG	5267997 	3419777 	2914114 	3578596 	3742658 	3423764 
NR,PERS,N_GE1,WORLD,UNK,CH	: 	18955034 	18820168 	17838543 	18442005 	16890799 
NR,PERS,N_GE1,WORLD,UNK,CY	2514958 	2379840 	2197131 	2270230 	2172985 	2283614 
NR,PERS,N_GE1,WORLD,UNK,CZ	34413101 	31607474 	28731506 	31442035 	29608213 	31406312 
NR,PERS,N_GE1,WORLD,UNK,DE	202296144 	213495421 	210083293 	197188861 	207226639 	199765991 
NR,PERS,N_GE1,WORLD,UNK,DK	: 	27320116 	30118473 	30211808 	29281207 b	26443296 
NR,PERS,N_GE1,WORLD,UNK,EA	: 	: 	: 	: 	497929518 e	496177593 e
NR,PERS,N_GE1,WORLD,UNK,EL	: 	5192322 	5452536 	5971715 	5162644 	6778200 
NR,PERS,N_GE1,WORLD,UNK,EU27	: 	: 	724134250 e	: 	775332355 e	728866079 e
NR,PERS,N_GE1,WORLD,UNK,EU28	: 	: 	723252694 e	: 	783060771 e	736171011 e
NR,PERS,N_GE1,WORLD,UNK,FR	196173554 	179613679 	183110642 	205903787 	203602292 	203184738 
NR,PERS,N_GE1,WORLD,UNK,HR	: 	3757674 	: 	: 	7709380 	7284473 
NR,PERS,N_GE1,WORLD,UNK,HU	6041587 	5610743 	4983165 	16560041 	15303319 	17558336 
NR,PERS,N_GE1,WORLD,UNK,IE	13379728 	12406347 	11720060 	10830763 	10710602 	10736784 
NR,PERS,N_GE1,WORLD,UNK,IT	50794932 	50828763 	43875348 	46881229 b	46424986 	55155456 
NR,PERS,N_GE1,WORLD,UNK,LT	3788279 	3757500 	3796313 	3740470 	3697248 	3591817 
NR,PERS,N_GE1,WORLD,UNK,LU	: 	1411381 	1471638 	1540940 	1404240 	: 
NR,PERS,N_GE1,WORLD,UNK,MT	688388 	: 	: 	485803 b	457866 	437605 
NR,PERS,N_GE1,WORLD,UNK,NL	: 	: 	: 	: 	: 	775234 
NR,PERS,N_GE1,WORLD,UNK,NO	18374095 	17453107 	17879796 	19137212 	15919247 	: 
NR,PERS,N_GE1,WORLD,UNK,PL	55176857 	52548595 	48700497 	46601121 b	47381735 	45393594 
NR,PERS,N_GE1,WORLD,UNK,PT	11226961 	: 	: 	13203235 	2203754 	: 
NR,PERS,N_GE1,WORLD,UNK,SE	: 	35044151 	35254954 	32221049 	: 	: 
NR,PERS,N_GE1,WORLD,UNK,SI	4288161 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,UNK,SK	9321385 	8315679 	6984050 	5983576 	5733000 b	5969134 
NR,PERS,N_GE1,WORLD,UNK,UK	: 	: 	: 	: 	135898066 	136157487 
NR,PERS,N_GE4,DOM,ACT_INAC,AT	3083908 	3181186 	2846079 	2863980 	3367242 	3238081 
NR,PERS,N_GE4,DOM,ACT_INAC,BE	775304 b	1121826 	897547 	766495 	903854 	995566 
NR,PERS,N_GE4,DOM,ACT_INAC,BG	1834030 	1278598 	1006342 	1156140 	1381584 	1064823 
NR,PERS,N_GE4,DOM,ACT_INAC,CH	: 	2149262 	2010130 	2319427 	2369686 	2319940 
NR,PERS,N_GE4,DOM,ACT_INAC,CY	216533 	245017 	198583 	309224 	384003 	261551 
NR,PERS,N_GE4,DOM,ACT_INAC,CZ	8094409 	8353540 	7083940 	7668598 	7088929 	7358050 
NR,PERS,N_GE4,DOM,ACT_INAC,DE	42645426 	45674140 	45968688 	43631518 	43467984 	45168818 
NR,PERS,N_GE4,DOM,ACT_INAC,DK	: 	3054951 	3325607 	3393261 	3019456 b	3094490 
NR,PERS,N_GE4,DOM,ACT_INAC,EA	: 	: 	: 	: 	202447162 e	205498895 e
NR,PERS,N_GE4,DOM,ACT_INAC,EE	271311 	227640 	234914 	208038 	169906 	249974 
NR,PERS,N_GE4,DOM,ACT_INAC,EL	: 	3253327 	3368900 	3743932 	3257822 	3598400 
NR,PERS,N_GE4,DOM,ACT_INAC,ES	33510697 	32611128 	30352536 b	30078603 	31260305 	31545121 
NR,PERS,N_GE4,DOM,ACT_INAC,EU27	: 	: 	268972976 e	: 	269095796 e	270925813 e
NR,PERS,N_GE4,DOM,ACT_INAC,EU28	: 	: 	270623168 e	: 	271275889 e	273004804 e
NR,PERS,N_GE4,DOM,ACT_INAC,FI	5187407 	5290481 	5220532 	5139179 	5307615 	5287791 
NR,PERS,N_GE4,DOM,ACT_INAC,FR	72691602 	71501223 	73210774 	81539693 	81626757 	80426993 
NR,PERS,N_GE4,DOM,ACT_INAC,HR	1319639 	1227558 	1728847 	1760512 	2181548 	2083001 
NR,PERS,N_GE4,DOM,ACT_INAC,HU	2904544 	2991367 	3122448 	3252244 	3325387 	3586431 
NR,PERS,N_GE4,DOM,ACT_INAC,IE	1163036 	1173003 	1110121 	1048117 	1119656 	1048938 
NR,PERS,N_GE4,DOM,ACT_INAC,IT	19835759 	19061696 	16497475 	17587158 b	18860608 	20216232 
NR,PERS,N_GE4,DOM,ACT_INAC,LT	402804 	408127 	427391 	457199 	498683 	403672 
NR,PERS,N_GE4,DOM,ACT_INAC,LU	: 	: u	: u	: u	: u	: u
NR,PERS,N_GE4,DOM,ACT_INAC,LV	: 	290329 	308269 	453263 	305039 	366324 
NR,PERS,N_GE4,DOM,ACT_INAC,MT	41975 	31300 	31217 	30062 b	20752 u	34743 u
NR,PERS,N_GE4,DOM,ACT_INAC,NL	6802179 	7281709 	7033655 	6906134 	7256086 	7871127 
NR,PERS,N_GE4,DOM,ACT_INAC,NO	3556685 	3277948 	3194315 	3490660 	3033249 	: 
NR,PERS,N_GE4,DOM,ACT_INAC,PL	17551165 	16702779 	15299138 	14673119 b	16215854 	15032150 
NR,PERS,N_GE4,DOM,ACT_INAC,PT	3759005 	3298863 	3513351 	3134081 	3788130 	3188491 
NR,PERS,N_GE4,DOM,ACT_INAC,RO	5196424 	5264548 	5030781 	5572429 	5938718 	6020465 
NR,PERS,N_GE4,DOM,ACT_INAC,SE	: 	6750288 	7013787 	6112238 	: 	: 
NR,PERS,N_GE4,DOM,ACT_INAC,SI	303922 	364311 	324202 	323065 	354981 	370944 
NR,PERS,N_GE4,DOM,ACT_INAC,SK	1740178 	1631163 	1419782 	1278502 	1172396 b	1691375 
NR,PERS,N_GE4,DOM,ACT_INAC,UK	: 	: 	: 	: 	24543559 	25437073 
NR,PERS,N_GE4,DOM,EDUC,AT	271874 	373874 	253390 	313607 	432044 	340522 
NR,PERS,N_GE4,DOM,EDUC,EA	: 	: 	: 	: 	9441288 e	9484419 e
NR,PERS,N_GE4,DOM,EDUC,EE	: c	: u	28502 u	36541 u	28090 u	: u
NR,PERS,N_GE4,DOM,EDUC,ES	3829226 	3900257 	3356622 b	7056480 	7115621 	7108848 
NR,PERS,N_GE4,DOM,EDUC,EU27	: 	: 	6940931 e	: 	10604235 e	13641803 e
NR,PERS,N_GE4,DOM,EDUC,EU28	: 	: 	7219034 e	: 	10602775 e	13639651 e
NR,PERS,N_GE4,DOM,EDUC,FI	811049 	712853 	683168 	776863 	709023 	990819 
NR,PERS,N_GE4,DOM,EDUC,HR	227934 	: 	250503 	340163 	: 	: 
NR,PERS,N_GE4,DOM,EDUC,HU	291622 	327183 	245432 	: 	: 	: 
NR,PERS,N_GE4,DOM,EDUC,LU	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,EDUC,LV	: 	: c	: u	: u	48587 u	46084 u
NR,PERS,N_GE4,DOM,EDUC,MT	: 	4662 u	4969 u	: 	: 	: 
NR,PERS,N_GE4,DOM,EDUC,NL	621637 	572399 	475197 	511443 	750958 	649833 
NR,PERS,N_GE4,DOM,EDUC,PL	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,EDUC,PT	37531 	315196 	324401 	: 	353994 	335427 
NR,PERS,N_GE4,DOM,EDUC,RO	678047 	641178 	633980 	768760 	943852 	1056314 
NR,PERS,N_GE4,DOM,EDUC,SI	: 	32476 u	28944 u	21413 u	50400 u	30505 u
NR,PERS,N_GE4,DOM,EMP,AT	1793394 	1823738 	1611404 	1551659 	1695463 	1760306 
NR,PERS,N_GE4,DOM,EMP,EA	: 	: 	: 	: 	22877221 e	23431304 e
NR,PERS,N_GE4,DOM,EMP,EE	149856 	130663 	144049 	100891 	99126 	122970 
NR,PERS,N_GE4,DOM,EMP,ES	16407027 	15671703 	14670642 b	12711060 	13105208 	13727717 
NR,PERS,N_GE4,DOM,EMP,EU27	: 	: 	33668308 e	: 	27349798 e	33650645 e
NR,PERS,N_GE4,DOM,EMP,EU28	: 	: 	34588632 e	: 	27346033 e	33645337 e
NR,PERS,N_GE4,DOM,EMP,FI	2387641 	2575394 	2592679 	2556161 	2773520 	2483713 
NR,PERS,N_GE4,DOM,EMP,HR	704705 	: 	840377 	715728 	: 	: 
NR,PERS,N_GE4,DOM,EMP,HU	1504249 	1563522 	1606949 	: 	: 	: 
NR,PERS,N_GE4,DOM,EMP,LU	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,EMP,LV	: 	131065 	156730 	284717 	114544 	174121 
NR,PERS,N_GE4,DOM,EMP,MT	: 	17228 	18154 	: 	: 	: 
NR,PERS,N_GE4,DOM,EMP,NL	3443958 	3590269 	3299733 	3140138 	3335129 	3635303 
NR,PERS,N_GE4,DOM,EMP,PL	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,EMP,PT	228995 	1712238 	1782322 	: 	1704074 	1521443 
NR,PERS,N_GE4,DOM,EMP,RO	3686787 	3724365 	3392363 	3819551 	3918088 	3852161 
NR,PERS,N_GE4,DOM,EMP,SI	: 	167496 	124495 	150328 	161894 	175608 
NR,PERS,N_GE4,DOM,INAC_OTH,AT	992086 	928241 	966222 	974121 	1181633 	1098204 
NR,PERS,N_GE4,DOM,INAC_OTH,EA	: 	: 	: 	: 	15100355 e	15162776 e
NR,PERS,N_GE4,DOM,INAC_OTH,EE	72544 u	60643 u	51834 	64206 	37494 	69696 u
NR,PERS,N_GE4,DOM,INAC_OTH,ES	10320215 	9879023 	9030026 b	8207155 	8592632 	8212199 
NR,PERS,N_GE4,DOM,INAC_OTH,EU27	: 	: 	20534282 e	: 	16461503 e	20381896 e
NR,PERS,N_GE4,DOM,INAC_OTH,EU28	: 	: 	20986885 e	: 	16459237 e	20378680 e
NR,PERS,N_GE4,DOM,INAC_OTH,FI	1664145 	1679902 	1627189 	1536071 	1540496 	1596126 
NR,PERS,N_GE4,DOM,INAC_OTH,HR	272019 	: 	417518 	405385 	: 	: 
NR,PERS,N_GE4,DOM,INAC_OTH,HU	1080432 	1064579 	1215528 	: 	: 	: 
NR,PERS,N_GE4,DOM,INAC_OTH,LU	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,INAC_OTH,LV	: 	113224 	79959 	123495 	117479 	115200 
NR,PERS,N_GE4,DOM,INAC_OTH,MT	: 	9231 u	: c	: 	: 	: 
NR,PERS,N_GE4,DOM,INAC_OTH,NL	2500498 	2483315 	2643831 	2633519 	2559040 	2895101 
NR,PERS,N_GE4,DOM,INAC_OTH,PL	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,INAC_OTH,PT	286615 	1090450 	1196324 	: 	1061991 	1145841 
NR,PERS,N_GE4,DOM,INAC_OTH,RO	796074 	867885 	962840 	930270 	979034 	1008233 
NR,PERS,N_GE4,DOM,INAC_OTH,SI	: 	154778 	149602 	123648 	125217 	141764 
NR,PERS,N_GE4,DOM,UNE,AT	: c	55333 u	: u	: u	: u	: u
NR,PERS,N_GE4,DOM,UNE,EA	: 	: 	: 	: 	3707059 e	3579013 e
NR,PERS,N_GE4,DOM,UNE,EE	: c	: u	: u	: u	: u	: u
NR,PERS,N_GE4,DOM,UNE,ES	2954229 	3160146 	3295246 b	2103908 	2446843 	2496357 
NR,PERS,N_GE4,DOM,UNE,EU27	: 	: 	5298756 e	: 	3891779 e	4796641 e
NR,PERS,N_GE4,DOM,UNE,EU28	: 	: 	5544478 e	: 	3891243 e	4795884 e
NR,PERS,N_GE4,DOM,UNE,FI	324572 	322331 	317495 	270084 	284575 	217134 
NR,PERS,N_GE4,DOM,UNE,HR	114981 	: 	220449 	299236 	: 	: 
NR,PERS,N_GE4,DOM,UNE,HU	28241 	36083 	54539 	: 	: 	: 
NR,PERS,N_GE4,DOM,UNE,LU	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,UNE,LV	: 	: c	45191 u	: u	: u	30920 u
NR,PERS,N_GE4,DOM,UNE,MT	: 	: c	: c	: 	: 	: 
NR,PERS,N_GE4,DOM,UNE,NL	236087 	635726 	614894 	621035 	610960 	585474 
NR,PERS,N_GE4,DOM,UNE,PL	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,UNE,PT	37591 u	180980 	210304 	: 	283456 	185780 
NR,PERS,N_GE4,DOM,UNE,RO	35516 u	31120 u	41598 u	53848 u	97744 	103756 
NR,PERS,N_GE4,DOM,UNE,SI	: 	: u	: u	: u	: u	23067 u
NR,PERS,N_GE4,DOM,UNK,BE	775304 b	1121826 	897547 	766495 	903854 	995566 
NR,PERS,N_GE4,DOM,UNK,BG	1834030 	1278598 	1006342 	1156140 	1381584 	1064823 
NR,PERS,N_GE4,DOM,UNK,CH	: 	2149262 	2010130 	2319427 	2369686 	2319940 
NR,PERS,N_GE4,DOM,UNK,CY	216533 	245017 	198583 	309224 	384003 	261551 
NR,PERS,N_GE4,DOM,UNK,CZ	8094409 	8353540 	7083940 	7668598 	7088929 	7358050 
NR,PERS,N_GE4,DOM,UNK,DE	42645426 	45674140 	45968688 	43631518 	43467984 	45168818 
NR,PERS,N_GE4,DOM,UNK,DK	: 	3054951 	3325607 	3393261 	3019456 b	3094490 
NR,PERS,N_GE4,DOM,UNK,EA	: 	: 	: 	: 	151321240 e	153841383 e
NR,PERS,N_GE4,DOM,UNK,EL	: 	3253327 	3368900 	3743932 	3257822 	3598400 
NR,PERS,N_GE4,DOM,UNK,EU27	: 	: 	202530698 e	: 	210788480 e	198454827 e
NR,PERS,N_GE4,DOM,UNK,EU28	: 	: 	202284139 e	: 	212976600 e	200545251 e
NR,PERS,N_GE4,DOM,UNK,FR	72691602 	71501223 	73210774 	81539693 	81626757 	80426993 
NR,PERS,N_GE4,DOM,UNK,HR	: 	1227558 	: 	: 	2181548 	2083001 
NR,PERS,N_GE4,DOM,UNK,HU	: 	: 	: 	3252244 	3325387 	3586431 
NR,PERS,N_GE4,DOM,UNK,IE	1163036 	1173003 	1110121 	1048117 	1119656 	1048938 
NR,PERS,N_GE4,DOM,UNK,IT	19835759 	19061696 	16497475 	17587158 b	18860608 	20216232 
NR,PERS,N_GE4,DOM,UNK,LT	402804 	408127 	427391 	457199 	498683 	403672 
NR,PERS,N_GE4,DOM,UNK,LU	: 	: u	: u	: u	: u	: 
NR,PERS,N_GE4,DOM,UNK,MT	41975 	: 	: 	30062 b	20752 u	34743 u
NR,PERS,N_GE4,DOM,UNK,NL	: 	: 	: 	: 	: 	105416 u
NR,PERS,N_GE4,DOM,UNK,NO	3556685 	3277948 	3194315 	3490660 	3033249 	: 
NR,PERS,N_GE4,DOM,UNK,PL	17551165 	16702779 	15299138 	14673119 b	16215854 	15032150 
NR,PERS,N_GE4,DOM,UNK,PT	3168274 	: 	: 	3134081 	384615 	: 
NR,PERS,N_GE4,DOM,UNK,SE	: 	6750288 	7013787 	6112238 	: 	: 
NR,PERS,N_GE4,DOM,UNK,SI	303922 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,UNK,SK	1740178 	1631163 	1419782 	1278502 	1172396 b	1691375 
NR,PERS,N_GE4,DOM,UNK,UK	: 	: 	: 	: 	24543559 	25437073 
NR,PERS,N_GE4,OUT,ACT_INAC,AT	6531145 	6401656 	5876843 	5917537 	5834435 	6168182 
NR,PERS,N_GE4,OUT,ACT_INAC,BE	7502786 b	8052872 	6706449 	6979832 	7012162 	5516819 
NR,PERS,N_GE4,OUT,ACT_INAC,BG	518670 	395159 	352530 	376661 	321345 	282408 
NR,PERS,N_GE4,OUT,ACT_INAC,CH	: 	9029966 	8390483 	7881241 	7635402 	7441234 
NR,PERS,N_GE4,OUT,ACT_INAC,CY	896055 	837274 	758982 	849916 	737537 	789571 
NR,PERS,N_GE4,OUT,ACT_INAC,CZ	4928299 	4276103 	4206423 	4064463 	4193023 	4368854 
NR,PERS,N_GE4,OUT,ACT_INAC,DE	65662250 	63622591 	59226045 	59527746 	61507424 	55812452 
NR,PERS,N_GE4,OUT,ACT_INAC,DK	: 	4356957 	4578488 	4707775 	4690966 b	4478653 
NR,PERS,N_GE4,OUT,ACT_INAC,EA	: 	: 	: 	: 	131436025 e	126645135 e
NR,PERS,N_GE4,OUT,ACT_INAC,EE	540845 	522891 	542907 	544641 	498145 	450621 
NR,PERS,N_GE4,OUT,ACT_INAC,EL	: 	505908 	503889 	533856 	479761 	430545 
NR,PERS,N_GE4,OUT,ACT_INAC,ES	8663224 	8256689 	7660551 b	5784355 	5673113 	6270012 
NR,PERS,N_GE4,OUT,ACT_INAC,EU27	: 	: 	178758331 e	: 	193992614 e	185895812 e
NR,PERS,N_GE4,OUT,ACT_INAC,EU28	: 	: 	179851515 e	: 	195325367 e	187006381 e
NR,PERS,N_GE4,OUT,ACT_INAC,FI	3854247 	3731489 	3718771 	3670859 	3442265 	3589222 
NR,PERS,N_GE4,OUT,ACT_INAC,FR	18153591 	16248988 	16118966 	18807756 	17321684 	16808518 
NR,PERS,N_GE4,OUT,ACT_INAC,HR	746523 	570983 	1145902 	999220 	1337637 	1119087 
NR,PERS,N_GE4,OUT,ACT_INAC,HU	2965756 	2697093 	2619408 	2274296 	2016523 	2149586 
NR,PERS,N_GE4,OUT,ACT_INAC,IE	4203772 	4005273 	3624461 	3741653 	3748753 	3819719 
NR,PERS,N_GE4,OUT,ACT_INAC,IT	6898485 	6342519 	5985268 	7159457 b	7566684 	8652902 
NR,PERS,N_GE4,OUT,ACT_INAC,LT	1134947 	1072204 	1029216 	993544 	977332 	950104 
NR,PERS,N_GE4,OUT,ACT_INAC,LU	: 	939696 	898692 	912087 	860142 	834852 
NR,PERS,N_GE4,OUT,ACT_INAC,LV	: 	557618 	620997 	772473 	575496 	614081 
NR,PERS,N_GE4,OUT,ACT_INAC,MT	333343 	300371 	252911 	232774 b	213653 	190386 
NR,PERS,N_GE4,OUT,ACT_INAC,NL	14623002 	13217950 	12655341 	12859098 	12865450 	13225989 
NR,PERS,N_GE4,OUT,ACT_INAC,NO	4968469 	4672443 	4970994 	5183556 	4281625 	: 
NR,PERS,N_GE4,OUT,ACT_INAC,PL	8945969 	8566599 	8329364 	7877549 b	6710860 	5106662 
NR,PERS,N_GE4,OUT,ACT_INAC,PT	1100822 	817738 	861590 	776030 	795349 	676878 
NR,PERS,N_GE4,OUT,ACT_INAC,RO	927029 	906417 	894124 	951013 	837795 	685444 
NR,PERS,N_GE4,OUT,ACT_INAC,SE	: 	5366895 	4986182 	5344200 	: 	: 
NR,PERS,N_GE4,OUT,ACT_INAC,SI	1290443 	1368683 	1319510 	1141927 	1184831 	1192932 
NR,PERS,N_GE4,OUT,ACT_INAC,SK	2097931 	1745471 	1749472 	1219320 	1573789 b	1955466 
NR,PERS,N_GE4,OUT,ACT_INAC,UK	: 	: 	: 	: 	39108921 	37559384 
NR,PERS,N_GE4,OUT,EDUC,AT	779350 	878840 	773366 	723681 	736877 	728993 
NR,PERS,N_GE4,OUT,EDUC,EA	: 	: 	: 	: 	3810157 e	3893985 e
NR,PERS,N_GE4,OUT,EDUC,EE	49081 u	45580 u	46376 u	53006 	56512 	63420 u
NR,PERS,N_GE4,OUT,EDUC,ES	1340196 	996640 	955054 b	698721 	702953 	765253 
NR,PERS,N_GE4,OUT,EDUC,EU27	: 	: 	4704208 e	: 	3989199 e	5141483 e
NR,PERS,N_GE4,OUT,EDUC,EU28	: 	: 	4982608 e	: 	3988650 e	5140672 e
NR,PERS,N_GE4,OUT,EDUC,FI	388557 	466684 	447935 	554961 	429222 	535674 
NR,PERS,N_GE4,OUT,EDUC,HR	132626 u	: 	248384 u	305640 	: 	: 
NR,PERS,N_GE4,OUT,EDUC,LU	: 	: 	: 	: 	: 	95906 
NR,PERS,N_GE4,OUT,EDUC,LV	: 	67837 u	70304 u	128457 u	52789 u	68456 u
NR,PERS,N_GE4,OUT,EDUC,MT	: 	39457 	29838 	: 	: 	: 
NR,PERS,N_GE4,OUT,EDUC,NL	2099460 	1522993 	1386831 	1387949 	1612044 	1386943 
NR,PERS,N_GE4,OUT,EDUC,PL	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE4,OUT,EDUC,PT	34156 u	97285 	99716 	: 	73587 	74340 
NR,PERS,N_GE4,OUT,EDUC,RO	75678 u	88260 	58374 u	64610 u	62142 u	74060 u
NR,PERS,N_GE4,OUT,EDUC,SI	: 	201479 	233313 	197760 	198494 	242978 
NR,PERS,N_GE4,OUT,EMP,AT	3979165 	3720785 	3374854 	3399422 	3208097 	3448408 
NR,PERS,N_GE4,OUT,EMP,EA	: 	: 	: 	: 	17513850 e	18804161 e
NR,PERS,N_GE4,OUT,EMP,EE	403980 	393810 	405949 	369710 	344983 	288698 
NR,PERS,N_GE4,OUT,EMP,ES	5166779 	5093803 	4681316 b	3457042 	3355865 	3743474 
NR,PERS,N_GE4,OUT,EMP,EU27	: 	: 	23544635 e	: 	18805980 e	22424160 e
NR,PERS,N_GE4,OUT,EMP,EU28	: 	: 	24017980 e	: 	18803391 e	22420623 e
NR,PERS,N_GE4,OUT,EMP,FI	2392340 	2228845 	2360630 	2242390 	2035259 	2065291 
NR,PERS,N_GE4,OUT,EMP,HR	328097 	: 	438855 	358919 	: 	: 
NR,PERS,N_GE4,OUT,EMP,LU	: 	: 	: 	: 	: 	510398 
NR,PERS,N_GE4,OUT,EMP,LV	: 	357280 	423550 	444986 	372120 	362886 
NR,PERS,N_GE4,OUT,EMP,MT	: 	209000 	157620 	: 	: 	: 
NR,PERS,N_GE4,OUT,EMP,NL	8564658 	7915580 	7225162 	7523161 	7481922 	7710922 
NR,PERS,N_GE4,OUT,EMP,PL	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE4,OUT,EMP,PT	179215 	473323 	499890 	: 	370064 	389734 
NR,PERS,N_GE4,OUT,EMP,RO	693850 	654964 	670322 	696546 	617718 	506457 
NR,PERS,N_GE4,OUT,EMP,SI	: 	771637 	757730 	682892 	715510 	644923 
NR,PERS,N_GE4,OUT,INAC_OTH,AT	1714543 	1701420 	1653071 	1709124 	1847987 	1911177 
NR,PERS,N_GE4,OUT,INAC_OTH,EA	: 	: 	: 	: 	7341432 e	7947107 e
