unit,purpose,duration,partner,quantile,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
NR,PERS,N_GE1,DOM,Q1,EU28	: 	: 	: 	: 	11941225 e	352260 e
NR,PERS,N_GE1,DOM,Q1,NL	2684478 	4665027 	5011916 	4623757 	4694443 	: 
NR,PERS,N_GE1,DOM,Q1,RO	4168207 	5051361 	5554849 	6206705 	6714870 	: 
NR,PERS,N_GE1,DOM,Q2,EA	: 	: 	: 	: 	6555204 e	222719 e
NR,PERS,N_GE1,DOM,Q2,EE	501165 	540936 	420451 	555001 	252416 	222692 
NR,PERS,N_GE1,DOM,Q2,EU27	: 	: 	: 	: 	13370693 e	226868 e
NR,PERS,N_GE1,DOM,Q2,EU28	: 	: 	: 	: 	13368853 e	226832 e
NR,PERS,N_GE1,DOM,Q2,NL	4955978 	5205902 	4686306 	5628429 	6301983 	: 
NR,PERS,N_GE1,DOM,Q2,RO	7152130 	7199913 	7037700 	7220978 	6599842 	: 
NR,PERS,N_GE1,DOM,Q3,EA	: 	: 	: 	: 	8652632 e	267863 e
NR,PERS,N_GE1,DOM,Q3,EE	753694 	805871 	657583 	528374 	337439 	267830 
NR,PERS,N_GE1,DOM,Q3,EU27	: 	: 	: 	: 	11321881 e	272852 e
NR,PERS,N_GE1,DOM,Q3,EU28	: 	: 	: 	: 	11320322 e	272809 e
NR,PERS,N_GE1,DOM,Q3,NL	6997097 	8174735 	8366226 	8246493 	8314132 	: 
NR,PERS,N_GE1,DOM,Q3,RO	4314539 	3095824 	2224780 	2197172 	2487026 	: 
NR,PERS,N_GE1,DOM,Q4,EA	: 	: 	: 	: 	6112423 e	767685 e
NR,PERS,N_GE1,DOM,Q4,EE	1249262 	1109918 	977155 	817518 	626306 	767590 
NR,PERS,N_GE1,DOM,Q4,EU27	: 	: 	: 	: 	6640671 e	781985 e
NR,PERS,N_GE1,DOM,Q4,EU28	: 	: 	: 	: 	6639756 e	781862 e
NR,PERS,N_GE1,DOM,Q4,NL	8244675 	5430843 	5126213 	5431968 	5485367 	: 
NR,PERS,N_GE1,DOM,Q4,RO	573218 	368765 	241394 	208048 	421495 	: 
NR,PERS,N_GE1,DOM,TOTAL,AT	9848564 	10063508 	9197692 	9573164 	9682051 	9015192 
NR,PERS,N_GE1,DOM,TOTAL,BE	2950834 b	2820302 	3133218 	2202277 	2574641 	2485447 
NR,PERS,N_GE1,DOM,TOTAL,BG	4570877 	2874771 	2430637 	3012004 	3259295 	3006110 
NR,PERS,N_GE1,DOM,TOTAL,CH	: 	5986118 	6068426 	6312438 	6820128 	6225061 
NR,PERS,N_GE1,DOM,TOTAL,CY	1383643 	1359130 	1281176 	1272010 	1263806 	1336115 
NR,PERS,N_GE1,DOM,TOTAL,CZ	28156048 	26055631 	23287272 	26196815 	24304012 	25986952 
NR,PERS,N_GE1,DOM,TOTAL,DE	121708947 	132778475 	135503132 	123741073 	130818258 	130076882 
NR,PERS,N_GE1,DOM,TOTAL,DK	: 	20455167 	22821994 	22904453 	22215862 b	20437399 
NR,PERS,N_GE1,DOM,TOTAL,EA	: 	: 	: 	: 	557644489 e	568647559 e
NR,PERS,N_GE1,DOM,TOTAL,EE	2870377 	2826552 	2382651 	2256060 	1556379 	1603942 
NR,PERS,N_GE1,DOM,TOTAL,EL	: 	4590494 	4841429 	5340341 	4615278 	6257327 
NR,PERS,N_GE1,DOM,TOTAL,ES	131951376 	125026932 	118297495 b	110258727 	113318596 	115084699 
NR,PERS,N_GE1,DOM,TOTAL,EU27	: 	: 	: 	: 	781583202 e	790438855 e
NR,PERS,N_GE1,DOM,TOTAL,EU28	: 	: 	: 	: 	786913599 e	795520284 e
NR,PERS,N_GE1,DOM,TOTAL,FI	26383669 	25928616 	25721202 	25208829 	26527497 	26771129 
NR,PERS,N_GE1,DOM,TOTAL,FR	171703705 	158642404 	161944418 	181739243 	181318156 	181517827 
NR,PERS,N_GE1,DOM,TOTAL,HR	2552192 	2546275 	3587698 	4623508 	5350704 	5111093 
NR,PERS,N_GE1,DOM,TOTAL,HU	11872352 	11778710 	12300783 	12258070 	11608394 	13990742 
NR,PERS,N_GE1,DOM,TOTAL,IE	7150319 	6828674 	6522160 	5631843 	5534741 	5500359 
NR,PERS,N_GE1,DOM,TOTAL,IT	40828133 	42018881 	35319955 	37222958 b	36476703 	43131050 
NR,PERS,N_GE1,DOM,TOTAL,LT	2204722 	2217373 	2321616 	2316241 	2271439 	2204661 
NR,PERS,N_GE1,DOM,TOTAL,LU	: 	17905 u	20128 	25440 	52594 	43172 
NR,PERS,N_GE1,DOM,TOTAL,LV	: 	3018022 	2885025 	3172774 	3014573 	3635701 
NR,PERS,N_GE1,DOM,TOTAL,MT	253037 	234919 	200523 	195981 b	184940 	200378 
NR,PERS,N_GE1,DOM,TOTAL,NL	22882228 	23476507 	23190661 	23930647 	24795926 	27526206 
NR,PERS,N_GE1,DOM,TOTAL,NO	11390699 	10819903 	10692386 	11665409 	9600572 	: 
NR,PERS,N_GE1,DOM,TOTAL,PL	44283457 	42136806 	38594696 	37125204 b	38986942 	38586107 
NR,PERS,N_GE1,DOM,TOTAL,PT	14507722 	13163262 	12971180 	12163810 	12663903 	11845548 
NR,PERS,N_GE1,DOM,TOTAL,RO	16208095 	15715863 	15058724 	15832902 	16223234 	15639388 
NR,PERS,N_GE1,DOM,TOTAL,SE	: 	26794765 	27142419 	23881700 	: 	: 
NR,PERS,N_GE1,DOM,TOTAL,SI	1720582 	1619148 	1452035 	1795116 	1922972 	1974899 
NR,PERS,N_GE1,DOM,TOTAL,SK	6180313 	5824208 	4736851 	4090223 	3838923 b	3582368 
NR,PERS,N_GE1,DOM,TOTAL,UK	: 	: 	: 	: 	89470707 	91533096 
NR,PERS,N_GE1,DOM,UNK,AT	9848564 	10063508 	9197692 	9573164 	9682051 	9015192 
NR,PERS,N_GE1,DOM,UNK,BE	2950834 b	2820302 	3133218 	2202277 	2574641 	2485447 
NR,PERS,N_GE1,DOM,UNK,BG	4570877 	2874771 	2430637 	3012004 	3259295 	3006110 
NR,PERS,N_GE1,DOM,UNK,CH	: 	5986118 	6068426 	6312438 	6820128 	6225061 
NR,PERS,N_GE1,DOM,UNK,CY	1383643 	1359130 	1281176 	1272010 	1263806 	1336115 
NR,PERS,N_GE1,DOM,UNK,CZ	28156048 	26055631 	23287272 	26196815 	24304012 	25986952 
NR,PERS,N_GE1,DOM,UNK,DE	121708947 	132778475 	135503132 	123741073 	130818258 	130076882 
NR,PERS,N_GE1,DOM,UNK,DK	: 	20455167 	22821994 	22904453 	22215862 b	20437399 
NR,PERS,N_GE1,DOM,UNK,EA	: 	: 	: 	: 	531288950 e	567043420 e
NR,PERS,N_GE1,DOM,UNK,EL	: 	4590494 	4841429 	5340341 	4615278 	6257327 
NR,PERS,N_GE1,DOM,UNK,ES	131951376 	125026932 	118297495 b	110258727 	113318596 	115084699 
NR,PERS,N_GE1,DOM,UNK,EU27	: 	: 	: 	: 	738307088 e	788804834 e
NR,PERS,N_GE1,DOM,UNK,EU28	: 	: 	: 	: 	743643443 e	793886521 e
NR,PERS,N_GE1,DOM,UNK,FI	26383669 	25928616 	25721202 	25208829 	26527497 	26771129 
NR,PERS,N_GE1,DOM,UNK,FR	171703705 	158642404 	161944418 	181739243 	181318156 	181517827 
NR,PERS,N_GE1,DOM,UNK,HR	2552192 	2546275 	3587698 	4623508 	5350704 	5111093 
NR,PERS,N_GE1,DOM,UNK,HU	11872352 	11778710 	12300783 	12258070 	11608394 	13990742 
NR,PERS,N_GE1,DOM,UNK,IE	7150319 	6828674 	6522160 	5631843 	5534741 	5500359 
NR,PERS,N_GE1,DOM,UNK,IT	40828133 	42018881 	35319955 	37222958 b	36476703 	43131050 
NR,PERS,N_GE1,DOM,UNK,LT	2204722 	2217373 	2321616 	2316241 	2271439 	2204661 
NR,PERS,N_GE1,DOM,UNK,LU	: 	17905 u	20128 	25440 	52594 	43172 
NR,PERS,N_GE1,DOM,UNK,LV	: 	3018022 	2885025 	3172774 	3014573 	3635701 
NR,PERS,N_GE1,DOM,UNK,MT	253037 	234919 	200523 	195981 b	184940 	200378 
NR,PERS,N_GE1,DOM,UNK,NL	: 	: 	: 	: 	: 	27526206 
NR,PERS,N_GE1,DOM,UNK,NO	11390699 	10819903 	10692386 	11665409 	9600572 	: 
NR,PERS,N_GE1,DOM,UNK,PL	44283457 	42136806 	38594696 	37125204 b	38986942 	38586107 
NR,PERS,N_GE1,DOM,UNK,PT	14507722 	13163262 	12971180 	12163810 	12663903 	11845548 
NR,PERS,N_GE1,DOM,UNK,RO	: 	: 	: 	: 	: 	15639388 
NR,PERS,N_GE1,DOM,UNK,SE	: 	26794765 	27142419 	23881700 	: 	: 
NR,PERS,N_GE1,DOM,UNK,SI	1720582 	1619148 	1452035 	1795116 	1922972 	1974899 
NR,PERS,N_GE1,DOM,UNK,SK	6180313 	5824208 	4736851 	4090223 	3838923 b	3582368 
NR,PERS,N_GE1,DOM,UNK,UK	: 	: 	: 	: 	89470707 	91533096 
NR,PERS,N_GE1,OUT,Q1,EA	: 	: 	: 	: 	2124505 e	121387 e
NR,PERS,N_GE1,OUT,Q1,EE	98264 	103216 	102132 	150501 	172888 	121372 
NR,PERS,N_GE1,OUT,Q1,EU27	: 	: 	: 	: 	2378503 e	123648 e
NR,PERS,N_GE1,OUT,Q1,EU28	: 	: 	: 	: 	2378175 e	123629 e
NR,PERS,N_GE1,OUT,Q1,NL	1497747 	2409929 	2660471 	1984696 	1951356 	: 
NR,PERS,N_GE1,OUT,Q1,RO	181274 	236300 	223588 	214712 	215754 	: 
NR,PERS,N_GE1,OUT,Q2,EA	: 	: 	: 	: 	3515775 e	82956 e
NR,PERS,N_GE1,OUT,Q2,EE	173023 	172458 	177476 	214027 	147464 	82945 u
NR,PERS,N_GE1,OUT,Q2,EU27	: 	: 	: 	: 	3981918 e	84501 u
NR,PERS,N_GE1,OUT,Q2,EU28	: 	: 	: 	: 	3981369 e	84488 u
NR,PERS,N_GE1,OUT,Q2,NL	2832046 	2980384 	2695914 	3424056 	3367880 	: 
NR,PERS,N_GE1,OUT,Q2,RO	320474 	383214 	400664 	443024 	402112 	: 
NR,PERS,N_GE1,OUT,Q3,EA	: 	: 	: 	: 	5776230 e	263322 e
NR,PERS,N_GE1,OUT,Q3,EE	260983 	250096 	260952 	279537 	199881 	263289 
NR,PERS,N_GE1,OUT,Q3,EU27	: 	: 	: 	: 	6116192 e	268227 e
NR,PERS,N_GE1,OUT,Q3,EU28	: 	: 	: 	: 	6115350 e	268185 e
NR,PERS,N_GE1,OUT,Q3,NL	5343932 	5942306 	5863342 	5737925 	5575640 	: 
NR,PERS,N_GE1,OUT,Q3,RO	442368 	329223 	318695 	292518 	241659 	: 
NR,PERS,N_GE1,OUT,Q4,EA	: 	: 	: 	: 	5792847 e	442385 e
NR,PERS,N_GE1,OUT,Q4,EE	428280 	390759 	370442 	385841 	373234 	442330 
NR,PERS,N_GE1,OUT,Q4,EU27	: 	: 	: 	: 	5983860 e	450625 e
NR,PERS,N_GE1,OUT,Q4,EU28	: 	: 	: 	: 	5983036 e	450554 e
NR,PERS,N_GE1,OUT,Q4,NL	8873045 	5442293 	4899358 	5123138 	5418902 	: 
NR,PERS,N_GE1,OUT,Q4,RO	118524 	103834 	69262 	72096 	94854 	: 
NR,PERS,N_GE1,OUT,TOTAL,AT	9752381 	9619462 	8709870 	8767633 	8557840 	8986436 
NR,PERS,N_GE1,OUT,TOTAL,BE	11000455 b	11796855 	9739448 	9864730 	9636505 	7673540 
NR,PERS,N_GE1,OUT,TOTAL,BG	697120 	545006 	483477 	566592 	483363 	417654 
NR,PERS,N_GE1,OUT,TOTAL,CH	: 	12968916 	12751742 	11526105 	11621877 	10665738 
NR,PERS,N_GE1,OUT,TOTAL,CY	1131315 	1020710 	915955 	998220 	909179 	947499 
NR,PERS,N_GE1,OUT,TOTAL,CZ	6257053 	5551842 	5444234 	5245220 	5304202 	5419360 
NR,PERS,N_GE1,OUT,TOTAL,DE	80587197 	80716945 	74580160 	73447789 	76408381 	69689109 
NR,PERS,N_GE1,OUT,TOTAL,DK	: 	6864949 	7296479 	7307355 	7065345 b	6005897 
NR,PERS,N_GE1,OUT,TOTAL,EA	: 	: 	: 	: 	172883086 e	167933445 e
NR,PERS,N_GE1,OUT,TOTAL,EE	960550 	916529 	911002 	1029906 	893467 	909937 
NR,PERS,N_GE1,OUT,TOTAL,EL	: 	601828 	611108 	631374 	547366 	520872 
NR,PERS,N_GE1,OUT,TOTAL,ES	12780069 	11691070 	11083565 b	8690930 	8228858 	9183640 
NR,PERS,N_GE1,OUT,TOTAL,EU27	: 	: 	: 	: 	251651734 e	242032949 e
NR,PERS,N_GE1,OUT,TOTAL,EU28	: 	: 	: 	: 	254014246 e	244208558 e
NR,PERS,N_GE1,OUT,TOTAL,FI	7614025 	7277431 	7260303 	7062051 	7023765 	7126566 
NR,PERS,N_GE1,OUT,TOTAL,FR	24469849 	20971275 	21166224 	24164544 	22284136 	21666911 
NR,PERS,N_GE1,OUT,TOTAL,HR	1505557 	1211400 	2065800 	2026314 	2358676 	2173381 
NR,PERS,N_GE1,OUT,TOTAL,HU	6041587 	5610743 	4983165 	4301971 	3694925 	3567594 
NR,PERS,N_GE1,OUT,TOTAL,IE	6229409 	5577673 	5197900 	5198919 	5175861 	5236425 
NR,PERS,N_GE1,OUT,TOTAL,IT	9966799 	8809882 	8555393 	9658271 b	9948283 	12024406 
NR,PERS,N_GE1,OUT,TOTAL,LT	1583558 	1540126 	1474698 	1424229 	1425809 	1387157 
NR,PERS,N_GE1,OUT,TOTAL,LU	: 	1393476 	1451510 	1515500 	1351647 	1311703 
NR,PERS,N_GE1,OUT,TOTAL,LV	: 	1053837 	1087335 	1196966 	965816 	1116903 
NR,PERS,N_GE1,OUT,TOTAL,MT	435351 	385105 	317216 	289822 b	272927 	237227 
NR,PERS,N_GE1,OUT,TOTAL,NL	18546771 	16774912 	16119086 	16269816 	16313778 	16705105 
NR,PERS,N_GE1,OUT,TOTAL,NO	6983396 	6633205 	7187410 	7471803 	6318676 	: 
NR,PERS,N_GE1,OUT,TOTAL,PL	10893400 	10411789 	10105801 	9475917 b	8394793 	6807487 
NR,PERS,N_GE1,OUT,TOTAL,PT	1517287 	1211813 	1200075 	1039425 	994575 	981475 
NR,PERS,N_GE1,OUT,TOTAL,RO	1062640 	1052572 	1012208 	1022350 	954379 	771254 
NR,PERS,N_GE1,OUT,TOTAL,SE	: 	8249385 	8112535 	8339349 	: 	: 
NR,PERS,N_GE1,OUT,TOTAL,SI	2567579 	2436538 	2417122 	2249720 	2293665 	2079418 
NR,PERS,N_GE1,OUT,TOTAL,SK	3141072 	2491471 	2247199 	1893353 	1894077 b	2386766 
NR,PERS,N_GE1,OUT,TOTAL,UK	: 	: 	: 	: 	46427359 	44624391 
NR,PERS,N_GE1,OUT,UNK,AT	9752381 	9619462 	8709870 	8767633 	8557840 	8986436 
NR,PERS,N_GE1,OUT,UNK,BE	11000455 b	11796855 	9739448 	9864730 	9636505 	7673540 
NR,PERS,N_GE1,OUT,UNK,BG	697120 	545006 	483477 	566592 	483363 	417654 
NR,PERS,N_GE1,OUT,UNK,CH	: 	12968916 	12751742 	11526105 	11621877 	10665738 
NR,PERS,N_GE1,OUT,UNK,CY	1131315 	1020710 	915955 	998220 	909179 	947499 
NR,PERS,N_GE1,OUT,UNK,CZ	6257053 	5551842 	5444234 	5245220 	5304202 	5419360 
NR,PERS,N_GE1,OUT,UNK,DE	80587197 	80716945 	74580160 	73447789 	76408381 	69689109 
NR,PERS,N_GE1,OUT,UNK,DK	: 	6864949 	7296479 	7307355 	7065345 b	6005897 
NR,PERS,N_GE1,OUT,UNK,EA	: 	: 	: 	: 	155673730 e	167023395 e
NR,PERS,N_GE1,OUT,UNK,EL	: 	601828 	611108 	631374 	547366 	520872 
NR,PERS,N_GE1,OUT,UNK,ES	12780069 	11691070 	11083565 b	8690930 	8228858 	9183640 
NR,PERS,N_GE1,OUT,UNK,EU27	: 	: 	: 	: 	233191263 e	241105948 e
NR,PERS,N_GE1,OUT,UNK,EU28	: 	: 	: 	: 	235556316 e	243281702 e
NR,PERS,N_GE1,OUT,UNK,FI	7614025 	7277431 	7260303 	7062051 	7023765 	7126566 
NR,PERS,N_GE1,OUT,UNK,FR	24469849 	20971275 	21166224 	24164544 	22284136 	21666911 
NR,PERS,N_GE1,OUT,UNK,HR	1505557 	1211400 	2065800 	2026314 	2358676 	2173381 
NR,PERS,N_GE1,OUT,UNK,HU	6041587 	5610743 	4983165 	4301971 	3694925 	3567594 
NR,PERS,N_GE1,OUT,UNK,IE	6229409 	5577673 	5197900 	5198919 	5175861 	5236425 
NR,PERS,N_GE1,OUT,UNK,IT	9966799 	8809882 	8555393 	9658271 b	9948283 	12024406 
NR,PERS,N_GE1,OUT,UNK,LT	1583558 	1540126 	1474698 	1424229 	1425809 	1387157 
NR,PERS,N_GE1,OUT,UNK,LU	: 	1393476 	1451510 	1515500 	1351647 	1311703 
NR,PERS,N_GE1,OUT,UNK,LV	: 	1053837 	1087335 	1196966 	965816 	1116903 
NR,PERS,N_GE1,OUT,UNK,MT	435351 	385105 	317216 	289822 b	272927 	237227 
NR,PERS,N_GE1,OUT,UNK,NL	: 	: 	: 	: 	: 	16705105 
NR,PERS,N_GE1,OUT,UNK,NO	6983396 	6633205 	7187410 	7471803 	6318676 	: 
NR,PERS,N_GE1,OUT,UNK,PL	10893400 	10411789 	10105801 	9475917 b	8394793 	6807487 
NR,PERS,N_GE1,OUT,UNK,PT	1517287 	1211813 	1200075 	1039425 	994575 	981475 
NR,PERS,N_GE1,OUT,UNK,RO	: 	: 	: 	: 	: 	771254 
NR,PERS,N_GE1,OUT,UNK,SE	: 	8249385 	8112535 	8339349 	: 	: 
NR,PERS,N_GE1,OUT,UNK,SI	2567579 	2436538 	2417122 	2249720 	2293665 	2079418 
NR,PERS,N_GE1,OUT,UNK,SK	3141072 	2491471 	2247199 	1893353 	1894077 b	2386766 
NR,PERS,N_GE1,OUT,UNK,UK	: 	: 	: 	: 	46427359 	44624391 
NR,PERS,N_GE1,WORLD,Q1,EA	: 	: 	: 	: 	7159784 e	467260 e
NR,PERS,N_GE1,WORLD,Q1,EE	464520 	473043 	429594 	505667 	513107 	467203 
NR,PERS,N_GE1,WORLD,Q1,EU27	: 	: 	: 	: 	14321372 e	475964 e
NR,PERS,N_GE1,WORLD,Q1,EU28	: 	: 	: 	: 	14319400 e	475889 e
NR,PERS,N_GE1,WORLD,Q1,NL	4182225 	7074957 	7672388 	6608453 	6645799 	: 
NR,PERS,N_GE1,WORLD,Q1,RO	4349481 	5287662 	5778437 	6421417 	6930624 	: 
NR,PERS,N_GE1,WORLD,Q2,EA	: 	: 	: 	: 	10070979 e	305675 e
NR,PERS,N_GE1,WORLD,Q2,EE	674189 	713394 	597927 	769028 	399880 	305637 
NR,PERS,N_GE1,WORLD,Q2,EU27	: 	: 	: 	: 	17352611 e	311369 e
NR,PERS,N_GE1,WORLD,Q2,EU28	: 	: 	: 	: 	17350222 e	311320 e
NR,PERS,N_GE1,WORLD,Q2,NL	7788023 	8186286 	7382220 	9052485 	9669864 	: 
NR,PERS,N_GE1,WORLD,Q2,RO	7472604 	7583128 	7438364 	7664001 	7001954 	: 
NR,PERS,N_GE1,WORLD,Q3,EA	: 	: 	: 	: 	14428861 e	531184 e
NR,PERS,N_GE1,WORLD,Q3,EE	1014677 	1055967 	918535 	807911 	537319 	531119 
NR,PERS,N_GE1,WORLD,Q3,EU27	: 	: 	: 	: 	17438073 e	541079 e
NR,PERS,N_GE1,WORLD,Q3,EU28	: 	: 	: 	: 	17435672 e	540994 e
NR,PERS,N_GE1,WORLD,Q3,NL	12341030 	14117041 	14229568 	13984418 	13889772 	: 
NR,PERS,N_GE1,WORLD,Q3,RO	4756907 	3425047 	2543475 	2489690 	2728685 	: 
NR,PERS,N_GE1,WORLD,Q4,EA	: 	: 	: 	: 	11905270 e	1210069 e
NR,PERS,N_GE1,WORLD,Q4,EE	1677542 	1500677 	1347597 	1203359 	999539 	1209921 
NR,PERS,N_GE1,WORLD,Q4,EU27	: 	: 	: 	: 	12624530 e	1232611 e
NR,PERS,N_GE1,WORLD,Q4,EU28	: 	: 	: 	: 	12622792 e	1232416 e
NR,PERS,N_GE1,WORLD,Q4,NL	17117720 	10873136 	10025571 	10555105 	10904269 	: 
NR,PERS,N_GE1,WORLD,Q4,RO	691742 	472599 	310656 	280144 	516349 	: 
NR,PERS,N_GE1,WORLD,TOTAL,AT	19600944 	19682970 	17907562 	18340796 	18239891 	18001628 
NR,PERS,N_GE1,WORLD,TOTAL,BE	13951289 b	14617157 	12872666 	12067008 	12211145 	10158987 
NR,PERS,N_GE1,WORLD,TOTAL,BG	5267997 	3419777 	2914114 	3578596 	3742658 	3423764 
NR,PERS,N_GE1,WORLD,TOTAL,CH	: 	18955034 	18820168 	17838543 	18442005 	16890799 
NR,PERS,N_GE1,WORLD,TOTAL,CY	2514958 	2379840 	2197131 	2270230 	2172985 	2283614 
NR,PERS,N_GE1,WORLD,TOTAL,CZ	34413101 	31607474 	28731506 	31442035 	29608213 	31406312 
NR,PERS,N_GE1,WORLD,TOTAL,DE	202296144 	213495421 	210083293 	197188861 	207226639 	199765991 
NR,PERS,N_GE1,WORLD,TOTAL,DK	: 	27320116 	30118473 	30211808 	29281207 b	26443296 
NR,PERS,N_GE1,WORLD,TOTAL,EA	: 	: 	: 	: 	730527575 e	736581004 e
NR,PERS,N_GE1,WORLD,TOTAL,EE	3830927 	3743081 	3293653 	3285966 	2449846 	2513880 
NR,PERS,N_GE1,WORLD,TOTAL,EL	: 	5192322 	5452536 	5971715 	5162644 	6778200 
NR,PERS,N_GE1,WORLD,TOTAL,ES	144731444 	136718002 	129381060 b	118949657 	121547454 	124268339 
NR,PERS,N_GE1,WORLD,TOTAL,EU27	: 	: 	: 	: 	1033234937 e	1032471805 e
NR,PERS,N_GE1,WORLD,TOTAL,EU28	: 	: 	: 	: 	1040927846 e	1039728842 e
NR,PERS,N_GE1,WORLD,TOTAL,FI	33997694 	33206047 	32981505 	32270880 	33551261 	33897695 
NR,PERS,N_GE1,WORLD,TOTAL,FR	196173554 	179613679 	183110642 	205903787 	203602292 	203184738 
NR,PERS,N_GE1,WORLD,TOTAL,HR	4057749 	3757674 	5653498 	6649823 	7709380 	7284473 
NR,PERS,N_GE1,WORLD,TOTAL,HU	17913939 	17389453 	17283948 	16560041 	15303319 	17558336 
NR,PERS,N_GE1,WORLD,TOTAL,IE	13379728 	12406347 	11720060 	10830763 	10710602 	10736784 
NR,PERS,N_GE1,WORLD,TOTAL,IT	50794932 	50828763 	43875348 	46881229 b	46424986 	55155456 
NR,PERS,N_GE1,WORLD,TOTAL,LT	3788279 	3757500 	3796313 	3740470 	3697248 	3591817 
NR,PERS,N_GE1,WORLD,TOTAL,LU	: 	1411381 	1471638 	1540940 	1404240 	1354875 
NR,PERS,N_GE1,WORLD,TOTAL,LV	: 	4071859 	3972359 	4369740 	3980389 	4752603 
NR,PERS,N_GE1,WORLD,TOTAL,MT	688388 	620025 	517739 	485803 b	457866 	437605 
NR,PERS,N_GE1,WORLD,TOTAL,NL	41428998 	40251419 	39309747 	40200462 	41109704 	44231312 
NR,PERS,N_GE1,WORLD,TOTAL,NO	18374095 	17453107 	17879796 	19137212 	15919247 	: 
NR,PERS,N_GE1,WORLD,TOTAL,PL	55176857 	52548595 	48700497 	46601121 b	47381735 	45393594 
NR,PERS,N_GE1,WORLD,TOTAL,PT	16025008 	14375075 	14171255 	13203235 	13658478 	12827024 
NR,PERS,N_GE1,WORLD,TOTAL,RO	17270735 	16768435 	16070931 	16855253 	17177613 	16410642 
NR,PERS,N_GE1,WORLD,TOTAL,SE	: 	35044151 	35254954 	32221049 	: 	: 
NR,PERS,N_GE1,WORLD,TOTAL,SI	4288161 	4055686 	3869157 	4044835 	4216638 	4054317 
NR,PERS,N_GE1,WORLD,TOTAL,SK	9321385 	8315679 	6984050 	5983576 	5733000 b	5969134 
NR,PERS,N_GE1,WORLD,TOTAL,UK	: 	: 	: 	: 	135898066 	136157487 
NR,PERS,N_GE1,WORLD,UNK,AT	19600944 	19682970 	17907562 	18340796 	18239891 	18001628 
NR,PERS,N_GE1,WORLD,UNK,BE	13951289 b	14617157 	12872666 	12067008 	12211145 	10158987 
NR,PERS,N_GE1,WORLD,UNK,BG	5267997 	3419777 	2914114 	3578596 	3742658 	3423764 
NR,PERS,N_GE1,WORLD,UNK,CH	: 	18955034 	18820168 	17838543 	18442005 	16890799 
NR,PERS,N_GE1,WORLD,UNK,CY	2514958 	2379840 	2197131 	2270230 	2172985 	2283614 
NR,PERS,N_GE1,WORLD,UNK,CZ	34413101 	31607474 	28731506 	31442035 	29608213 	31406312 
NR,PERS,N_GE1,WORLD,UNK,DE	202296144 	213495421 	210083293 	197188861 	207226639 	199765991 
NR,PERS,N_GE1,WORLD,UNK,DK	: 	27320116 	30118473 	30211808 	29281207 b	26443296 
NR,PERS,N_GE1,WORLD,UNK,EA	: 	: 	: 	: 	686962680 e	734066815 e
NR,PERS,N_GE1,WORLD,UNK,EL	: 	5192322 	5452536 	5971715 	5162644 	6778200 
NR,PERS,N_GE1,WORLD,UNK,ES	144731444 	136718002 	129381060 b	118949657 	121547454 	124268339 
NR,PERS,N_GE1,WORLD,UNK,EU27	: 	: 	: 	: 	971498350 e	1029910782 e
NR,PERS,N_GE1,WORLD,UNK,EU28	: 	: 	: 	: 	979199759 e	1037168223 e
NR,PERS,N_GE1,WORLD,UNK,FI	33997694 	33206047 	32981505 	32270880 	33551261 	33897695 
NR,PERS,N_GE1,WORLD,UNK,FR	196173554 	179613679 	183110642 	205903787 	203602292 	203184738 
NR,PERS,N_GE1,WORLD,UNK,HR	4057749 	3757674 	5653498 	6649823 	7709380 	7284473 
NR,PERS,N_GE1,WORLD,UNK,HU	17913939 	17389453 	17283948 	16560041 	15303319 	17558336 
NR,PERS,N_GE1,WORLD,UNK,IE	13379728 	12406347 	11720060 	10830763 	10710602 	10736784 
NR,PERS,N_GE1,WORLD,UNK,IT	50794932 	50828763 	43875348 	46881229 b	46424986 	55155456 
NR,PERS,N_GE1,WORLD,UNK,LT	3788279 	3757500 	3796313 	3740470 	3697248 	3591817 
NR,PERS,N_GE1,WORLD,UNK,LU	: 	1411381 	1471638 	1540940 	1404240 	1354875 
NR,PERS,N_GE1,WORLD,UNK,LV	: 	4071859 	3972359 	4369740 	3980389 	4752603 
NR,PERS,N_GE1,WORLD,UNK,MT	688388 	620025 	517739 	485803 b	457866 	437605 
NR,PERS,N_GE1,WORLD,UNK,NL	: 	: 	: 	: 	: 	44231312 
NR,PERS,N_GE1,WORLD,UNK,NO	18374095 	17453107 	17879796 	19137212 	15919247 	: 
NR,PERS,N_GE1,WORLD,UNK,PL	55176857 	52548595 	48700497 	46601121 b	47381735 	45393594 
NR,PERS,N_GE1,WORLD,UNK,PT	16025008 	14375075 	14171255 	13203235 	13658478 	12827024 
NR,PERS,N_GE1,WORLD,UNK,RO	: 	: 	: 	: 	: 	16410642 
NR,PERS,N_GE1,WORLD,UNK,SE	: 	35044151 	35254954 	32221049 	: 	: 
NR,PERS,N_GE1,WORLD,UNK,SI	4288161 	4055686 	3869157 	4044835 	4216638 	4054317 
NR,PERS,N_GE1,WORLD,UNK,SK	9321385 	8315679 	6984050 	5983576 	5733000 b	5969134 
NR,PERS,N_GE1,WORLD,UNK,UK	: 	: 	: 	: 	135898066 	136157487 
NR,PERS,N_GE4,DOM,Q1,EA	: 	: 	: 	: 	1492747 e	118491 e
NR,PERS,N_GE4,DOM,Q1,EE	52446 u	63696 u	50362 	49690 	40949 	118476 u
