accommod,unit,nace_r2,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
BEDPL,NR,I552,HU2	69587 	69132 	67351 	67426 	62367 	61452 b	30455 	29205 	29314 	28927 	34510 	34542 	37399 	40545 	42588 	40869 	35402 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,HU21	27127 	27333 	27307 	27557 	25700 	25181 b	14156 	13731 	13462 	13154 	13669 	14308 	14568 	14221 	15169 	14545 	12501 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,HU22	14484 	14732 	13300 	12861 	13068 	11402 b	6336 	5832 	4999 	5439 	8677 	7725 	8002 	10669 	11156 	9977 	9141 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,HU23	27976 	27067 	26744 	27008 	23599 	24869 b	9963 	9642 	10853 	10334 	12164 	12509 	14829 	15655 	16263 	16347 	13760 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,HU3	64118 	60343 	60710 	57348 	54386 	50874 b	32147 	29182 	28797 	28044 	29149 	30777 	30250 	32720 	30852 	26504 	23806 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,HU31	27714 	24612 	25198 	23716 	23835 	20696 b	14040 	12132 	12070 	12631 	12506 	14831 	13679 	12954 	13080 	12242 	11254 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,HU32	18129 	17876 	17843 	16416 	15561 	14596 b	8584 	7470 	7781 	7215 	7592 	7092 	7588 	8433 	7599 	7858 	7254 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,HU33	18275 	17855 	17669 	17216 	14990 	15582 b	9523 	9580 	8946 	8198 	9051 	8854 	8983 	11333 	10173 	6404 	5298 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,IE	: 	26062 	26062 	29709 e	30481 e	36673 be	: u	: u	: u	40779 	36164 	34917 	31802 	33091 	33241 	25508 	30091 	24072 	20766 	23888 	: 	: 	33301 	: 	: 	: 	: 	: 
BEDPL,NR,I552,IE0	: 	26062 	26062 	29709 e	30481 e	36673 be	: u	: u	: u	40779 	36164 	34917 	31802 	33091 	33241 	25508 	30091 	24072 	20766 	23888 	: 	: 	33301 	: 	: 	: 	: 	: 
BEDPL,NR,I552,IE01	: 	6344 	6344 	6844 e	6844 e	8770 be	: u	: u	: u	8212 	7228 	8166 	8922 	9604 	9807 	5660 	6242 	5149 	4949 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,IE02	: 	19718 	19718 	22866 e	23637 e	27903 be	: u	: u	: u	32567 	28936 	26751 	22880 	23487 	23434 	19848 	23849 	18923 	15817 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,IS	13800 	14220 	14005 	13651 	11735 	7760 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	822 	645 	654 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,IS0	13800 	14220 	14005 	13651 	11735 	7760 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	822 	645 	654 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,IS00	13800 	14220 	14005 	13651 	11735 	7760 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	822 	645 	654 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,IT	1622904 	1519466 	1446579 	1377695 	1336213 	1319467 b	1122017 	1091781 	1046467 	1086277 	1010916 	1054700 	977839 	878260 	845992 	840767 	805946 	741887 	499463 	481488 	456622 	401124 	340408 	115820 	194941 	229508 	243499 	329258 
BEDPL,NR,I552,ITC	224611 	205123 	186545 	175863 	169595 	160718 b	145040 	141404 	135584 	131978 	122840 	109281 	96535 	88094 	81997 	79307 	70784 	68499 	66672 	65780 	61342 	54207 	59920 	15451 	41307 	37252 	59458 	82295 
BEDPL,NR,I552,ITC1	70039 	68124 	65105 	61900 	59451 	56644 b	49947 	48528 	46188 	46598 	45612 	42330 	37951 	33160 	31354 	30249 	29198 	27265 	25171 	24211 	24220 	21036 	22961 	4162 	11816 	12182 	11334 	21355 
BEDPL,NR,I552,ITC2	14768 	14296 	13354 	12903 	12360 	11175 b	13912 	13883 	14435 	14435 	11430 	10769 	9779 	9482 	9581 	9043 	8934 	8886 	9504 	9516 	9306 	9199 	11075 	941 	4050 	1626 	1657 	7317 
BEDPL,NR,I552,ITC3	35758 	33077 	31933 	30034 	31984 	31857 b	28844 	28632 	28359 	28059 	27334 	23064 	19713 	17216 	15498 	16370 	10643 	10805 	10104 	11620 	7410 	6324 	6733 	2093 	10736 	7964 	25251 	29425 
BEDPL,NR,I552,ITC4	104046 	89626 	76153 	71026 	65800 	61042 b	52337 	50361 	46602 	42886 	38464 	33118 	29092 	28236 	25564 	23645 	22009 	21543 	21893 	20433 	20406 	17648 	19151 	8255 	14705 	15480 	21216 	24198 
BEDPL,NR,I552,ITF	258898 	228551 	231166 	222801 	205521 	215620 b	126741 	107871 	100477 	93260 	79264 	71817 	63505 	58550 	51785 	45903 	40661 	38259 	32841 	31840 	28285 	24994 	24754 	15780 	21313 	19345 	18834 	18892 
BEDPL,NR,I552,ITF1	22454 	20929 	21019 	19227 	18167 	17912 b	15664 	15072 	13972 	12702 	10851 	9203 	8864 	7546 	6816 	5965 	5760 	5632 	6170 	6825 	6633 	5421 	5781 	2447 	4978 	4931 	4831 	5724 
BEDPL,NR,I552,ITF2	3928 	3718 	3685 	3597 	3536 	3249 b	2959 	2961 	2341 	1919 	1968 	1809 	1655 	1605 	1317 	1208 	985 	993 	936 	926 	487 	239 	233 	149 	50 	50 	50 	50 
BEDPL,NR,I552,ITF3	73611 	44564 	43754 	44996 	44969 	56693 b	35361 	22940 	20990 	18563 	15874 	14422 	11825 	10900 	9233 	8405 	7020 	8447 	7260 	6725 	6405 	8695 	7251 	6509 	6597 	6457 	6666 	7084 
BEDPL,NR,I552,ITF4	96320 	97131 	103473 	96608 	81128 	78889 b	49613 	43620 	41293 	39500 	33876 	31846 	29048 	28581 	24595 	20453 	16926 	16034 	12946 	12310 	11068 	7225 	8001 	4581 	6689 	4922 	3420 	3217 
BEDPL,NR,I552,ITF5	11777 	12108 	9485 	8623 	8191 	8174 b	5825 	5959 	5827 	5881 	5729 	5021 	3690 	2249 	2249 	3569 	4334 	3905 	2525 	2525 	1157 	843 	843 	843 	975 	975 	957 	289 
BEDPL,NR,I552,ITF6	50808 	50101 	49750 	49750 	49530 	50703 b	17319 	17319 	16054 	14695 	10966 	9516 	8423 	7669 	7575 	6303 	5636 	3248 	3004 	2529 	2535 	2571 	2645 	1251 	2024 	2010 	2910 	2528 
BEDPL,NR,I552,ITG	103034 	96282 	89495 	90215 	78852 	81698 b	74697 	74426 	67175 	64584 	55161 	49268 	39212 	33764 	26402 	22628 	16186 	13238 	9791 	8429 	9070 	7511 	6947 	4153 	5402 	5183 	5311 	5896 
BEDPL,NR,I552,ITG1	56036 	51743 	48096 	50286 	48036 	43781 b	37798 	38724 	33538 	31510 	28637 	25843 	22110 	18978 	15432 	11788 	8700 	7727 	6917 	5965 	6554 	5066 	4888 	2924 	3876 	3725 	4086 	4380 
BEDPL,NR,I552,ITG2	46998 	44539 	41399 	39929 	30816 	37917 b	36899 	35702 	33637 	33074 	26524 	23425 	17102 	14786 	10970 	10840 	7486 	5511 	2874 	2464 	2516 	2445 	2059 	1229 	1526 	1458 	1225 	1516 
BEDPL,NR,I552,ITH	607942 	573716 	545622 	530390 	531472 	531934 b	476926 	480628 	480350 	461325 	443672 	525741 	493065 	438579 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,ITH1	59132 	57933 	57418 	56070 	50603 	55836 b	55992 	55640 	55200 	55619 	55567 	55520 	54971 	54305 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,ITH2	37315 	36212 	35844 	34263 	33883 	33051 b	31363 	31254 	29753 	28775 	27362 	35266 	35497 	27473 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,ITH3	342974 	310756 	299117 	298543 	310328 	313257 b	272591 	261519 	260824 	246296 	229319 	300889 	268990 	223755 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,ITH4	87235 	84705 	82721 	80020 	76265 	73630 b	64010 	80261 	83696 	82857 	85090 	85093 	84604 	85963 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,ITH5	81286 	84110 	70522 	61494 	60393 	56160 b	52970 	51954 	50877 	47778 	46334 	48973 	49003 	47083 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,ITI	428419 	415794 	393751 	358426 	350773 	329497 b	298613 	287452 	262881 	335130 	309979 	298593 	285522 	259273 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,ITI1	200346 	195932 	189478 	177883 	173567 	167922 b	148004 	140516 	136712 	134031 	122306 	117076 	110126 	99652 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,ITI2	48097 	48579 	48324 	47838 	47416 	47386 b	46698 	45761 	44630 	42990 	40848 	38439 	35493 	32854 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,ITI3	61761 	63191 	59387 	57973 	56906 	54814 b	44590 	45766 	27617 	108934 	105871 	104753 	104622 	93272 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,ITI4	118215 	108092 	96562 	74732 	72884 	59375 be	59321 	55409 	53922 	49175 	40954 	38325 	35281 	33495 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,LI	582 	570 	580 	519 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	904 	: 	: 	: 	471 	504 	515 	512 	: 	: 	: 	: 	697 
BEDPL,NR,I552,LI0	582 	570 	580 	519 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	904 	: 	: 	: 	471 	504 	515 	512 	: 	: 	: 	: 	697 
BEDPL,NR,I552,LI00	582 	570 	580 	519 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	904 	: 	: 	: 	471 	504 	515 	512 	: 	: 	: 	: 	697 
BEDPL,NR,I552,LT	48461 	45480 	42581 	41918 	38813 	37301 b	8570 	9534 	9821 	9991 	10310 	9480 	10351 	12836 	13965 	14249 	14732 	14735 	24350 	14852 	14682 	19349 	19564 	20987 	1586 	: 	: 	: 
BEDPL,NR,I552,LT0	48461 	45480 	42581 	41918 	38813 	37301 b	8570 	9534 	9821 	9991 	10310 	9480 	10351 	12836 	13965 	14249 	14732 	14735 	24350 	14852 	14682 	19349 	19564 	20987 	1586 	: 	: 	: 
BEDPL,NR,I552,LT00	: 	45480 	42581 	41918 	38813 	37301 b	8570 	9534 	9821 	9991 	10310 	9480 	10351 	12836 	13965 	14249 	14732 	14735 	24350 	14852 	14682 	19349 	19564 	20987 	1586 	: 	: 	: 
BEDPL,NR,I552,LT01	9269 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,LT02	39192 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,LU	3697 	3797 	4042 	4020 	4623 	4787 b	5025 	5141 	3812 	3870 	3862 	3695 	3795 	3800 	4009 	4198 	4113 	4181 	4145 	4990 	: 	: 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,LU0	3697 	3797 	4042 	4020 	4623 	4787 b	5025 	5141 	3812 	3870 	3862 	3695 	3795 	3800 	4009 	4198 	4113 	4181 	4145 	4990 	: 	: 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,LU00	3697 	3797 	4042 	4020 	4623 	4787 b	5025 	5141 	3812 	3870 	3862 	3695 	3795 	3800 	4009 	4198 	4113 	4181 	4145 	4990 	: 	: 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,LV	19405 	14624 	11989 	8663 	9100 	8801 b	5378 	4731 	4823 	4127 	3537 	3292 	2937 	2734 	3259 	4382 	4467 	4560 	3812 	3531 	: 	4077 	4032 	3618 	4035 	6075 	: 	: 
BEDPL,NR,I552,LV0	19405 	14624 	11989 	8663 	9100 	8801 b	5378 	4731 	4823 	4127 	3537 	3292 	2937 	2734 	3259 	4382 	4467 	4560 	3812 	3531 	: 	4077 	4032 	3618 	4035 	6075 	: 	: 
BEDPL,NR,I552,LV00	19405 	14624 	11989 	8663 	9100 	8801 b	5378 	4731 	4823 	4127 	3537 	3292 	2937 	2734 	3259 	4382 	4467 	4560 	3812 	3531 	: 	4077 	4032 	3618 	4035 	6075 	: 	: 
BEDPL,NR,I552,ME	4491 b	116173 	: 	: 	: 	111996 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,ME0	4491 b	116173 	: 	: 	: 	111996 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,ME00	4491 b	116173 	: 	: 	: 	111996 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,MK	17149 	17023 	17314 	17752 	17787 	18244 b	20691 	20953 	23797 	24269 	: 	: 	: 	: 	: 	16032 	16017 	14541 	16697 	16837 	16400 	17526 	17279 	17644 	16974 	17168 	16518 	16763 
BEDPL,NR,I552,MK0	17149 	17023 	17314 	17752 	17787 	18244 b	20691 	20953 	23797 	24269 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,MK00	17149 	17023 	17314 	17752 	17787 	18244 b	20691 	20953 	23797 	24269 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,MT	1658 	1695 	1600 	1651 	1734 	1199 b	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,MT0	1658 	1695 	1600 	1651 	1734 	1199 b	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,MT00	1658 	1695 	1600 	1651 	1734 	1199 b	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,NL	356276 	350400 	354234 	346467 	345880 b	295321 b	290440 	274354 	277850 	268407 	275403 	271274 	269246 	263795 	256884 	250090 	247411 	239413 	243124 	238666 	206654 	192285 	189624 	173701 	176449 	180770 	172613 	173848 
BEDPL,NR,I552,NL1	68992 	65640 	65761 	64901 	65039 b	59510 b	59113 	59896 	59139 	57679 	58911 	58353 	56987 	57336 	53749 	52933 	52933 	51008 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,NL11	4838 	4679 	4692 	4554 	4925 b	3875 b	3953 	4737 	4645 	4263 	4822 	4500 	5288 	5099 	5217 	5434 	5394 	5190 	: 	: 	: 	: 	: 	130 	: 	: 	: 	: 
BEDPL,NR,I552,NL12	29228 	27332 	27105 	25960 	25841 b	22766 b	22459 	22806 	24035 	23651 	23087 	24881 	25063 	25488 	22079 	21239 	21241 	21631 	: 	: 	: 	: 	: 	6456 	6375 	6452 	5921 	6030 
BEDPL,NR,I552,NL13	34926 	33629 	33964 	34387 	34273 b	32869 b	32701 	32353 	30459 	29765 	31002 	28972 	26636 	26749 	26453 	26260 	26298 	24187 	: 	: 	: 	: 	: 	14598 	14936 	14912 	15486 	14966 
BEDPL,NR,I552,NL2	91264 	89289 	96616 	90571 	89523 b	73485 b	73052 	69635 	70598 	69824 	69586 	69222 	70135 	70035 	66111 	65115 	59840 	63019 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,NL21	30704 	29536 	33530 	29540 	29620 b	25292 b	24503 	23572 	23064 	24687 	24652 	23788 	24943 	24960 	23299 	22292 	21403 	20934 	: 	: 	: 	: 	: 	19410 	19015 	19292 	17844 	18081 
BEDPL,NR,I552,NL22	49199 	48527 	50850 	48963 	48192 b	39197 b	39971 	39506 	40858 	38477 	38354 	38509 	38567 	38530 	36840 	36303 	35542 	35999 	: 	: 	: 	: 	: 	18119 	17392 	19392 	18168 	19252 
BEDPL,NR,I552,NL23	11361 	11226 	12236 	12068 	11711 b	8996 b	8578 	6557 	6676 	6660 	6580 	6925 	6625 	6545 	5972 	6520 	2895 	6086 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,NL3	105978 	103045 	99362 	98905 	94089 b	79446 b	76422 	76274 	78173 	72577 	75547 	71125 	67750 	70820 	71560 	67663 	65308 	63339 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,NL31	6801 	6381 	6179 	6017 	6102 b	4934 b	4818 	4254 	4552 	4781 	4798 	4863 	4169 	4323 	4356 	4482 	4711 	4962 	: 	: 	: 	: 	: 	1598 	: 	: 	: 	: 
BEDPL,NR,I552,NL32	35111 	33166 	33567 	32215 	31220 b	27174 b	26842 	27159 	27653 	25948 	27302 	27127 	25111 	26198 	25215 	24897 	24363 	23000 	: 	: 	: 	: 	: 	13004 	13086 	13239 	12453 	12106 
BEDPL,NR,I552,NL33	23626 	23011 	22496 	23953 	21932 b	19663 b	17968 	18011 	18045 	15900 	16292 	14656 	14636 	15164 	17971 	14452 	13431 	13623 	: 	: 	: 	: 	: 	7243 	6074 	6039 	2412 	2663 
BEDPL,NR,I552,NL34	40440 	40487 	37120 	36720 	34835 b	27675 b	26794 	26850 	27923 	25948 	27155 	24479 	23834 	25135 	24018 	23832 	22803 	21754 	: 	: 	: 	: 	: 	12304 	12427 	13048 	11615 	11468 
BEDPL,NR,I552,NL4	90042 	92426 	92495 	92090 	97229 b	82880 b	81853 	68549 	69940 	68327 	71359 	72574 	74374 	65604 	65464 	64379 	69330 	62047 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BEDPL,NR,I552,NL41	43050 	45497 	44951 	42525 	43755 b	39262 b	40396 	32565 	35023 	32437 	34663 	34568 	37695 	30847 	29901 	30412 	36774 	29283 	: 	: 	: 	: 	: 	13338 	15599 	15430 	14973 	15047 
BEDPL,NR,I552,NL42	46992 	46929 	47544 	49565 	53474 b	43618 b	41457 	35984 	34917 	35890 	36696 	38006 	36679 	34757 	35563 	33967 	32556 	32764 	: 	: 	: 	: 	: 	22914 	22697 	22795 	22032 	21999 
BEDPL,NR,I552,NO	46148 	48921 	50374 	48234 	43063 	16808 b	18037 	19728 	19312 	18803 	20084 	19466 	17097 	86376 	45298 	58474 	12362 	10680 	12305 	12072 	7088 	7088 	7088 	: 	: 	: 	: 	: 
BEDPL,NR,I552,NO0	46148 	48921 	50374 	48234 	43063 	16808 b	: 	: 	: 	18803 	20084 	19466 	17097 	86376 	45298 	58474 	12362 	10680 	12305 	12072 	7088 	7088 	7088 	: 	: 	: 	: 	: 
BEDPL,NR,I552,NO01	1370 	1461 	1553 	1703 	843 	452 b	680 	1272 	1120 	830 	965 	844 	674 	14288 	3606 	5280 	537 	192 	505 	505 	505 	505 	505 	: 	: 	: 	: 	: 
BEDPL,NR,I552,NO02	8667 	9505 	9444 	8569 	9024 	4888 b	6043 	5941 	6124 	6171 	6319 	5826 	5167 	14781 	9968 	5508 	2524 	2048 	2177 	2008 	1144 	1144 	1144 	: 	: 	: 	: 	: 
BEDPL,NR,I552,NO03	9980 	11881 	12082 	10477 	9548 	2312 b	2574 	2651 	2797 	2646 	3196 	3552 	2975 	14964 	7982 	17240 	2171 	1996 	2453 	2349 	1253 	1253 	1253 	: 	: 	: 	: 	: 
BEDPL,NR,I552,NO04	7950 	7753 	7987 	7083 	6912 	3604 b	2788 	3126 	2875 	2603 	3219 	3025 	2792 	11502 	5210 	3418 	1362 	1600 	1707 	1699 	607 	607 	607 	: 	: 	: 	: 	: 
BEDPL,NR,I552,NO05	9285 	9693 	10064 	10357 	7940 	2592 b	2980 	3418 	3455 	3794 	3768 	3515 	3645 	18960 	11112 	10912 	3753 	2744 	2877 	2941 	1701 	1701 	1701 	: 	: 	: 	: 	: 
BEDPL,NR,I552,NO06	3038 	3108 	3763 	3851 	3360 	1080 b	988 	1066 	1000 	1065 	1061 	1245 	639 	4116 	2082 	4208 	693 	584 	794 	778 	546 	546 	546 	: 	: 	: 	: 	: 
BEDPL,NR,I552,NO07	5858 	5520 	5481 	6194 	5436 	1880 b	1984 	2254 	1941 	1694 	1556 	1459 	1205 	7765 	5338 	11908 	1322 	1516 	1792 	1792 	1332 	1332 	1332 	: 	: 	: 	: 	: 
BEDPL,NR,I552,PL	393245 	381126 	367326 	359871 	363604 	368019 b	333063 	349583 	365176 	362464 	367193 	371693 	375348 	395245 	403794 	408172 	441241 	459621 	479748 	477449 	471773 	472585 	479384 	477502 	486510 	369221 	375063 	359619 
BEDPL,NR,I552,PL1	: 	18978 	18543 	18671 	19503 	21156 b	18748 	20476 	19568 	17147 	18584 	19934 	19458 	21006 	22619 	24373 	26829 	27206 	31154 	32427 	32218 	32936 	36130 	: 	: 	: 	: 	: 
BEDPL,NR,I552,PL11	: 	8102 	7800 	7658 	7850 	8342 b	7311 	7538 	7509 	6890 	7226 	7708 	7683 	8224 	8691 	10817 	11790 	11774 	11526 	12301 	11141 	11832 	13127 	: 	: 	: 	: 	: 
BEDPL,NR,I552,PL12	: 	10876 	10743 	11013 	11653 	12814 b	11437 	12938 	12059 	10257 	11358 	12226 	11775 	12782 	13928 	13556 	15039 	15432 	19628 	20126 	21077 	21104 	23003 	: 	: 	: 	: 	: 
BEDPL,NR,I552,PL2	64155 	65025 	63790 	62203 	62672 	65071 b	52161 	52392 	54119 	54208 	52606 	55795 	57216 	61103 	63552 	60257 	67029 	68429 	68946 	63820 	65681 	63729 	70221 	: 	: 	: 	: 	: 
BEDPL,NR,I552,PL21	47878 	48355 	46654 	45057 	44268 	46211 b	34839 	35002 	36500 	38136 	36760 	38143 	39039 	41428 	41410 	40688 	41673 	42435 	47413 	41349 	38525 	37407 	38428 	: 	: 	: 	: 	: 
BEDPL,NR,I552,PL22	16277 	16670 	17136 	17146 	18404 	18860 b	17322 	17390 	17619 	16072 	15846 	17652 	18177 	19675 	22142 	19569 	25356 	25994 	21533 	22471 	27156 	26322 	31793 	: 	: 	: 	: 	: 
BEDPL,NR,I552,PL3	: 	43528 	41814 	39066 	38844 	38482 b	34830 	38955 	38784 	37092 	39050 	37817 	38806 	41640 	41912 	45458 	45178 	47505 	50620 	46624 	49097 	49011 	47037 	: 	: 	: 	: 	: 
BEDPL,NR,I552,PL31	: 	13935 	12854 	11707 	11640 	11805 b	10898 	13012 	12355 	12141 	12776 	12910 	13629 	15972 	15635 	16154 	16348 	16787 	18368 	17862 	17822 	18272 	18268 	: 	: 	: 	: 	: 
BEDPL,NR,I552,PL32	: 	16744 	15842 	15480 	14979 	14633 b	13607 	14413 	14599 	13759 	14039 	13379 	12559 	11783 	13499 	14267 	13169 	13313 	14758 	13039 	15141 	14889 	14356 	: 	: 	: 	: 	: 
BEDPL,NR,I552,PL33	: 	6120 	6238 	5721 	5775 	5532 b	4684 	4995 	4540 	4186 	4475 	3172 	4197 	4257 	4376 	5437 	5704 	6065 	6933 	4540 	5328 	4788 	3154 	: 	: 	: 	: 	: 
BEDPL,NR,I552,PL34	: 	6729 	6880 	6158 	6450 	6512 b	5641 	6535 	7290 	7006 	7760 	8356 	8421 	9628 	8402 	9600 	9957 	11340 	10561 	11183 	10806 	11062 	11259 	: 	: 	: 	: 	: 
BEDPL,NR,I552,PL4	121430 	114616 	112016 	114234 	114471 	116238 b	114282 	117594 	122282 	122108 	123905 	124718 	121087 	129629 	137647 	136115 	140019 	151880 	153794 	157371 	155640 	155252 	151110 	: 	: 	: 	: 	: 
BEDPL,NR,I552,PL41	16217 	16640 	16330 	16359 	16397 	16940 b	18574 	20502 	17776 	18256 	18846 	19773 	20932 	22387 	23530 	23690 	26199 	26605 	28761 	27985 	28922 	28520 	29380 	: 	: 	: 	: 	: 
BEDPL,NR,I552,PL42	96418 	88762 	86827 	89015 	88396 	88492 b	84452 	84470 	89938 	88674 	90434 	92137 	88665 	94290 	102756 	101123 	101036 	112475 	111392 	115652 	112212 	112112 	106619 	: 	: 	: 	: 	: 
BEDPL,NR,I552,PL43	8795 	9214 	8859 	8860 	9678 	10806 b	11256 	12622 	14568 	15178 	14625 	12808 	11490 	12952 	11361 	11302 	12784 	12800 	13641 	13734 	14506 	14620 	15111 	: 	: 	: 	: 	: 
BEDPL,NR,I552,PL5	31971 	31133 	28926 	28423 	29375 	30452 b	24690 	25167 	30590 	28271 	28254 	28456 	29890 	32568 	35384 	38283 	42489 	40645 	42588 	40794 	38241 	39200 	40351 	: 	: 	: 	: 	: 
BEDPL,NR,I552,PL51	27983 	27080 	25035 	25008 	25738 	26800 b	20242 	21705 	25991 	24526 	24364 	24532 	26108 	28221 	31329 	34782 	38182 	37148 	37128 	35229 	31851 	32670 	33669 	: 	: 	: 	: 	: 
BEDPL,NR,I552,PL52	3988 	4053 	3891 	3415 	3637 	3652 b	4448 	3462 	4599 	3745 	3890 	3924 	3782 	4347 	4055 	3501 	4307 	3497 	5460 	5565 	6390 	6530 	6682 	: 	: 	: 	: 	: 
BEDPL,NR,I552,PL6	108740 	107846 	102237 	97274 	98739 	96620 b	88352 	94999 	99833 	103638 	104794 	104973 	108891 	109299 	102680 	103686 	119697 	123956 	132646 	136413 	130896 	132457 	134535 	: 	: 	: 	: 	: 
BEDPL,NR,I552,PL61	16192 	15238 	14456 	13866 	14054 	14738 b	14950 	15897 	17356 	16885 	17111 	18116 	19154 	19199 	17414 	16498 	18633 	19737 	18953 	18730 	15993 	16812 	17539 	: 	: 	: 	: 	: 
BEDPL,NR,I552,PL62	19411 	21185 	21146 	20159 	21420 	21358 b	21424 	23320 	24491 	24123 	24207 	24805 	24757 	22531 	23110 	22467 	30126 	31623 	34334 	41248 	41491 	42855 	43427 	: 	: 	: 	: 	: 
BEDPL,NR,I552,PL63	73137 	71423 	66635 	63249 	63265 	60524 b	51978 	55782 	57986 	62630 	63476 	62052 	64980 	67569 	62156 	64721 	70938 	72596 	79359 	76435 	73412 	72790 	73569 	: 	: 	: 	: 	: 
BEDPL,NR,I552,PL7	14877 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
