unit,purpose,duration,partner,isced11,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
NR,PERS,N_GE1,WORLD,TOTAL,IE	63564039 	61132606 	57912115 	58927009 	58513616 	59110454 
NR,PERS,N_GE1,WORLD,TOTAL,IT	294341871 	283832459 	268968590 	282340127 	325255520 	362119290 
NR,PERS,N_GE1,WORLD,TOTAL,LT	17369129 	17096697 	17162961 	16653449 	18353632 	17225764 
NR,PERS,N_GE1,WORLD,TOTAL,LU	: 	10230999 	10209454 	10326351 	9783294 	9943269 
NR,PERS,N_GE1,WORLD,TOTAL,LV	: 	13679973 	12400892 	16220312 	13344863 	14588672 
NR,PERS,N_GE1,WORLD,TOTAL,MT	3497465 	3289057 	2645618 	2605261 	2643094 	2508974 
NR,PERS,N_GE1,WORLD,TOTAL,NL	276092427 	262183104 	253875431 	252360797 	258001099 	273067221 
NR,PERS,N_GE1,WORLD,TOTAL,NO	100503001 	94736432 	94670695 	105032979 	84325016 	: 
NR,PERS,N_GE1,WORLD,TOTAL,PL	317808338 	295257374 	273200038 	269520113 	255774882 	246686493 
NR,PERS,N_GE1,WORLD,TOTAL,PT	65095435 	56889299 	58345352 	56022200 	66822533 	53064966 
NR,PERS,N_GE1,WORLD,TOTAL,RO	64092728 	62421872 	60815646 	66603761 	68143249 	67425108 
NR,PERS,N_GE1,WORLD,TOTAL,SE	: 	162419158 	152353716 	144714740 	: 	: 
NR,PERS,N_GE1,WORLD,TOTAL,SI	19084273 	19704239 	18766734 	16996796 	17553876 	17519223 
NR,PERS,N_GE1,WORLD,TOTAL,SK	40680587 	37438905 	35171016 	27700039 	28055234 	35245219 
NR,PERS,N_GE1,WORLD,TOTAL,UK	: 	: 	: 	: 	804313588 	797405700 
NR,PERS,N_GE1,WORLD,UNK,BE	93819309 b	103769522 	92075939 	90844916 	91080366 	71438289 
NR,PERS,N_GE1,WORLD,UNK,BG	21990173 	15217066 	13300637 	15963409 	18012068 	14945911 
NR,PERS,N_GE1,WORLD,UNK,CH	: 	135672248 	126970643 	120093628 	119572184 	113554331 
NR,PERS,N_GE1,WORLD,UNK,CY	16401111 	15837339 	14730847 	17340400 	15792375 	15700310 
NR,PERS,N_GE1,WORLD,UNK,CZ	142717744 	134383118 	120787429 	132228650 	126664599 	131783039 
NR,PERS,N_GE1,WORLD,UNK,DE	1208220120 	1214745591 	1186949304 	1157965754 	1178024126 	1111189169 
NR,PERS,N_GE1,WORLD,UNK,DK	: 	95640809 	110779582 	106478056 	98075654 	95541251 
NR,PERS,N_GE1,WORLD,UNK,EA	: 	: 	: 	: 	2945652781 e	2885248440 e
NR,PERS,N_GE1,WORLD,UNK,EL	: 	53046915 	54975525 	60247379 	55563413 	50308704 
NR,PERS,N_GE1,WORLD,UNK,EU27	: 	: 	4003375142 e	: 	4396886955 e	4152566669 e
NR,PERS,N_GE1,WORLD,UNK,EU28	: 	: 	4041504234 e	: 	4396281618 e	4151911599 e
NR,PERS,N_GE1,WORLD,UNK,FR	1049371921 	1039998283 	1060518125 	1189953735 	1177899648 	1163530963 
NR,PERS,N_GE1,WORLD,UNK,HR	26633172 	23077948 	37592955 	37422357 	: 	: 
NR,PERS,N_GE1,WORLD,UNK,HU	29167464 	28044466 	26388516 	63152596 	59222069 	65074895 
NR,PERS,N_GE1,WORLD,UNK,IE	63564039 	61132606 	57912115 	58927009 	58513616 	59110454 
NR,PERS,N_GE1,WORLD,UNK,IT	294341871 	283832459 	268968590 	282340127 	325255520 	362119290 
NR,PERS,N_GE1,WORLD,UNK,LT	17369129 	17096697 	17162961 	16653449 	18353632 	17225764 
NR,PERS,N_GE1,WORLD,UNK,LU	: 	10230999 	10209454 	10326351 	9783294 	: 
NR,PERS,N_GE1,WORLD,UNK,MT	3497465 	: 	: 	: 	2643094 	2508974 
NR,PERS,N_GE1,WORLD,UNK,NL	: 	: 	: 	: 	: 	1641316 
NR,PERS,N_GE1,WORLD,UNK,NO	100503001 	94736432 	94670695 	105032979 	84325016 	: 
NR,PERS,N_GE1,WORLD,UNK,PL	317808338 	295257374 	273200038 	269520113 	255774882 	246686493 
NR,PERS,N_GE1,WORLD,UNK,PT	: 	: 	: 	56022200 	: 	: 
NR,PERS,N_GE1,WORLD,UNK,RO	: 	: 	: 	: 	: 	67425108 
NR,PERS,N_GE1,WORLD,UNK,SE	: 	162419158 	152353716 	144714740 	: 	: 
NR,PERS,N_GE1,WORLD,UNK,SI	19084273 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,UNK,SK	40680587 	37438905 	35171016 	27700039 	28055234 	35245219 
NR,PERS,N_GE1,WORLD,UNK,UK	: 	: 	: 	: 	804313588 	797405700 
NR,PERS,N_GE4,DOM,ED0-2,AT	2599558 	2711317 	2610340 	2668445 	3322171 	3430816 
NR,PERS,N_GE4,DOM,ED0-2,EA	: 	: 	: 	: 	197666835 e	188312355 e
NR,PERS,N_GE4,DOM,ED0-2,EE	230058 u	287252 u	403625 u	247278 u	146674 u	: u
NR,PERS,N_GE4,DOM,ED0-2,ES	131984618 	134414530 	119198970 	134676447 	148463426 	138785597 
NR,PERS,N_GE4,DOM,ED0-2,EU27	: 	: 	190885446 e	: 	203944440 e	212987157 e
NR,PERS,N_GE4,DOM,ED0-2,EU28	: 	: 	190653063 e	: 	207200438 e	216306905 e
NR,PERS,N_GE4,DOM,ED0-2,FI	6579770 	6339021 	8161531 	7289798 	8480268 	9008232 
NR,PERS,N_GE4,DOM,ED0-2,HR	: 	: 	: 	: 	3231356 	3292138 
NR,PERS,N_GE4,DOM,ED0-2,HU	2403933 	2654211 	2656540 	: 	: 	: 
NR,PERS,N_GE4,DOM,ED0-2,LU	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,ED0-2,LV	: 	729523 u	316195 u	296968 u	420393 u	341749 u
NR,PERS,N_GE4,DOM,ED0-2,MT	: 	: c	: c	: u	: 	: 
NR,PERS,N_GE4,DOM,ED0-2,NL	16588752 	16773958 	16988019 	17315928 	18482595 	21532050 
NR,PERS,N_GE4,DOM,ED0-2,PL	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,ED0-2,PT	16282379 	13454851 	13888835 	: 	18227149 	15045034 
NR,PERS,N_GE4,DOM,ED0-2,RO	2148691 	2381268 	1986525 	2637707 	2579906 	: 
NR,PERS,N_GE4,DOM,ED0-2,SI	: 	503543 	417253 	274314 u	520299 	333693 
NR,PERS,N_GE4,DOM,ED3_4,AT	12314214 	12352809 	10865117 	11790969 	13304523 	12312662 
NR,PERS,N_GE4,DOM,ED3_4,EA	: 	: 	: 	: 	183010612 e	173737234 e
NR,PERS,N_GE4,DOM,ED3_4,EE	909642 	698856 	530422 	581000 	375698 	1345514 
NR,PERS,N_GE4,DOM,ED3_4,ES	68846342 	63225206 	62268339 	115191769 	121714003 	114378549 
NR,PERS,N_GE4,DOM,ED3_4,EU27	: 	: 	168220771 e	: 	211419899 e	235415539 e
NR,PERS,N_GE4,DOM,ED3_4,EU28	: 	: 	168015980 e	: 	222317518 e	247098298 e
NR,PERS,N_GE4,DOM,ED3_4,FI	12849457 	13339171 	12249546 	13371364 	13704480 	13224782 
NR,PERS,N_GE4,DOM,ED3_4,HR	: 	: 	: 	: 	10751319 	11505969 
NR,PERS,N_GE4,DOM,ED3_4,HU	8402569 	9123935 	9018228 	: 	: 	: 
NR,PERS,N_GE4,DOM,ED3_4,LU	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,ED3_4,LV	: 	1406676 	1083029 	1476399 	1449757 	1499507 
NR,PERS,N_GE4,DOM,ED3_4,MT	: 	108582 	94000 	94957 	: 	: 
NR,PERS,N_GE4,DOM,ED3_4,NL	30724992 	25026174 	23177645 	22511898 	23949444 	24813919 
NR,PERS,N_GE4,DOM,ED3_4,PL	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,ED3_4,PT	7879924 	6810186 	6858919 	: 	8774687 	6168070 
NR,PERS,N_GE4,DOM,ED3_4,RO	19066969 	18806346 	19559705 	22043572 	23559409 	: 
NR,PERS,N_GE4,DOM,ED3_4,SI	: 	1088591 	1187183 	1039614 	1165322 	1447155 
NR,PERS,N_GE4,DOM,ED5-8,AT	5290055 	6510592 	6283530 	5227261 	5726976 	5887335 
NR,PERS,N_GE4,DOM,ED5-8,EA	: 	: 	: 	: 	157629587 e	147501546 e
NR,PERS,N_GE4,DOM,ED5-8,EE	716301 	536485 u	770615 	527709 	590923 	697954 u
NR,PERS,N_GE4,DOM,ED5-8,ES	121955435 	122878894 	119814275 	91763558 	98114707 	92071679 
NR,PERS,N_GE4,DOM,ED5-8,EU27	: 	: 	224812528 e	: 	173319744 e	190313343 e
NR,PERS,N_GE4,DOM,ED5-8,EU28	: 	: 	224538843 e	: 	180542047 e	195828070 e
NR,PERS,N_GE4,DOM,ED5-8,FI	14598178 	15832666 	14031632 	14206664 	14430520 	12047908 
NR,PERS,N_GE4,DOM,ED5-8,HR	: 	: 	: 	: 	7129841 	5443540 
NR,PERS,N_GE4,DOM,ED5-8,HU	6618437 	6266722 	7302650 	: 	: 	: 
NR,PERS,N_GE4,DOM,ED5-8,LU	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,ED5-8,LV	: 	850427 u	1107823 	2324355 	819252 u	1095364 
NR,PERS,N_GE4,DOM,ED5-8,MT	: 	73043 u	52202 u	41343 u	: 	: 
NR,PERS,N_GE4,DOM,ED5-8,NL	17113268 	25728414 	24128329 	22371179 	23480019 	25673262 
NR,PERS,N_GE4,DOM,ED5-8,PL	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,ED5-8,PT	11489632 	11675303 	12311303 	: 	14669348 	10508102 
NR,PERS,N_GE4,DOM,ED5-8,RO	11737537 	10763810 	9992916 	10507721 	12084456 	: 
NR,PERS,N_GE4,DOM,ED5-8,SI	: 	805866 	509993 	710095 	597754 	583325 
NR,PERS,N_GE4,DOM,TOTAL,AT	20203827 	21574717 	19758988 	19686674 	22353669 	21630813 
NR,PERS,N_GE4,DOM,TOTAL,BE	5817411 b	8400779 	6339055 	6107451 	7683518 	7713838 
NR,PERS,N_GE4,DOM,TOTAL,BG	11556451 	8188223 	6799905 	7976733 	10455001 	7629947 
NR,PERS,N_GE4,DOM,TOTAL,CH	: 	17037677 	14267733 	18558527 	17848641 	17044943 
NR,PERS,N_GE4,DOM,TOTAL,CY	1744309 	1883518 	1475359 	2830300 	3025529 	2460350 
NR,PERS,N_GE4,DOM,TOTAL,CZ	60503719 	61973674 	54165640 	58977422 	55491568 	56977164 
NR,PERS,N_GE4,DOM,TOTAL,DE	313742167 	336074122 	349880710 	321755759 	314610697 	318520067 
NR,PERS,N_GE4,DOM,TOTAL,DK	: 	21764373 	32089977 	27045500 	20813435 	21706809 
NR,PERS,N_GE4,DOM,TOTAL,EA	: 	: 	: 	: 	1922585766 e	1912800521 e
NR,PERS,N_GE4,DOM,TOTAL,EE	1856001 	1522593 	1704663 	1355987 	1113294 	2176400 
NR,PERS,N_GE4,DOM,TOTAL,EL	: 	43377775 	45416282 	49629753 	45031406 	39750202 
NR,PERS,N_GE4,DOM,TOTAL,ES	322786394 	320518629 	301281585 	341631775 	368292135 	345235825 
NR,PERS,N_GE4,DOM,TOTAL,EU27	: 	: 	2394315072 e	: 	2407251062 e	2396164299 e
NR,PERS,N_GE4,DOM,TOTAL,EU28	: 	: 	2412583264 e	: 	2428376612 e	2416404295 e
NR,PERS,N_GE4,DOM,TOTAL,FI	34027406 	35510858 	34442709 	34867827 	36615268 	34280922 
NR,PERS,N_GE4,DOM,TOTAL,FR	666610524 	690845235 	709123796 	784852185 	790872686 	782870751 
NR,PERS,N_GE4,DOM,TOTAL,HR	14880060 	14191696 	18518156 	19229294 	21112516 	20241647 
NR,PERS,N_GE4,DOM,TOTAL,HU	17424939 	18044868 	18977418 	20577188 	20968436 	23797129 
NR,PERS,N_GE4,DOM,TOTAL,IE	7999524 	7908595 	7734977 	7567108 	7817587 	7744732 
NR,PERS,N_GE4,DOM,TOTAL,IT	184071686 	174189324 	155813090 	166579585 	205099407 	227205490 
NR,PERS,N_GE4,DOM,TOTAL,LT	3090804 	3067782 	3064406 	2906691 	3273121 	2884756 
NR,PERS,N_GE4,DOM,TOTAL,LU	: 	: u	: u	: u	: u	: u
NR,PERS,N_GE4,DOM,TOTAL,LV	: 	2986626 	2507047 	4097721 	2689402 	2936620 
NR,PERS,N_GE4,DOM,TOTAL,MT	279421 	207829 	191059 	160072 	135227 u	253075 u
NR,PERS,N_GE4,DOM,TOTAL,NL	64427012 	67528546 	64293992 	62199005 	65912058 	72708836 
NR,PERS,N_GE4,DOM,TOTAL,NO	27032040 	25971753 	24031999 	28064714 	23681549 	: 
NR,PERS,N_GE4,DOM,TOTAL,PL	155304789 	149000576 	137173442 	130863995 	132863998 	133664955 
NR,PERS,N_GE4,DOM,TOTAL,PT	35651934 	31940341 	33059057 	32082295 	41671184 	31721207 
NR,PERS,N_GE4,DOM,TOTAL,RO	32953197 	31951423 	31539146 	35189000 	38223771 	39311366 
NR,PERS,N_GE4,DOM,TOTAL,SE	: 	59920355 	60309769 	48761593 	: 	: 
NR,PERS,N_GE4,DOM,TOTAL,SI	2165949 	2398000 	2114429 	2024023 	2283375 	2364172 
NR,PERS,N_GE4,DOM,TOTAL,SK	12296251 	12554421 	11268574 	9466132 	8532204 	12485448 
NR,PERS,N_GE4,DOM,TOTAL,UK	: 	: 	: 	: 	161152622 	169397555 
NR,PERS,N_GE4,DOM,UNK,BE	5817411 b	8400779 	6339055 	6107451 	7683518 	7713838 
NR,PERS,N_GE4,DOM,UNK,BG	11556451 	8188223 	6799905 	7976733 	10455001 	7629947 
NR,PERS,N_GE4,DOM,UNK,CH	: 	17037677 	14267733 	18558527 	17848641 	17044943 
NR,PERS,N_GE4,DOM,UNK,CY	1744309 	1883518 	1475359 	2830300 	3025529 	2460350 
NR,PERS,N_GE4,DOM,UNK,CZ	60503719 	61973674 	54165640 	58977422 	55491568 	56977164 
NR,PERS,N_GE4,DOM,UNK,DE	313742167 	336074122 	349880710 	321755759 	314610697 	318520067 
NR,PERS,N_GE4,DOM,UNK,DK	: 	21764373 	32089977 	27045500 	20813435 	21706809 
NR,PERS,N_GE4,DOM,UNK,EA	: 	: 	: 	: 	1384278732 e	1403249385 e
NR,PERS,N_GE4,DOM,UNK,EL	: 	43377775 	45416282 	49629753 	45031406 	39750202 
NR,PERS,N_GE4,DOM,UNK,EU27	: 	: 	1810396328 e	: 	1818566979 e	1757448260 e
NR,PERS,N_GE4,DOM,UNK,EU28	: 	: 	1829375377 e	: 	1818316610 e	1757171021 e
NR,PERS,N_GE4,DOM,UNK,FR	666610524 	690845235 	709123796 	784852185 	790872686 	782870751 
NR,PERS,N_GE4,DOM,UNK,HR	14880060 	14191696 	18518156 	19229294 	: 	: 
NR,PERS,N_GE4,DOM,UNK,HU	: 	: 	: 	20577188 	20968436 	23797129 
NR,PERS,N_GE4,DOM,UNK,IE	7999524 	7908595 	7734977 	7567108 	7817587 	7744732 
NR,PERS,N_GE4,DOM,UNK,IT	184071686 	174189324 	155813090 	166579585 	205099407 	227205490 
NR,PERS,N_GE4,DOM,UNK,LT	3090804 	3067782 	3064406 	2906691 	3273121 	2884756 
NR,PERS,N_GE4,DOM,UNK,LU	: 	: u	: u	: u	: u	: 
NR,PERS,N_GE4,DOM,UNK,MT	279421 	: 	: 	: 	135227 u	253075 u
NR,PERS,N_GE4,DOM,UNK,NL	: 	: 	: 	: 	: 	689604 u
NR,PERS,N_GE4,DOM,UNK,NO	27032040 	25971753 	24031999 	28064714 	23681549 	: 
NR,PERS,N_GE4,DOM,UNK,PL	155304789 	149000576 	137173442 	130863995 	132863998 	133664955 
NR,PERS,N_GE4,DOM,UNK,PT	: 	: 	: 	32082295 	: 	: 
NR,PERS,N_GE4,DOM,UNK,RO	: 	: 	: 	: 	: 	39311366 
NR,PERS,N_GE4,DOM,UNK,SE	: 	59920355 	60309769 	48761593 	: 	: 
NR,PERS,N_GE4,DOM,UNK,SI	2165949 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,UNK,SK	12296251 	12554421 	11268574 	9466132 	8532204 	12485448 
NR,PERS,N_GE4,DOM,UNK,UK	: 	: 	: 	: 	161152622 	169397555 
NR,PERS,N_GE4,OUT,ED0-2,AT	9004854 	9646921 	7403518 	9014765 	8164777 	9221167 
NR,PERS,N_GE4,OUT,ED0-2,EA	: 	: 	: 	: 	73546222 e	76918930 e
NR,PERS,N_GE4,OUT,ED0-2,EE	826887 	554265 	492207 	332149 	704270 u	: u
NR,PERS,N_GE4,OUT,ED0-2,ES	26102555 	26479204 	28993140 	22473853 	21728949 	23143697 
NR,PERS,N_GE4,OUT,ED0-2,EU27	: 	: 	95035298 e	: 	75889802 e	89442766 e
NR,PERS,N_GE4,OUT,ED0-2,EU28	: 	: 	94919603 e	: 	79996979 e	91567654 e
NR,PERS,N_GE4,OUT,ED0-2,FI	8789166 	7391696 	10333188 	9071986 	7611256 	9075426 
NR,PERS,N_GE4,OUT,ED0-2,HR	: 	: 	: 	: 	4051525 u	2099954 u
NR,PERS,N_GE4,OUT,ED0-2,LU	: 	: 	: 	: 	: 	1432301 
NR,PERS,N_GE4,OUT,ED0-2,LV	: 	675180 u	609398 u	915645 u	633772 u	691635 u
NR,PERS,N_GE4,OUT,ED0-2,MT	: 	232694 	299743 	242125 	: 	: 
NR,PERS,N_GE4,OUT,ED0-2,NL	29023133 	29213367 	28797940 	27895414 	29796117 	29232970 
NR,PERS,N_GE4,OUT,ED0-2,PL	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE4,OUT,ED0-2,PT	4784282 	3317619 	3462222 	: 	4285442 	2980181 
NR,PERS,N_GE4,OUT,ED0-2,RO	323403 u	651490 	428204 u	416106 u	490288 u	: 
NR,PERS,N_GE4,OUT,ED0-2,SI	: 	2003159 	2179001 	1261783 	1246386 	1365666 
NR,PERS,N_GE4,OUT,ED3_4,AT	33808637 	29717765 	29232291 	30986996 	28578509 	29279678 
NR,PERS,N_GE4,OUT,ED3_4,EA	: 	: 	: 	: 	122537009 e	133769852 e
NR,PERS,N_GE4,OUT,ED3_4,EE	2172518 	2390195 	2376112 	2303071 	1934513 	2083730 
NR,PERS,N_GE4,OUT,ED3_4,ES	22555651 	22977536 	21956020 	23490614 	23095317 	26532849 
NR,PERS,N_GE4,OUT,ED3_4,EU27	: 	: 	145385417 e	: 	132258026 e	171457623 e
NR,PERS,N_GE4,OUT,ED3_4,EU28	: 	: 	145208426 e	: 	140307293 e	178137447 e
NR,PERS,N_GE4,OUT,ED3_4,FI	12127031 	11683644 	10248231 	12182440 	12440029 	14167597 
NR,PERS,N_GE4,OUT,ED3_4,HR	: 	: 	: 	: 	7937967 	6584449 
NR,PERS,N_GE4,OUT,ED3_4,LU	: 	: 	: 	: 	: 	3174897 
NR,PERS,N_GE4,OUT,ED3_4,LV	: 	2665819 	2304170 	2756671 	2998350 	2882111 
NR,PERS,N_GE4,OUT,ED3_4,MT	: 	1378152 	996662 	1121691 	: 	: 
NR,PERS,N_GE4,OUT,ED3_4,NL	75894823 	48986656 	48313879 	46949334 	49398745 	52026179 
NR,PERS,N_GE4,OUT,ED3_4,PL	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE4,OUT,ED3_4,PT	2248823 	1388881 	1793796 	: 	2196287 	1454790 
NR,PERS,N_GE4,OUT,ED3_4,RO	4514717 	4016338 	4259707 	5259254 	4596640 	: 
NR,PERS,N_GE4,OUT,ED3_4,SI	: 	6476172 	5451247 	5017891 	4878573 	5033677 
NR,PERS,N_GE4,OUT,ED5-8,AT	16758180 	17570555 	16994364 	13974130 	14681247 	14369110 
NR,PERS,N_GE4,OUT,ED5-8,EA	: 	: 	: 	: 	145609654 e	147512943 e
NR,PERS,N_GE4,OUT,ED5-8,EE	2624961 	2390791 	3332069 	3181629 	2692917 	2437776 
NR,PERS,N_GE4,OUT,ED5-8,ES	45597169 	46646229 	40589089 	27607800 	28491891 	28844441 
NR,PERS,N_GE4,OUT,ED5-8,EU27	: 	: 	191765492 e	: 	153634151 e	174889087 e
NR,PERS,N_GE4,OUT,ED5-8,EU28	: 	: 	191532038 e	: 	156478823 e	177312820 e
NR,PERS,N_GE4,OUT,ED5-8,FI	19301448 	16596743 	15153511 	14612684 	16638430 	14233347 
NR,PERS,N_GE4,OUT,ED5-8,HR	: 	: 	: 	: 	2819818 	2406577 
NR,PERS,N_GE4,OUT,ED5-8,LU	: 	: 	: 	: 	: 	4230390 
NR,PERS,N_GE4,OUT,ED5-8,LV	: 	2354579 	2261538 	3579982 	2038907 	2426054 
NR,PERS,N_GE4,OUT,ED5-8,MT	: 	844537 	632041 	595758 	: 	: 
NR,PERS,N_GE4,OUT,ED5-8,NL	70151335 	80418383 	77012337 	78293747 	75305295 	76823946 
NR,PERS,N_GE4,OUT,ED5-8,PL	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE4,OUT,ED5-8,PT	4142496 	3093728 	3490961 	: 	3862014 	2713470 
NR,PERS,N_GE4,OUT,ED5-8,RO	3401898 	3493481 	3609454 	3861211 	3516346 	: 
NR,PERS,N_GE4,OUT,ED5-8,SI	: 	4038850 	4330103 	3718162 	3919995 	3842314 
NR,PERS,N_GE4,OUT,TOTAL,AT	59571672 	56935242 	53630173 	53975891 	51424533 	52869956 
NR,PERS,N_GE4,OUT,TOTAL,BE	76449437 b	84133144 	75283417 	75925977 	74529834 	56194930 
NR,PERS,N_GE4,OUT,TOTAL,BG	4263068 	3319357 	3170685 	3495856 	3344367 	3149308 
NR,PERS,N_GE4,OUT,TOTAL,CH	: 	103191263 	96290641 	86779600 	85657094 	82506211 
NR,PERS,N_GE4,OUT,TOTAL,CY	12088365 	11563037 	10987432 	12516620 	10771023 	11003161 
NR,PERS,N_GE4,OUT,TOTAL,CZ	40479974 	35192169 	32314077 	33399954 	35093508 	36258943 
NR,PERS,N_GE4,OUT,TOTAL,DE	700467757 	670353933 	622715916 	641773048 	652658478 	592500235 
NR,PERS,N_GE4,OUT,TOTAL,DK	: 	42218279 	42963144 	44468886 	42928623 	43538270 
NR,PERS,N_GE4,OUT,TOTAL,EA	: 	: 	: 	: 	1426652278 e	1361013730 e
NR,PERS,N_GE4,OUT,TOTAL,EE	5624366 	5335251 	6200388 	5816850 	5331700 	4979565 
NR,PERS,N_GE4,OUT,TOTAL,EL	: 	6367902 	6045288 	6785123 	7444111 	4849232 
NR,PERS,N_GE4,OUT,TOTAL,ES	94255375 	96102969 	91538249 	73572266 	73316157 	78520987 
NR,PERS,N_GE4,OUT,TOTAL,EU27	: 	: 	1892214258 e	: 	2161692795 e	2078504533 e
NR,PERS,N_GE4,OUT,TOTAL,EU28	: 	: 	1905280128 e	: 	2176446109 e	2089473838 e
NR,PERS,N_GE4,OUT,TOTAL,FI	40217644 	35672084 	35734931 	35867109 	36689715 	37476370 
NR,PERS,N_GE4,OUT,TOTAL,FR	190182085 	177771998 	177070336 	208787903 	194125952 	184816310 
NR,PERS,N_GE4,OUT,TOTAL,HR	7695147 	4968352 	13435938 	10834684 	14809310 	11090980 
NR,PERS,N_GE4,OUT,TOTAL,HU	23223319 	22514162 	21861520 	20687447 	18464456 	18125195 
NR,PERS,N_GE4,OUT,TOTAL,IE	40594835 	39793685 	37087660 	39703714 	39552786 	40172842 
NR,PERS,N_GE4,OUT,TOTAL,IT	62004601 	59601540 	72258490 	73588136 	81081019 	84818249 
NR,PERS,N_GE4,OUT,TOTAL,LT	10176233 	9981898 	9814986 	9509334 	11125366 	10217563 
NR,PERS,N_GE4,OUT,TOTAL,LU	: 	9171234 	8910437 	8970605 	8647764 	8837587 
NR,PERS,N_GE4,OUT,TOTAL,LV	: 	5695578 	5175106 	7252298 	5671029 	5999800 
NR,PERS,N_GE4,OUT,TOTAL,MT	2531108 	2455383 	1928447 	1959574 	2037449 	1805525 
NR,PERS,N_GE4,OUT,TOTAL,NL	175069292 	158618406 	154124156 	153138495 	154500157 	158824772 
NR,PERS,N_GE4,OUT,TOTAL,NO	52107973 	48222009 	49842326 	54609899 	42556192 	: 
NR,PERS,N_GE4,OUT,TOTAL,PL	105346478 	93352190 	87900673 	93084727 	68524787 	62109473 
NR,PERS,N_GE4,OUT,TOTAL,PT	11175600 	7800228 	8746980 	8600550 	10343743 	7148441 
NR,PERS,N_GE4,OUT,TOTAL,RO	8240018 	8161309 	8297365 	9536572 	8603275 	8280933 
NR,PERS,N_GE4,OUT,TOTAL,SE	: 	62435888 	50746103 	59063193 	: 	: 
NR,PERS,N_GE4,OUT,TOTAL,SI	11602565 	12518181 	11960351 	9997835 	10044954 	10241657 
NR,PERS,N_GE4,OUT,TOTAL,SK	17120935 	14554122 	15670276 	10912647 	13182796 	17902664 
NR,PERS,N_GE4,OUT,TOTAL,UK	: 	: 	: 	: 	506465538 	489977475 
NR,PERS,N_GE4,OUT,UNK,BE	76449437 b	84133144 	75283417 	75925977 	74529834 	56194930 
NR,PERS,N_GE4,OUT,UNK,BG	4263068 	3319357 	3170685 	3495856 	3344367 	3149308 
NR,PERS,N_GE4,OUT,UNK,CH	: 	103191263 	96290641 	86779600 	85657094 	82506211 
NR,PERS,N_GE4,OUT,UNK,CY	12088365 	11563037 	10987432 	12516620 	10771023 	11003161 
NR,PERS,N_GE4,OUT,UNK,CZ	40479974 	35192169 	32314077 	33399954 	35093508 	36258943 
NR,PERS,N_GE4,OUT,UNK,DE	700467757 	670353933 	622715916 	641773048 	652658478 	592500235 
NR,PERS,N_GE4,OUT,UNK,DK	: 	42218279 	42963144 	44468886 	42928623 	43538270 
NR,PERS,N_GE4,OUT,UNK,EA	: 	: 	: 	: 	1084959394 e	1002812005 e
NR,PERS,N_GE4,OUT,UNK,EL	: 	6367902 	6045288 	6785123 	7444111 	4849232 
NR,PERS,N_GE4,OUT,UNK,EU27	: 	: 	1460028051 e	: 	1799910815 e	1642715057 e
NR,PERS,N_GE4,OUT,UNK,EU28	: 	: 	1473620061 e	: 	1799663014 e	1642455918 e
NR,PERS,N_GE4,OUT,UNK,FR	190182085 	177771998 	177070336 	208787903 	194125952 	184816310 
NR,PERS,N_GE4,OUT,UNK,HR	7695147 	4968352 	13435938 	10834684 	: 	: 
NR,PERS,N_GE4,OUT,UNK,HU	23223319 	22514162 	21861520 	20687447 	18464456 	18125195 
NR,PERS,N_GE4,OUT,UNK,IE	40594835 	39793685 	37087660 	39703714 	39552786 	40172842 
NR,PERS,N_GE4,OUT,UNK,IT	62004601 	59601540 	72258490 	73588136 	81081019 	84818249 
NR,PERS,N_GE4,OUT,UNK,LT	10176233 	9981898 	9814986 	9509334 	11125366 	10217563 
NR,PERS,N_GE4,OUT,UNK,LU	: 	9171234 	8910437 	8970605 	8647764 	: 
NR,PERS,N_GE4,OUT,UNK,MT	2531108 	: 	: 	: 	2037449 	1805525 
NR,PERS,N_GE4,OUT,UNK,NL	: 	: 	: 	: 	: 	741677 u
NR,PERS,N_GE4,OUT,UNK,NO	52107973 	48222009 	49842326 	54609899 	42556192 	: 
NR,PERS,N_GE4,OUT,UNK,PL	105346478 	93352190 	87900673 	93084727 	68524787 	62109473 
NR,PERS,N_GE4,OUT,UNK,PT	: 	: 	: 	8600550 	: 	: 
NR,PERS,N_GE4,OUT,UNK,RO	: 	: 	: 	: 	: 	8280933 
NR,PERS,N_GE4,OUT,UNK,SE	: 	62435888 	50746103 	59063193 	: 	: 
NR,PERS,N_GE4,OUT,UNK,SI	11602565 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,UNK,SK	17120935 	14554122 	15670276 	10912647 	13182796 	17902664 
NR,PERS,N_GE4,OUT,UNK,UK	: 	: 	: 	: 	506465538 	489977475 
