unit,purpose,duration,partner,wstatus,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
NR,PERS,N_GE1,WORLD,ACT_INAC,RO	64092728 	62421872 	60815646 	66603761 	68143249 	67425108 
NR,PERS,N_GE1,WORLD,ACT_INAC,SE	: 	162419158 	152353716 	144714740 	: 	: 
NR,PERS,N_GE1,WORLD,ACT_INAC,SI	19084273 	19704239 	18766734 	16996796 	17553876 	17519223 
NR,PERS,N_GE1,WORLD,ACT_INAC,SK	40680587 	37438905 	35171016 	27700039 	28055234 b	35245219 
NR,PERS,N_GE1,WORLD,ACT_INAC,UK	: 	: 	: 	: 	804313588 	797405700 
NR,PERS,N_GE1,WORLD,EDUC,AT	11113940 	12185538 	10770051 	11241543 	11784266 	10176810 
NR,PERS,N_GE1,WORLD,EDUC,EA	: 	: 	: 	: 	162929354 e	165472241 e
NR,PERS,N_GE1,WORLD,EDUC,EE	1610838 	1001970 	1104897 	1554964 	1198814 	1338294 
NR,PERS,N_GE1,WORLD,EDUC,ES	69779163 	65539730 	59633766 b	86198820 	93589024 	92500284 
NR,PERS,N_GE1,WORLD,EDUC,EU27	: 	: 	149560311 e	: 	176125986 e	224737958 e
NR,PERS,N_GE1,WORLD,EDUC,EU28	: 	: 	154843472 e	: 	176101738 e	224702505 e
NR,PERS,N_GE1,WORLD,EDUC,FI	15985502 	16634508 	16155771 	18797527 	17560820 	25133815 
NR,PERS,N_GE1,WORLD,EDUC,HR	3419126 	: 	4777699 	7780224 	: 	: 
NR,PERS,N_GE1,WORLD,EDUC,HU	3440345 	3856377 	3032396 	: 	: 	: 
NR,PERS,N_GE1,WORLD,EDUC,LU	: 	: 	: 	: 	: 	1349533 
NR,PERS,N_GE1,WORLD,EDUC,LV	: 	1426431 	1192834 	1889311 	1427985 	1568849 
NR,PERS,N_GE1,WORLD,EDUC,MT	: 	474732 	336012 	: 	: 	: 
NR,PERS,N_GE1,WORLD,EDUC,NL	31557016 	27712202 	23685793 	24864509 	30146274 	26898187 
NR,PERS,N_GE1,WORLD,EDUC,PL	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE1,WORLD,EDUC,PT	1081377 	5484811 	5454804 	: 	5990542 	5005063 
NR,PERS,N_GE1,WORLD,EDUC,RO	7323748 	6878491 	6465920 	7867504 	8937418 	10313995 
NR,PERS,N_GE1,WORLD,EDUC,SI	: 	2517859 	2708132 	2550301 	2639623 	3049896 
NR,PERS,N_GE1,WORLD,EMP,AT	60389779 	57597891 	53090940 	53103195 	50846330 	52013446 
NR,PERS,N_GE1,WORLD,EMP,EA	: 	: 	: 	: 	570361886 e	582973609 e
NR,PERS,N_GE1,WORLD,EMP,EE	8269837 	8173958 	8483951 	6945119 	6240894 	5996162 
NR,PERS,N_GE1,WORLD,EMP,ES	302734680 	297023972 	279154114 b	264374456 	272009938 	280261557 
NR,PERS,N_GE1,WORLD,EMP,EU27	: 	: 	737308380 e	: 	631993796 e	734757091 e
NR,PERS,N_GE1,WORLD,EMP,EU28	: 	: 	752225266 e	: 	631906787 e	734641183 e
NR,PERS,N_GE1,WORLD,EMP,FI	64733565 	60520073 	60429248 	60085620 	63575484 	58532419 
NR,PERS,N_GE1,WORLD,EMP,HR	11481841 	: 	13824994 	12174000 	: 	: 
NR,PERS,N_GE1,WORLD,EMP,HU	20138829 	19619094 	20340002 	: 	: 	: 
NR,PERS,N_GE1,WORLD,EMP,LU	: 	: 	: 	: 	: 	5704799 
NR,PERS,N_GE1,WORLD,EMP,LV	: 	7993092 	7658144 	9693332 	7664263 	8169805 
NR,PERS,N_GE1,WORLD,EMP,MT	: 	2107484 	1537136 	: 	: 	: 
NR,PERS,N_GE1,WORLD,EMP,NL	150598036 	143434570 	134072729 	135297957 	138469185 	145613775 
NR,PERS,N_GE1,WORLD,EMP,PL	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE1,WORLD,EMP,PT	7076577 	29153092 	29188170 	: 	29132092 	25620842 
NR,PERS,N_GE1,WORLD,EMP,RO	44078395 	42262286 	39844139 	43618141 	43806583 	42097093 
NR,PERS,N_GE1,WORLD,EMP,SI	: 	10531538 	9962680 	9508804 	10017980 	9158889 
NR,PERS,N_GE1,WORLD,INAC_OTH,AT	28185580 	28053852 	27251736 	27715399 	28946849 	29182879 
NR,PERS,N_GE1,WORLD,INAC_OTH,EA	: 	: 	: 	: 	352004638 e	339615958 e
NR,PERS,N_GE1,WORLD,INAC_OTH,EE	2251021 	2273029 	2025498 	2413647 	1756813 	2006879 
NR,PERS,N_GE1,WORLD,INAC_OTH,ES	175031256 	170063991 	156152056 b	184221111 	191610223 	171482174 
NR,PERS,N_GE1,WORLD,INAC_OTH,EU27	: 	: 	401840217 e	: 	375170105 e	432006112 e
NR,PERS,N_GE1,WORLD,INAC_OTH,EU28	: 	: 	416550312 e	: 	375118453 e	431937963 e
NR,PERS,N_GE1,WORLD,INAC_OTH,FI	32766005 	31484350 	31846178 	30442802 	32659856 	29993110 
NR,PERS,N_GE1,WORLD,INAC_OTH,HR	8687334 	: 	13287197 	10936623 	: 	: 
NR,PERS,N_GE1,WORLD,INAC_OTH,HU	11676252 	11992310 	13450764 	: 	: 	: 
NR,PERS,N_GE1,WORLD,INAC_OTH,LU	: 	: 	: 	: 	: 	2123659 
NR,PERS,N_GE1,WORLD,INAC_OTH,LV	: 	3120265 	2531818 	3600855 	3196560 	3636833 
NR,PERS,N_GE1,WORLD,INAC_OTH,MT	: 	661585 	729552 	: 	: 	: 
NR,PERS,N_GE1,WORLD,INAC_OTH,NL	85052094 	72095666 	77880699 	74552588 	74601443 	82249656 
NR,PERS,N_GE1,WORLD,INAC_OTH,PL	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE1,WORLD,INAC_OTH,PT	5427502 	18790216 	20249957 	: 	18762856 	18590754 
NR,PERS,N_GE1,WORLD,INAC_OTH,RO	12105963 	12688116 	13760394 	14133505 	13938647 	13538624 
NR,PERS,N_GE1,WORLD,INAC_OTH,SI	: 	5437688 	5043073 	4073640 	3623408 	3945067 
NR,PERS,N_GE1,WORLD,UNE,AT	1038045 	1789495 	1270086 	1625662 	956239 	1397588 
NR,PERS,N_GE1,WORLD,UNE,EA	: 	: 	: 	: 	81196954 e	79416098 e
NR,PERS,N_GE1,WORLD,UNE,EE	319332 	384559 	577012 	625512 	415403 	1100411 
NR,PERS,N_GE1,WORLD,UNE,ES	55914944 	60254880 	66401305 b	47780868 	53788107 	52313944 
NR,PERS,N_GE1,WORLD,UNE,EU27	: 	: 	114528785 e	: 	85080982 e	99948483 e
NR,PERS,N_GE1,WORLD,UNE,EU28	: 	: 	120913122 e	: 	85069268 e	99932717 e
NR,PERS,N_GE1,WORLD,UNE,FI	7079209 	7053770 	6477113 	4684147 	4926631 	3937266 
NR,PERS,N_GE1,WORLD,UNE,HR	3044871 	: 	5703064 	6531510 	: 	: 
NR,PERS,N_GE1,WORLD,UNE,HU	331104 	576660 	727426 	: 	: 	: 
NR,PERS,N_GE1,WORLD,UNE,LU	: 	: 	: 	: 	: 	765278 
NR,PERS,N_GE1,WORLD,UNE,LV	: 	1140185 	1018096 	1036814 	1056054 	1213185 
NR,PERS,N_GE1,WORLD,UNE,MT	: 	45256 u	42918 u	: 	: 	: 
NR,PERS,N_GE1,WORLD,UNE,NL	8885280 	18940667 	18236211 	17645743 	14784197 	14678164 
NR,PERS,N_GE1,WORLD,UNE,PL	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE1,WORLD,UNE,PT	926651 	3461179 	3452422 	: 	5043550 	3848307 
NR,PERS,N_GE1,WORLD,UNE,RO	584623 	592979 	745193 	984610 	1460600 	1475396 
NR,PERS,N_GE1,WORLD,UNE,SI	: 	1217153 	1052850 	864052 	1272865 	1365371 
NR,PERS,N_GE1,WORLD,UNK,BE	93819309 b	103769522 	92075939 	90844916 	91080366 	71438289 
NR,PERS,N_GE1,WORLD,UNK,BG	21990173 	15217066 	13300637 	15963409 	18012068 	14945911 
NR,PERS,N_GE1,WORLD,UNK,CH	: 	135672248 	126970643 	120093628 	119572184 	113554331 
NR,PERS,N_GE1,WORLD,UNK,CY	16401111 	15837339 	14730847 	17340400 	15792375 	15700310 
NR,PERS,N_GE1,WORLD,UNK,CZ	142717744 	134383118 	120787429 	132228650 	126664599 	131783039 
NR,PERS,N_GE1,WORLD,UNK,DE	1208220120 	1214745591 	1186949304 	1157965754 	1178024126 	1111189169 
NR,PERS,N_GE1,WORLD,UNK,DK	: 	95640809 	110779582 	106478056 	98075654 b	95541251 
NR,PERS,N_GE1,WORLD,UNK,EA	: 	: 	: 	: 	2953547243 e	2887234808 e
NR,PERS,N_GE1,WORLD,UNK,EL	: 	53046915 	54975525 	60247379 	55563413 	50308704 
NR,PERS,N_GE1,WORLD,UNK,EU27	: 	: 	4003375142 e	: 	4404910334 e	4085900487 e
NR,PERS,N_GE1,WORLD,UNK,EU28	: 	: 	3998501464 e	: 	4448713653 e	4125276264 e
NR,PERS,N_GE1,WORLD,UNK,FR	1049371921 	1039998283 	1060518125 	1189953735 	1177899648 	1163530963 
NR,PERS,N_GE1,WORLD,UNK,HR	: 	23077948 	: 	: 	43696848 	39289830 
NR,PERS,N_GE1,WORLD,UNK,HU	29167464 	28044466 	26388516 	63152596 	59222069 	65074895 
NR,PERS,N_GE1,WORLD,UNK,IE	63564039 	61132606 	57912115 	58927009 	58513616 	59110454 
NR,PERS,N_GE1,WORLD,UNK,IT	294341871 	283832459 	268968590 	282340127 b	325255520 	362119290 
NR,PERS,N_GE1,WORLD,UNK,LT	17369129 	17096697 	17162961 	16653449 	18353632 	17225764 
NR,PERS,N_GE1,WORLD,UNK,LU	: 	10230999 	10209454 	10326351 	9783294 	: 
NR,PERS,N_GE1,WORLD,UNK,MT	3497465 	: 	: 	2605261 b	2643094 	2508974 
NR,PERS,N_GE1,WORLD,UNK,NL	: 	: 	: 	: 	: 	3627439 
NR,PERS,N_GE1,WORLD,UNK,NO	100503001 	: 	94670695 	105032979 	84325016 	: 
NR,PERS,N_GE1,WORLD,UNK,PL	317808338 	295257374 	273200038 	269520113 b	255774882 	246686493 
NR,PERS,N_GE1,WORLD,UNK,PT	50583329 	: 	: 	56022200 	7893493 	: 
NR,PERS,N_GE1,WORLD,UNK,SE	: 	162419158 	152353716 	144714740 	: 	: 
NR,PERS,N_GE1,WORLD,UNK,SI	19084273 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,UNK,SK	40680587 	37438905 	35171016 	27700039 	28055234 b	35245219 
NR,PERS,N_GE1,WORLD,UNK,UK	: 	: 	: 	: 	804313588 	797405700 
NR,PERS,N_GE4,DOM,ACT_INAC,AT	20203827 	21574717 	19758988 	19686674 	22353669 	21630813 
NR,PERS,N_GE4,DOM,ACT_INAC,BE	5817411 b	8400779 	6339055 	6107451 	7683518 	7713838 
NR,PERS,N_GE4,DOM,ACT_INAC,BG	11556451 	8188223 	6799905 	7976733 	10455001 	7629947 
NR,PERS,N_GE4,DOM,ACT_INAC,CH	: 	17037677 	14267733 	18558527 	17848641 	17044943 
NR,PERS,N_GE4,DOM,ACT_INAC,CY	1744309 	1883518 	1475359 	2830300 	3025529 	2460350 
NR,PERS,N_GE4,DOM,ACT_INAC,CZ	60503719 	61973674 	54165640 	58977422 	55491568 	56977164 
NR,PERS,N_GE4,DOM,ACT_INAC,DE	313742167 	336074122 	349880710 	321755759 	314610697 	318520067 
NR,PERS,N_GE4,DOM,ACT_INAC,DK	: 	21764373 	32089977 	27045500 	20813435 b	21706809 
NR,PERS,N_GE4,DOM,ACT_INAC,EA	: 	: 	: 	: 	1922585766 e	1912800521 e
NR,PERS,N_GE4,DOM,ACT_INAC,EE	1856001 	1522593 	1704663 	1355987 	1113294 	2176400 
NR,PERS,N_GE4,DOM,ACT_INAC,EL	: 	43377775 	45416282 	49629753 	45031406 	39750202 
NR,PERS,N_GE4,DOM,ACT_INAC,ES	322786394 	320518629 	301281585 b	341631775 	368292135 	345235825 
NR,PERS,N_GE4,DOM,ACT_INAC,EU27	: 	: 	2394315072 e	: 	2407251062 e	2396164299 e
NR,PERS,N_GE4,DOM,ACT_INAC,EU28	: 	: 	2412583264 e	: 	2428376612 e	2416404295 e
NR,PERS,N_GE4,DOM,ACT_INAC,FI	34027406 	35510858 	34442709 	34867827 	36615268 	34280922 
NR,PERS,N_GE4,DOM,ACT_INAC,FR	666610524 	690845235 	709123796 	784852185 	790872686 	782870751 
NR,PERS,N_GE4,DOM,ACT_INAC,HR	14880060 	14191696 	18518156 	19229294 	21112516 	20241647 
NR,PERS,N_GE4,DOM,ACT_INAC,HU	17424939 	18044868 	18977418 	20577188 	20968436 	23797129 
NR,PERS,N_GE4,DOM,ACT_INAC,IE	7999524 	7908595 	7734977 	7567108 	7817587 	7744732 
NR,PERS,N_GE4,DOM,ACT_INAC,IT	184071686 	174189324 	155813090 	166579585 b	205099407 	227205490 
NR,PERS,N_GE4,DOM,ACT_INAC,LT	3090804 	3067782 	3064406 	2906691 	3273121 	2884756 
NR,PERS,N_GE4,DOM,ACT_INAC,LU	: 	: u	: u	: u	: u	: u
NR,PERS,N_GE4,DOM,ACT_INAC,LV	: 	2986626 	2507047 	4097721 	2689402 	2936620 
NR,PERS,N_GE4,DOM,ACT_INAC,MT	279421 	207829 	191059 	160072 b	135227 u	253075 u
NR,PERS,N_GE4,DOM,ACT_INAC,NL	64427012 	67528546 	64293992 	62199005 	65912058 	72708836 
NR,PERS,N_GE4,DOM,ACT_INAC,NO	27032040 	: 	24031999 	28064714 	23681549 	: 
NR,PERS,N_GE4,DOM,ACT_INAC,PL	155304789 	149000576 	137173442 	130863995 b	132863998 	133664955 
NR,PERS,N_GE4,DOM,ACT_INAC,PT	35651934 	31940341 	33059057 	32082295 	41671184 	31721207 
NR,PERS,N_GE4,DOM,ACT_INAC,RO	32953197 	31951423 	31539146 	35189000 	38223771 	39311366 
NR,PERS,N_GE4,DOM,ACT_INAC,SE	: 	59920355 	60309769 	48761593 	: 	: 
NR,PERS,N_GE4,DOM,ACT_INAC,SI	2165949 	2398000 	2114429 	2024023 	2283375 	2364172 
NR,PERS,N_GE4,DOM,ACT_INAC,SK	12296251 	12554421 	11268574 	9466132 	8532204 b	12485448 
NR,PERS,N_GE4,DOM,ACT_INAC,UK	: 	: 	: 	: 	161152622 	169397555 
NR,PERS,N_GE4,DOM,EDUC,AT	1601124 	2024218 	1701755 	1818039 	2455960 	2093014 
NR,PERS,N_GE4,DOM,EDUC,EA	: 	: 	: 	: 	84281894 e	82997144 e
NR,PERS,N_GE4,DOM,EDUC,EE	: c	: u	177473 u	195381 u	175222 u	: u
NR,PERS,N_GE4,DOM,EDUC,ES	35216649 	37528803 	32186709 b	61031126 	65850270 	63927855 
NR,PERS,N_GE4,DOM,EDUC,EU27	: 	: 	58906929 e	: 	92214804 e	114222385 e
NR,PERS,N_GE4,DOM,EDUC,EU28	: 	: 	61246324 e	: 	92202108 e	114204367 e
NR,PERS,N_GE4,DOM,EDUC,FI	5080572 	4462925 	4424363 	4832711 	4688855 	6336819 
NR,PERS,N_GE4,DOM,EDUC,HR	1934432 	: 	2107786 	3777590 	: 	: 
NR,PERS,N_GE4,DOM,EDUC,HU	1828934 	2118803 	1424743 	: 	: 	: 
NR,PERS,N_GE4,DOM,EDUC,LU	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,EDUC,LV	: 	: c	: u	: u	424860 u	261693 u
NR,PERS,N_GE4,DOM,EDUC,MT	: 	23770 u	27326 u	: 	: 	: 
NR,PERS,N_GE4,DOM,EDUC,NL	5211473 	5310912 	4421874 	4824720 	7021401 	7061508 
NR,PERS,N_GE4,DOM,EDUC,PL	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,EDUC,PT	227813 	3094045 	2814111 	: 	3759694 	3243296 
NR,PERS,N_GE4,DOM,EDUC,RO	4127177 	3943778 	3852225 	4872027 	6025570 	7023818 
NR,PERS,N_GE4,DOM,EDUC,SI	: 	209339 u	193263 u	136206 u	320151 u	166251 u
NR,PERS,N_GE4,DOM,EMP,AT	11246983 	11494308 	10409051 	9871512 	10913710 	11224439 
NR,PERS,N_GE4,DOM,EMP,EA	: 	: 	: 	: 	214069061 e	210880800 e
NR,PERS,N_GE4,DOM,EMP,EE	962006 	771628 	917398 	625380 	640739 	1053515 
NR,PERS,N_GE4,DOM,EMP,ES	137943430 	134815834 	127611879 b	126638086 	135902957 	136902624 
NR,PERS,N_GE4,DOM,EMP,EU27	: 	: 	262600887 e	: 	243060255 e	286110700 e
NR,PERS,N_GE4,DOM,EMP,EU28	: 	: 	270714601 e	: 	243026792 e	286065565 e
NR,PERS,N_GE4,DOM,EMP,FI	14721472 	16043460 	15451699 	16065503 	17607914 	14824737 
NR,PERS,N_GE4,DOM,EMP,HR	6699295 	: 	7372467 	6204350 	: 	: 
NR,PERS,N_GE4,DOM,EMP,HU	8544492 	8857709 	9020458 	: 	: 	: 
NR,PERS,N_GE4,DOM,EMP,LU	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,EMP,LV	: 	1005803 	995299 	2475793 	915503 	1220785 
NR,PERS,N_GE4,DOM,EMP,MT	: 	131593 	98602 	: 	: 	: 
NR,PERS,N_GE4,DOM,EMP,NL	30092431 	31739386 	28437500 	27901223 	30077760 	32207559 
NR,PERS,N_GE4,DOM,EMP,PL	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,EMP,PT	1515197 	15380859 	15337338 	: 	17915644 	13626811 
NR,PERS,N_GE4,DOM,EMP,RO	23067933 	21374998 	20288940 	22804960 	24167170 	23726592 
NR,PERS,N_GE4,DOM,EMP,SI	: 	1041179 	731134 	867021 	984071 	1001254 
NR,PERS,N_GE4,DOM,INAC_OTH,AT	7080675 	7695275 	7536843 	7799392 	8658228 	7951979 
NR,PERS,N_GE4,DOM,INAC_OTH,EA	: 	: 	: 	: 	198771809 e	180419312 e
NR,PERS,N_GE4,DOM,INAC_OTH,EE	638964 u	513408 u	553908 	506697 	251936 	544756 u
NR,PERS,N_GE4,DOM,INAC_OTH,ES	121488865 	119893043 	108685034 b	129996516 	138880439 	118859170 
NR,PERS,N_GE4,DOM,INAC_OTH,EU27	: 	: 	212125531 e	: 	210512189 e	232612207 e
NR,PERS,N_GE4,DOM,INAC_OTH,EU28	: 	: 	219333795 e	: 	210483207 e	232575512 e
NR,PERS,N_GE4,DOM,INAC_OTH,FI	11785442 	12470081 	12133759 	12082078 	12536255 	11546392 
NR,PERS,N_GE4,DOM,INAC_OTH,HR	4915555 	: 	6527206 	5981326 	: 	: 
NR,PERS,N_GE4,DOM,INAC_OTH,HU	6883596 	6865568 	8215656 	: 	: 	: 
NR,PERS,N_GE4,DOM,INAC_OTH,LU	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,INAC_OTH,LV	: 	1423490 	892373 	1295171 	1076040 	1192767 
NR,PERS,N_GE4,DOM,INAC_OTH,MT	: 	44557 u	: c	: 	: 	: 
NR,PERS,N_GE4,DOM,INAC_OTH,NL	26922708 	24189670 	25779121 	23801181 	23772776 	27500939 
NR,PERS,N_GE4,DOM,INAC_OTH,PL	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,INAC_OTH,PT	2552415 	11942011 	13120626 	: 	13756296 	12925454 
NR,PERS,N_GE4,DOM,INAC_OTH,RO	5531890 	6393332 	7173958 	7120501 	7280847 	7718159 
NR,PERS,N_GE4,DOM,INAC_OTH,SI	: 	1093616 	1074643 	851973 	891490 	1034885 
NR,PERS,N_GE4,DOM,UNE,AT	: c	360916 u	: u	: u	: u	: u
NR,PERS,N_GE4,DOM,UNE,EA	: 	: 	: 	: 	38037466 e	35283709 e
NR,PERS,N_GE4,DOM,UNE,EE	: c	: u	: u	: u	: u	: u
NR,PERS,N_GE4,DOM,UNE,ES	28137450 	28280950 	32797963 b	23966047 	27658469 	25546177 
NR,PERS,N_GE4,DOM,UNE,EU27	: 	: 	50285397 e	: 	39698643 e	45849716 e
NR,PERS,N_GE4,DOM,UNE,EU28	: 	: 	53096179 e	: 	39693178 e	45842483 e
NR,PERS,N_GE4,DOM,UNE,FI	2439920 	2534392 	2432888 	1887535 	1782246 	1572974 
NR,PERS,N_GE4,DOM,UNE,HR	1330778 	: 	2510697 	3266027 	: 	: 
NR,PERS,N_GE4,DOM,UNE,HU	167917 	202788 	316561 	: 	: 	: 
NR,PERS,N_GE4,DOM,UNE,LU	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,UNE,LV	: 	: c	406277 u	: u	: u	261374 u
NR,PERS,N_GE4,DOM,UNE,MT	: 	: u	: c	: 	: 	: 
NR,PERS,N_GE4,DOM,UNE,NL	2200400 	6288578 	5655497 	5671882 	5040121 	5279052 
NR,PERS,N_GE4,DOM,UNE,PL	: 	: 	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,UNE,PT	351187 u	1523425 	1786982 	: 	3093133 	1925646 
NR,PERS,N_GE4,DOM,UNE,RO	226198 u	239316 u	224024 u	391512 u	750184 	842797 
NR,PERS,N_GE4,DOM,UNE,SI	: 	: u	: u	: u	: u	161783 u
NR,PERS,N_GE4,DOM,UNK,BE	5817411 b	8400779 	6339055 	6107451 	7683518 	7713838 
NR,PERS,N_GE4,DOM,UNK,BG	11556451 	8188223 	6799905 	7976733 	10455001 	7629947 
NR,PERS,N_GE4,DOM,UNK,CH	: 	17037677 	14267733 	18558527 	17848641 	17044943 
NR,PERS,N_GE4,DOM,UNK,CY	1744309 	1883518 	1475359 	2830300 	3025529 	2460350 
NR,PERS,N_GE4,DOM,UNK,CZ	60503719 	61973674 	54165640 	58977422 	55491568 	56977164 
NR,PERS,N_GE4,DOM,UNK,DE	313742167 	336074122 	349880710 	321755759 	314610697 	318520067 
NR,PERS,N_GE4,DOM,UNK,DK	: 	21764373 	32089977 	27045500 	20813435 b	21706809 
NR,PERS,N_GE4,DOM,UNK,EA	: 	: 	: 	: 	1387425536 e	1403219556 e
NR,PERS,N_GE4,DOM,UNK,EL	: 	43377775 	45416282 	49629753 	45031406 	39750202 
NR,PERS,N_GE4,DOM,UNK,EU27	: 	: 	1810396328 e	: 	1821765171 e	1717369291 e
NR,PERS,N_GE4,DOM,UNK,EU28	: 	: 	1808192365 e	: 	1842971327 e	1737716368 e
NR,PERS,N_GE4,DOM,UNK,FR	666610524 	690845235 	709123796 	784852185 	790872686 	782870751 
NR,PERS,N_GE4,DOM,UNK,HR	: 	14191696 	: 	: 	21112516 	20241647 
NR,PERS,N_GE4,DOM,UNK,HU	: 	: 	: 	20577188 	20968436 	23797129 
NR,PERS,N_GE4,DOM,UNK,IE	7999524 	7908595 	7734977 	7567108 	7817587 	7744732 
NR,PERS,N_GE4,DOM,UNK,IT	184071686 	174189324 	155813090 	166579585 b	205099407 	227205490 
NR,PERS,N_GE4,DOM,UNK,LT	3090804 	3067782 	3064406 	2906691 	3273121 	2884756 
NR,PERS,N_GE4,DOM,UNK,LU	: 	: u	: u	: u	: u	: 
NR,PERS,N_GE4,DOM,UNK,MT	279421 	: 	: 	160072 b	135227 u	253075 u
NR,PERS,N_GE4,DOM,UNK,NL	: 	: 	: 	: 	: 	659779 u
NR,PERS,N_GE4,DOM,UNK,NO	27032040 	: 	24031999 	28064714 	23681549 	: 
NR,PERS,N_GE4,DOM,UNK,PL	155304789 	149000576 	137173442 	130863995 b	132863998 	133664955 
NR,PERS,N_GE4,DOM,UNK,PT	31005322 	: 	: 	32082295 	3146418 	: 
NR,PERS,N_GE4,DOM,UNK,SE	: 	59920355 	60309769 	48761593 	: 	: 
NR,PERS,N_GE4,DOM,UNK,SI	2165949 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,UNK,SK	12296251 	12554421 	11268574 	9466132 	8532204 b	12485448 
NR,PERS,N_GE4,DOM,UNK,UK	: 	: 	: 	: 	161152622 	169397555 
NR,PERS,N_GE4,OUT,ACT_INAC,AT	59571672 	56935242 	53630173 	53975891 	51424533 	52869956 
NR,PERS,N_GE4,OUT,ACT_INAC,BE	76449437 b	84133144 	75283417 	75925977 	74529834 	56194930 
NR,PERS,N_GE4,OUT,ACT_INAC,BG	4263068 	3319357 	3170685 	3495856 	3344367 	3149308 
NR,PERS,N_GE4,OUT,ACT_INAC,CH	: 	103191263 	96290641 	86779600 	85657094 	82506211 
NR,PERS,N_GE4,OUT,ACT_INAC,CY	12088365 	11563037 	10987432 	12516620 	10771023 	11003161 
NR,PERS,N_GE4,OUT,ACT_INAC,CZ	40479974 	35192169 	32314077 	33399954 	35093508 	36258943 
NR,PERS,N_GE4,OUT,ACT_INAC,DE	700467757 	670353933 	622715916 	641773048 	652658478 	592500235 
NR,PERS,N_GE4,OUT,ACT_INAC,DK	: 	42218279 	42963144 	44468886 	42928623 b	43538270 
NR,PERS,N_GE4,OUT,ACT_INAC,EA	: 	: 	: 	: 	1426652278 e	1361013730 e
NR,PERS,N_GE4,OUT,ACT_INAC,EE	5624366 	5335251 	6200388 	5816850 	5331700 	4979565 
NR,PERS,N_GE4,OUT,ACT_INAC,EL	: 	6367902 	6045288 	6785123 	7444111 	4849232 
NR,PERS,N_GE4,OUT,ACT_INAC,ES	94255375 	96102969 	91538249 b	73572266 	73316157 	78520987 
NR,PERS,N_GE4,OUT,ACT_INAC,EU27	: 	: 	1892214258 e	: 	2161692795 e	2078504533 e
NR,PERS,N_GE4,OUT,ACT_INAC,EU28	: 	: 	1905280128 e	: 	2176446109 e	2089473838 e
NR,PERS,N_GE4,OUT,ACT_INAC,FI	40217644 	35672084 	35734931 	35867109 	36689715 	37476370 
NR,PERS,N_GE4,OUT,ACT_INAC,FR	190182085 	177771998 	177070336 	208787903 	194125952 	184816310 
NR,PERS,N_GE4,OUT,ACT_INAC,HR	7695147 	4968352 	13435938 	10834684 	14809310 	11090980 
NR,PERS,N_GE4,OUT,ACT_INAC,HU	23223319 	22514162 	21861520 	20687447 	18464456 	18125195 
NR,PERS,N_GE4,OUT,ACT_INAC,IE	40594835 	39793685 	37087660 	39703714 	39552786 	40172842 
NR,PERS,N_GE4,OUT,ACT_INAC,IT	62004601 	59601540 	72258490 	73588136 b	81081019 	84818249 
NR,PERS,N_GE4,OUT,ACT_INAC,LT	10176233 	9981898 	9814986 	9509334 	11125366 	10217563 
NR,PERS,N_GE4,OUT,ACT_INAC,LU	: 	9171234 	8910437 	8970605 	8647764 	8837587 
NR,PERS,N_GE4,OUT,ACT_INAC,LV	: 	5695578 	5175106 	7252298 	5671029 	5999800 
NR,PERS,N_GE4,OUT,ACT_INAC,MT	2531108 	2455383 	1928447 	1959574 b	2037449 	1805525 
NR,PERS,N_GE4,OUT,ACT_INAC,NL	175069292 	158618406 	154124156 	153138495 	154500157 	158824772 
NR,PERS,N_GE4,OUT,ACT_INAC,NO	52107973 	: 	49842326 	54609899 	42556192 	: 
NR,PERS,N_GE4,OUT,ACT_INAC,PL	105346478 	93352190 	87900673 	93084727 b	68524787 	62109473 
NR,PERS,N_GE4,OUT,ACT_INAC,PT	11175600 	7800228 	8746980 	8600550 	10343743 	7148441 
NR,PERS,N_GE4,OUT,ACT_INAC,RO	8240018 	8161309 	8297365 	9536572 	8603275 	8280933 
NR,PERS,N_GE4,OUT,ACT_INAC,SE	: 	62435888 	50746103 	59063193 	: 	: 
NR,PERS,N_GE4,OUT,ACT_INAC,SI	11602565 	12518181 	11960351 	9997835 	10044954 	10241657 
NR,PERS,N_GE4,OUT,ACT_INAC,SK	17120935 	14554122 	15670276 	10912647 	13182796 b	17902664 
NR,PERS,N_GE4,OUT,ACT_INAC,UK	: 	: 	: 	: 	506465538 	489977475 
NR,PERS,N_GE4,OUT,EDUC,AT	7270348 	7670679 	7215396 	7207448 	6837747 	5941350 
