unit,purpose,duration,partner,quantile,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
NR,PERS,N_GE1,DOM,Q1,EE	971224 	984975 	834265 	851808 	833062 	1746646 
NR,PERS,N_GE1,DOM,Q1,EU27	: 	: 	: 	: 	43694884 e	1779401 e
NR,PERS,N_GE1,DOM,Q1,EU28	: 	: 	: 	: 	43688868 e	1779121 e
NR,PERS,N_GE1,DOM,Q1,NL	9754829 	20464758 	20429092 	18116667 	19779450 	: 
NR,PERS,N_GE1,DOM,Q1,RO	13381433 	15904386 	17761082 	21048743 	22375016 	: 
NR,PERS,N_GE1,DOM,Q2,EA	: 	: 	: 	: 	26195986 e	465622 e
NR,PERS,N_GE1,DOM,Q2,EE	1117753 	1033587 	1037828 	1166081 	571397 	465564 
NR,PERS,N_GE1,DOM,Q2,EU27	: 	: 	: 	: 	51374518 e	474295 e
NR,PERS,N_GE1,DOM,Q2,EU28	: 	: 	: 	: 	51367445 e	474220 e
NR,PERS,N_GE1,DOM,Q2,NL	24374569 	22043912 	21439039 	23266461 	25621375 	: 
NR,PERS,N_GE1,DOM,Q2,RO	23156839 	24642048 	24671439 	26205030 	24350069 	: 
NR,PERS,N_GE1,DOM,Q3,EA	: 	: 	: 	: 	33427900 e	682679 e
NR,PERS,N_GE1,DOM,Q3,EE	1508539 	1541084 	1390119 	1066929 	691982 	682595 
NR,PERS,N_GE1,DOM,Q3,EU27	: 	: 	: 	: 	44674870 e	695396 e
NR,PERS,N_GE1,DOM,Q3,EU28	: 	: 	: 	: 	44668720 e	695287 e
NR,PERS,N_GE1,DOM,Q3,NL	29313868 	33710762 	32156157 	32095714 	32731816 	: 
NR,PERS,N_GE1,DOM,Q3,RO	16269108 	11883515 	8745164 	8789546 	10527851 	: 
NR,PERS,N_GE1,DOM,Q4,EA	: 	: 	: 	: 	18791993 e	1595643 e
NR,PERS,N_GE1,DOM,Q4,EE	2397678 	2135190 	1972537 	1669676 	1357900 	1595447 
NR,PERS,N_GE1,DOM,Q4,EU27	: 	: 	: 	: 	21107858 e	1625367 e
NR,PERS,N_GE1,DOM,Q4,EU28	: 	: 	: 	: 	21104952 e	1625111 e
NR,PERS,N_GE1,DOM,Q4,NL	28400927 	19035549 	17644961 	17740885 	17431787 	: 
NR,PERS,N_GE1,DOM,Q4,RO	2719231 	1451382 	1057816 	842765 	1976465 	: 
NR,PERS,N_GE1,DOM,TOTAL,AT	33592561 	35276382 	32288527 	32989548 	34730046 	33244872 
NR,PERS,N_GE1,DOM,TOTAL,BE	9997927 b	11604368 	10461465 	8797211 	10831847 	10614008 
NR,PERS,N_GE1,DOM,TOTAL,BG	17290218 	11552339 	9832474 	12048640 	14301552 	11472056 
NR,PERS,N_GE1,DOM,TOTAL,CH	: 	23931399 	21121674 	25526220 	25592239 	23911932 
NR,PERS,N_GE1,DOM,TOTAL,CY	3694277 	3787129 	3333188 	4437376 	4563297 	4283424 
NR,PERS,N_GE1,DOM,TOTAL,CZ	99195815 	96211550 	85637316 	96055502 	88930596 	93177462 
NR,PERS,N_GE1,DOM,TOTAL,DE	472740247 	504730126 	527892524 	483592143 	490555760 	486135358 
NR,PERS,N_GE1,DOM,TOTAL,DK	: 	48579506 	62389853 	57100818 	50354608 b	48635464 
NR,PERS,N_GE1,DOM,TOTAL,EA	: 	: 	: 	: 	2599925984 e	2600078631 e
NR,PERS,N_GE1,DOM,TOTAL,EE	5995193 	5694836 	5234750 	4754493 	3454342 	4490253 
NR,PERS,N_GE1,DOM,TOTAL,EL	: 	46438077 	48659889 	53211514 	47954682 	45245827 
NR,PERS,N_GE1,DOM,TOTAL,ES	500025543 	488971575 	462052629 b	502160855 	531720065 	511456481 
NR,PERS,N_GE1,DOM,TOTAL,EU27	: 	: 	: 	: 	3381187982 e	3371164641 e
NR,PERS,N_GE1,DOM,TOTAL,EU28	: 	: 	: 	: 	3408004074 e	3397176979 e
NR,PERS,N_GE1,DOM,TOTAL,FI	73236617 	73357735 	72498493 	71829401 	75620319 	73470314 
NR,PERS,N_GE1,DOM,TOTAL,FR	845729827 	851734199 	872330385 	969343508 	972826876 	967732011 
NR,PERS,N_GE1,DOM,TOTAL,HR	17361804 	16792297 	22162682 	24557091 	26843640 	26059625 
NR,PERS,N_GE1,DOM,TOTAL,HU	35586530 	36044441 	37550588 	38471996 	37426211 	44102860 
NR,PERS,N_GE1,DOM,TOTAL,IE	18362480 	17901733 	17251733 	15919165 	15714131 	15767017 
NR,PERS,N_GE1,DOM,TOTAL,IT	225136603 	218250118 	190390468 	202908804 b	238427403 	269361020 
NR,PERS,N_GE1,DOM,TOTAL,LT	6318709 	6229493 	6467404 	6302944 	6394134 	6168173 
NR,PERS,N_GE1,DOM,TOTAL,LU	: 	97873 u	86336 	65628 	108013 	114612 
NR,PERS,N_GE1,DOM,TOTAL,LV	: 	7098048 	6375065 	8213632 	6918787 	7678334 
NR,PERS,N_GE1,DOM,TOTAL,MT	694915 	613109 	551343 	499094 b	456801 	583761 
NR,PERS,N_GE1,DOM,TOTAL,NL	91844194 	95254981 	91669250 	91219727 	95564428 	106035696 
NR,PERS,N_GE1,DOM,TOTAL,NO	43610224 	41842344 	39720165 	44991829 	37166298 	: 
NR,PERS,N_GE1,DOM,TOTAL,PL	207862902 	197637995 	181259811 	172801458 b	183494834 	180907884 
NR,PERS,N_GE1,DOM,TOTAL,PT	52986444 	48182192 	48840077 	46816092 	56017699 	45267559 
NR,PERS,N_GE1,DOM,TOTAL,RO	55526611 	53881331 	52235501 	56886084 	59229401 	58910475 
NR,PERS,N_GE1,DOM,TOTAL,SE	: 	94268876 	95387692 	79497403 	: 	: 
NR,PERS,N_GE1,DOM,TOTAL,SI	4700358 	4834375 	4303713 	4717245 	5144431 	5358753 
NR,PERS,N_GE1,DOM,TOTAL,SK	21333741 	21245629 	18311661 	15264601 	14057444 b	16404408 
NR,PERS,N_GE1,DOM,TOTAL,UK	: 	: 	: 	: 	279794442 	289985777 
NR,PERS,N_GE1,DOM,UNK,AT	33592561 	35276382 	32288527 	32989548 	34730046 	33244872 
NR,PERS,N_GE1,DOM,UNK,BE	9997927 b	11604368 	10461465 	8797211 	10831847 	10614008 
NR,PERS,N_GE1,DOM,UNK,BG	17290218 	11552339 	9832474 	12048640 	14301552 	11472056 
NR,PERS,N_GE1,DOM,UNK,CH	: 	23931399 	21121674 	25526220 	25592239 	23911932 
NR,PERS,N_GE1,DOM,UNK,CY	3694277 	3787129 	3333188 	4437376 	4563297 	4283424 
NR,PERS,N_GE1,DOM,UNK,CZ	99195815 	96211550 	85637316 	96055502 	88930596 	93177462 
NR,PERS,N_GE1,DOM,UNK,DE	472740247 	504730126 	527892524 	483592143 	490555760 	486135358 
NR,PERS,N_GE1,DOM,UNK,DK	: 	48579506 	62389853 	57100818 	50354608 b	48635464 
NR,PERS,N_GE1,DOM,UNK,EA	: 	: 	: 	: 	2500895063 e	2595587826 e
NR,PERS,N_GE1,DOM,UNK,EL	: 	46438077 	48659889 	53211514 	47954682 	45245827 
NR,PERS,N_GE1,DOM,UNK,ES	500025543 	488971575 	462052629 b	502160855 	531720065 	511456481 
NR,PERS,N_GE1,DOM,UNK,EU27	: 	: 	: 	: 	3220335852 e	3366590181 e
NR,PERS,N_GE1,DOM,UNK,EU28	: 	: 	: 	: 	3247174089 e	3392603241 e
NR,PERS,N_GE1,DOM,UNK,FI	73236617 	73357735 	72498493 	71829401 	75620319 	73470314 
NR,PERS,N_GE1,DOM,UNK,FR	845729827 	851734199 	872330385 	969343508 	972826876 	967732011 
NR,PERS,N_GE1,DOM,UNK,HR	17361804 	16792297 	22162682 	24557091 	26843640 	26059625 
NR,PERS,N_GE1,DOM,UNK,HU	35586530 	36044441 	37550588 	38471996 	37426211 	44102860 
NR,PERS,N_GE1,DOM,UNK,IE	18362480 	17901733 	17251733 	15919165 	15714131 	15767017 
NR,PERS,N_GE1,DOM,UNK,IT	225136603 	218250118 	190390468 	202908804 b	238427403 	269361020 
NR,PERS,N_GE1,DOM,UNK,LT	6318709 	6229493 	6467404 	6302944 	6394134 	6168173 
NR,PERS,N_GE1,DOM,UNK,LU	: 	97873 u	86336 	65628 	108013 	114612 
NR,PERS,N_GE1,DOM,UNK,LV	: 	7098048 	6375065 	8213632 	6918787 	7678334 
NR,PERS,N_GE1,DOM,UNK,MT	694915 	613109 	551343 	499094 b	456801 	583761 
NR,PERS,N_GE1,DOM,UNK,NL	: 	: 	: 	: 	: 	106035696 
NR,PERS,N_GE1,DOM,UNK,NO	43610224 	41842344 	39720165 	44991829 	37166298 	: 
NR,PERS,N_GE1,DOM,UNK,PL	207862902 	197637995 	181259811 	172801458 b	183494834 	180907884 
NR,PERS,N_GE1,DOM,UNK,PT	52986444 	48182192 	48840077 	46816092 	56017699 	45267559 
NR,PERS,N_GE1,DOM,UNK,RO	: 	: 	: 	: 	: 	58910475 
NR,PERS,N_GE1,DOM,UNK,SE	: 	94268876 	95387692 	79497403 	: 	: 
NR,PERS,N_GE1,DOM,UNK,SI	4700358 	4834375 	4303713 	4717245 	5144431 	5358753 
NR,PERS,N_GE1,DOM,UNK,SK	21333741 	21245629 	18311661 	15264601 	14057444 b	16404408 
NR,PERS,N_GE1,DOM,UNK,UK	: 	: 	: 	: 	279794442 	289985777 
NR,PERS,N_GE1,OUT,Q1,EA	: 	: 	: 	: 	21177926 e	957512 e
NR,PERS,N_GE1,OUT,Q1,EE	1137287 	971904 	1558136 	1473081 	1149192 	957394 
NR,PERS,N_GE1,OUT,Q1,EU27	: 	: 	: 	: 	24118652 e	975348 e
NR,PERS,N_GE1,OUT,Q1,EU28	: 	: 	: 	: 	24115332 e	975195 e
NR,PERS,N_GE1,OUT,Q1,NL	14041038 	23847153 	26829920 	19389654 	20026136 	: 
NR,PERS,N_GE1,OUT,Q1,RO	1655106 	2065104 	2313621 	2459672 	2552879 	: 
NR,PERS,N_GE1,OUT,Q2,EA	: 	: 	: 	: 	35191780 e	337620 e
NR,PERS,N_GE1,OUT,Q2,EE	895277 	1208756 	1147667 	1177620 	1024654 	337578 u
NR,PERS,N_GE1,OUT,Q2,EU27	: 	: 	: 	: 	39593566 e	343909 u
NR,PERS,N_GE1,OUT,Q2,EU28	: 	: 	: 	: 	39588115 e	343855 u
NR,PERS,N_GE1,OUT,Q2,NL	31572895 	30242941 	29843838 	33702233 	34162808 	: 
NR,PERS,N_GE1,OUT,Q2,RO	2983040 	3084253 	3445207 	4501214 	3765143 	: 
NR,PERS,N_GE1,OUT,Q3,EA	: 	: 	: 	: 	57968587 e	2040570 e
NR,PERS,N_GE1,OUT,Q3,EE	1752210 	1634721 	1935242 	1730424 	1692841 	2040319 
NR,PERS,N_GE1,OUT,Q3,EU27	: 	: 	: 	: 	60902619 e	2078582 e
NR,PERS,N_GE1,OUT,Q3,EU28	: 	: 	: 	: 	60894234 e	2078254 e
NR,PERS,N_GE1,OUT,Q3,NL	52773758 	60126960 	59109983 	57509238 	56268633 	: 
NR,PERS,N_GE1,OUT,Q3,RO	3080105 	2545834 	2323998 	2207412 	1955221 	: 
NR,PERS,N_GE1,OUT,Q4,EA	: 	: 	: 	: 	54276650 e	2616523 e
NR,PERS,N_GE1,OUT,Q4,EE	2671059 	2323299 	2315564 	2403624 	2290896 	2616201 
NR,PERS,N_GE1,OUT,Q4,EU27	: 	: 	: 	: 	55814143 e	2665264 e
NR,PERS,N_GE1,OUT,Q4,EU28	: 	: 	: 	: 	55806459 e	2664843 e
NR,PERS,N_GE1,OUT,Q4,NL	85860542 	52711069 	46422441 	50539946 	51979094 	: 
NR,PERS,N_GE1,OUT,Q4,RO	847867 	845349 	497319 	549380 	640604 	: 
NR,PERS,N_GE1,OUT,TOTAL,AT	67134783 	64350394 	60094287 	60696251 	57803638 	59525851 
NR,PERS,N_GE1,OUT,TOTAL,BE	83821382 b	92165154 	81614473 	82047705 	80248519 	60824281 
NR,PERS,N_GE1,OUT,TOTAL,BG	4699955 	3664727 	3468163 	3914769 	3710516 	3473855 
NR,PERS,N_GE1,OUT,TOTAL,CH	: 	111740849 	105848968 	94567408 	93979946 	89642399 
NR,PERS,N_GE1,OUT,TOTAL,CY	12706834 	12050210 	11397660 	12903025 	11229079 	11416886 
NR,PERS,N_GE1,OUT,TOTAL,CZ	43521929 	38171568 	35150113 	36173148 	37734003 	38605577 
NR,PERS,N_GE1,OUT,TOTAL,DE	735479873 	710015465 	659056780 	674373611 	687468366 	625053812 
NR,PERS,N_GE1,OUT,TOTAL,DK	: 	47061303 	48389729 	49377238 	47721046 b	46905787 
NR,PERS,N_GE1,OUT,TOTAL,EA	: 	: 	: 	: 	1520114092 e	1454634082 e
NR,PERS,N_GE1,OUT,TOTAL,EE	6455834 	6138680 	6956608 	6784749 	6157583 	5951493 
NR,PERS,N_GE1,OUT,TOTAL,EL	: 	6608837 	6315636 	7035865 	7608731 	5062877 
NR,PERS,N_GE1,OUT,TOTAL,ES	103434499 	103910998 	99288612 b	80414399 	79277226 	85101478 
NR,PERS,N_GE1,OUT,TOTAL,EU27	: 	: 	: 	: 	2292093221 e	2206185491 e
NR,PERS,N_GE1,OUT,TOTAL,EU28	: 	: 	: 	: 	2308905826 e	2219313653 e
NR,PERS,N_GE1,OUT,TOTAL,FI	47327664 	42334967 	42409818 	42180695 	43102471 	44126297 
NR,PERS,N_GE1,OUT,TOTAL,FR	203642094 	188264084 	188187740 	220610227 	205072772 	195798952 
NR,PERS,N_GE1,OUT,TOTAL,HR	9271368 	6285651 	15430272 	12865266 	16853207 	13230205 
NR,PERS,N_GE1,OUT,TOTAL,HU	29167464 	28044466 	26388516 	24680600 	21795858 	20972035 
NR,PERS,N_GE1,OUT,TOTAL,IE	45201559 	43230873 	40660382 	43007844 	42799485 	43343438 
NR,PERS,N_GE1,OUT,TOTAL,IT	69205268 	65582341 	78578121 	79431324 b	86828118 	92758271 
NR,PERS,N_GE1,OUT,TOTAL,LT	11050420 	10867205 	10695557 	10350505 	11959497 	11057591 
NR,PERS,N_GE1,OUT,TOTAL,LU	: 	10133127 	10123118 	10260723 	9675281 	9828657 
NR,PERS,N_GE1,OUT,TOTAL,LV	: 	6581925 	6025827 	8006680 	6426076 	6910338 
NR,PERS,N_GE1,OUT,TOTAL,MT	2802551 	2675948 	2094275 	2106167 b	2186293 	1925212 
NR,PERS,N_GE1,OUT,TOTAL,NL	184248233 	166928124 	162206182 	161141070 	162436671 	167031525 
NR,PERS,N_GE1,OUT,TOTAL,NO	56892777 	52894088 	54950530 	60041150 	47158718 	: 
NR,PERS,N_GE1,OUT,TOTAL,PL	109945436 	97619379 	91940227 	96718656 b	72280049 	65778608 
NR,PERS,N_GE1,OUT,TOTAL,PT	12108991 	8707106 	9505275 	9206108 	10804834 	7797407 
NR,PERS,N_GE1,OUT,TOTAL,RO	8566118 	8540541 	8580145 	9717677 	8913847 	8514633 
NR,PERS,N_GE1,OUT,TOTAL,SE	: 	68150282 	56966024 	65217337 	: 	: 
NR,PERS,N_GE1,OUT,TOTAL,SI	14383915 	14869864 	14463022 	12279551 	12409445 	12160470 
NR,PERS,N_GE1,OUT,TOTAL,SK	19346846 	16193276 	16859354 	12435438 	13997790 b	18840811 
NR,PERS,N_GE1,OUT,TOTAL,UK	: 	: 	: 	: 	524519146 	507419923 
NR,PERS,N_GE1,OUT,UNK,AT	67134783 	64350394 	60094287 	60696251 	57803638 	59525851 
NR,PERS,N_GE1,OUT,UNK,BE	83821382 b	92165154 	81614473 	82047705 	80248519 	60824281 
NR,PERS,N_GE1,OUT,UNK,BG	4699955 	3664727 	3468163 	3914769 	3710516 	3473855 
NR,PERS,N_GE1,OUT,UNK,CH	: 	111740849 	105848968 	94567408 	93979946 	89642399 
NR,PERS,N_GE1,OUT,UNK,CY	12706834 	12050210 	11397660 	12903025 	11229079 	11416886 
NR,PERS,N_GE1,OUT,UNK,CZ	43521929 	38171568 	35150113 	36173148 	37734003 	38605577 
NR,PERS,N_GE1,OUT,UNK,DE	735479873 	710015465 	659056780 	674373611 	687468366 	625053812 
NR,PERS,N_GE1,OUT,UNK,DK	: 	47061303 	48389729 	49377238 	47721046 b	46905787 
NR,PERS,N_GE1,OUT,UNK,EA	: 	: 	: 	: 	1351499149 e	1448681856 e
NR,PERS,N_GE1,OUT,UNK,EL	: 	6608837 	6315636 	7035865 	7608731 	5062877 
NR,PERS,N_GE1,OUT,UNK,ES	103434499 	103910998 	99288612 b	80414399 	79277226 	85101478 
NR,PERS,N_GE1,OUT,UNK,EU27	: 	: 	: 	: 	2111664241 e	2200122388 e
NR,PERS,N_GE1,OUT,UNK,EU28	: 	: 	: 	: 	2128501686 e	2213251506 e
NR,PERS,N_GE1,OUT,UNK,FI	47327664 	42334967 	42409818 	42180695 	43102471 	44126297 
NR,PERS,N_GE1,OUT,UNK,FR	203642094 	188264084 	188187740 	220610227 	205072772 	195798952 
NR,PERS,N_GE1,OUT,UNK,HR	9271368 	6285651 	15430272 	12865266 	16853207 	13230205 
NR,PERS,N_GE1,OUT,UNK,HU	29167464 	28044466 	26388516 	24680600 	21795858 	20972035 
NR,PERS,N_GE1,OUT,UNK,IE	45201559 	43230873 	40660382 	43007844 	42799485 	43343438 
NR,PERS,N_GE1,OUT,UNK,IT	69205268 	65582341 	78578121 	79431324 b	86828118 	92758271 
NR,PERS,N_GE1,OUT,UNK,LT	11050420 	10867205 	10695557 	10350505 	11959497 	11057591 
NR,PERS,N_GE1,OUT,UNK,LU	: 	10133127 	10123118 	10260723 	9675281 	9828657 
NR,PERS,N_GE1,OUT,UNK,LV	: 	6581925 	6025827 	8006680 	6426076 	6910338 
NR,PERS,N_GE1,OUT,UNK,MT	2802551 	2675948 	2094275 	2106167 b	2186293 	1925212 
NR,PERS,N_GE1,OUT,UNK,NL	: 	: 	: 	: 	: 	167031525 
NR,PERS,N_GE1,OUT,UNK,NO	56892777 	52894088 	54950530 	60041150 	47158718 	: 
NR,PERS,N_GE1,OUT,UNK,PL	109945436 	97619379 	91940227 	96718656 b	72280049 	65778608 
NR,PERS,N_GE1,OUT,UNK,PT	12108991 	8707106 	9505275 	9206108 	10804834 	7797407 
NR,PERS,N_GE1,OUT,UNK,RO	: 	: 	: 	: 	: 	8514633 
NR,PERS,N_GE1,OUT,UNK,SE	: 	68150282 	56966024 	65217337 	: 	: 
NR,PERS,N_GE1,OUT,UNK,SI	14383915 	14869864 	14463022 	12279551 	12409445 	12160470 
NR,PERS,N_GE1,OUT,UNK,SK	19346846 	16193276 	16859354 	12435438 	13997790 b	18840811 
NR,PERS,N_GE1,OUT,UNK,UK	: 	: 	: 	: 	524519146 	507419923 
NR,PERS,N_GE1,WORLD,Q1,EA	: 	: 	: 	: 	41792968 e	2704373 e
NR,PERS,N_GE1,WORLD,Q1,EE	2108511 	1956879 	2392401 	2324889 	1982254 	2704040 
NR,PERS,N_GE1,WORLD,Q1,EU27	: 	: 	: 	: 	67813536 e	2754750 e
NR,PERS,N_GE1,WORLD,Q1,EU28	: 	: 	: 	: 	67804200 e	2754315 e
NR,PERS,N_GE1,WORLD,Q1,NL	23795867 	44311911 	47259012 	37506321 	39805585 	: 
NR,PERS,N_GE1,WORLD,Q1,RO	15036539 	17969490 	20074703 	23508414 	24927895 	: 
NR,PERS,N_GE1,WORLD,Q2,EA	: 	: 	: 	: 	61387766 e	803242 e
NR,PERS,N_GE1,WORLD,Q2,EE	2013030 	2242343 	2185495 	2343701 	1596051 	803143 
NR,PERS,N_GE1,WORLD,Q2,EU27	: 	: 	: 	: 	90968085 e	818204 e
NR,PERS,N_GE1,WORLD,Q2,EU28	: 	: 	: 	: 	90955561 e	818075 e
NR,PERS,N_GE1,WORLD,Q2,NL	55947465 	52286853 	51282878 	56968694 	59784184 	: 
NR,PERS,N_GE1,WORLD,Q2,RO	26139879 	27726302 	28116646 	30706245 	28115211 	: 
NR,PERS,N_GE1,WORLD,Q3,EA	: 	: 	: 	: 	91396487 e	2723250 e
NR,PERS,N_GE1,WORLD,Q3,EE	3260749 	3175805 	3325361 	2797353 	2384824 	2722915 
NR,PERS,N_GE1,WORLD,Q3,EU27	: 	: 	: 	: 	105577489 e	2773978 e
NR,PERS,N_GE1,WORLD,Q3,EU28	: 	: 	: 	: 	105562954 e	2773541 e
NR,PERS,N_GE1,WORLD,Q3,NL	82087627 	93837722 	91266140 	89604952 	89000449 	: 
NR,PERS,N_GE1,WORLD,Q3,RO	19349213 	14429349 	11069162 	10996957 	12483072 	: 
NR,PERS,N_GE1,WORLD,Q4,EA	: 	: 	: 	: 	73068643 e	4212166 e
NR,PERS,N_GE1,WORLD,Q4,EE	5068737 	4458489 	4288101 	4073300 	3648796 	4211648 
NR,PERS,N_GE1,WORLD,Q4,EU27	: 	: 	: 	: 	76922000 e	4290631 e
NR,PERS,N_GE1,WORLD,Q4,EU28	: 	: 	: 	: 	76911410 e	4289954 e
NR,PERS,N_GE1,WORLD,Q4,NL	114261468 	71746619 	64067402 	68280830 	69410881 	: 
NR,PERS,N_GE1,WORLD,Q4,RO	3567098 	2296731 	1555135 	1392145 	2617070 	: 
NR,PERS,N_GE1,WORLD,TOTAL,AT	100727344 	99626776 	92382814 	93685800 	92533683 	92770723 
NR,PERS,N_GE1,WORLD,TOTAL,BE	93819309 b	103769522 	92075939 	90844916 	91080366 	71438289 
NR,PERS,N_GE1,WORLD,TOTAL,BG	21990173 	15217066 	13300637 	15963409 	18012068 	14945911 
NR,PERS,N_GE1,WORLD,TOTAL,CH	: 	135672248 	126970643 	120093628 	119572184 	113554331 
NR,PERS,N_GE1,WORLD,TOTAL,CY	16401111 	15837339 	14730847 	17340400 	15792375 	15700310 
NR,PERS,N_GE1,WORLD,TOTAL,CZ	142717744 	134383118 	120787429 	132228650 	126664599 	131783039 
NR,PERS,N_GE1,WORLD,TOTAL,DE	1208220120 	1214745591 	1186949304 	1157965754 	1178024126 	1111189169 
NR,PERS,N_GE1,WORLD,TOTAL,DK	: 	95640809 	110779582 	106478056 	98075654 b	95541251 
NR,PERS,N_GE1,WORLD,TOTAL,EA	: 	: 	: 	: 	4120040076 e	4054712713 e
NR,PERS,N_GE1,WORLD,TOTAL,EE	12451028 	11833516 	12191358 	11539242 	9611925 	10441746 
NR,PERS,N_GE1,WORLD,TOTAL,EL	: 	53046915 	54975525 	60247379 	55563413 	50308704 
NR,PERS,N_GE1,WORLD,TOTAL,ES	603460042 	592882573 	561341240 b	582575255 	610997292 	596557958 
NR,PERS,N_GE1,WORLD,TOTAL,EU27	: 	: 	: 	: 	5673281203 e	5577350131 e
NR,PERS,N_GE1,WORLD,TOTAL,EU28	: 	: 	: 	: 	5716909900 e	5616490632 e
NR,PERS,N_GE1,WORLD,TOTAL,FI	120564281 	115692701 	114908310 	114010096 	118722790 	117596611 
NR,PERS,N_GE1,WORLD,TOTAL,FR	1049371921 	1039998283 	1060518125 	1189953735 	1177899648 	1163530963 
NR,PERS,N_GE1,WORLD,TOTAL,HR	26633172 	23077948 	37592955 	37422357 	43696848 	39289830 
NR,PERS,N_GE1,WORLD,TOTAL,HU	64753994 	64088907 	63939104 	63152596 	59222069 	65074895 
NR,PERS,N_GE1,WORLD,TOTAL,IE	63564039 	61132606 	57912115 	58927009 	58513616 	59110454 
NR,PERS,N_GE1,WORLD,TOTAL,IT	294341871 	283832459 	268968590 	282340127 b	325255520 	362119290 
NR,PERS,N_GE1,WORLD,TOTAL,LT	17369129 	17096697 	17162961 	16653449 	18353632 	17225764 
NR,PERS,N_GE1,WORLD,TOTAL,LU	: 	10230999 	10209454 	10326351 	9783294 	9943269 
NR,PERS,N_GE1,WORLD,TOTAL,LV	: 	13679973 	12400892 	16220312 	13344863 	14588672 
NR,PERS,N_GE1,WORLD,TOTAL,MT	3497465 	3289057 	2645618 	2605261 b	2643094 	2508974 
NR,PERS,N_GE1,WORLD,TOTAL,NL	276092427 	262183104 	253875431 	252360797 	258001099 	273067221 
NR,PERS,N_GE1,WORLD,TOTAL,NO	100503001 	94736432 	94670695 	105032979 	84325016 	: 
NR,PERS,N_GE1,WORLD,TOTAL,PL	317808338 	295257374 	273200038 	269520113 b	255774882 	246686493 
NR,PERS,N_GE1,WORLD,TOTAL,PT	65095435 	56889299 	58345352 	56022200 	66822533 	53064966 
NR,PERS,N_GE1,WORLD,TOTAL,RO	64092728 	62421872 	60815646 	66603761 	68143249 	67425108 
NR,PERS,N_GE1,WORLD,TOTAL,SE	: 	162419158 	152353716 	144714740 	: 	: 
NR,PERS,N_GE1,WORLD,TOTAL,SI	19084273 	19704239 	18766734 	16996796 	17553876 	17519223 
NR,PERS,N_GE1,WORLD,TOTAL,SK	40680587 	37438905 	35171016 	27700039 	28055234 b	35245219 
NR,PERS,N_GE1,WORLD,TOTAL,UK	: 	: 	: 	: 	804313588 	797405700 
NR,PERS,N_GE1,WORLD,UNK,AT	100727344 	99626776 	92382814 	93685800 	92533683 	92770723 
NR,PERS,N_GE1,WORLD,UNK,BE	93819309 b	103769522 	92075939 	90844916 	91080366 	71438289 
NR,PERS,N_GE1,WORLD,UNK,BG	21990173 	15217066 	13300637 	15963409 	18012068 	14945911 
NR,PERS,N_GE1,WORLD,UNK,CH	: 	135672248 	126970643 	120093628 	119572184 	113554331 
NR,PERS,N_GE1,WORLD,UNK,CY	16401111 	15837339 	14730847 	17340400 	15792375 	15700310 
NR,PERS,N_GE1,WORLD,UNK,CZ	142717744 	134383118 	120787429 	132228650 	126664599 	131783039 
NR,PERS,N_GE1,WORLD,UNK,DE	1208220120 	1214745591 	1186949304 	1157965754 	1178024126 	1111189169 
NR,PERS,N_GE1,WORLD,UNK,DK	: 	95640809 	110779582 	106478056 	98075654 b	95541251 
NR,PERS,N_GE1,WORLD,UNK,EA	: 	: 	: 	: 	3852394212 e	4044269682 e
NR,PERS,N_GE1,WORLD,UNK,EL	: 	53046915 	54975525 	60247379 	55563413 	50308704 
NR,PERS,N_GE1,WORLD,UNK,ES	603460042 	592882573 	561341240 b	582575255 	610997292 	596557958 
NR,PERS,N_GE1,WORLD,UNK,EU27	: 	: 	: 	: 	5332000093 e	5566712568 e
NR,PERS,N_GE1,WORLD,UNK,EU28	: 	: 	: 	: 	5375675775 e	5605854747 e
NR,PERS,N_GE1,WORLD,UNK,FI	120564281 	115692701 	114908310 	114010096 	118722790 	117596611 
NR,PERS,N_GE1,WORLD,UNK,FR	1049371921 	1039998283 	1060518125 	1189953735 	1177899648 	1163530963 
NR,PERS,N_GE1,WORLD,UNK,HR	26633172 	23077948 	37592955 	37422357 	43696848 	39289830 
NR,PERS,N_GE1,WORLD,UNK,HU	64753994 	64088907 	63939104 	63152596 	59222069 	65074895 
NR,PERS,N_GE1,WORLD,UNK,IE	63564039 	61132606 	57912115 	58927009 	58513616 	59110454 
NR,PERS,N_GE1,WORLD,UNK,IT	294341871 	283832459 	268968590 	282340127 b	325255520 	362119290 
NR,PERS,N_GE1,WORLD,UNK,LT	17369129 	17096697 	17162961 	16653449 	18353632 	17225764 
NR,PERS,N_GE1,WORLD,UNK,LU	: 	10230999 	10209454 	10326351 	9783294 	9943269 
NR,PERS,N_GE1,WORLD,UNK,LV	: 	13679973 	12400892 	16220312 	13344863 	14588672 
NR,PERS,N_GE1,WORLD,UNK,MT	3497465 	3289057 	2645618 	2605261 b	2643094 	2508974 
NR,PERS,N_GE1,WORLD,UNK,NL	: 	: 	: 	: 	: 	273067221 
NR,PERS,N_GE1,WORLD,UNK,NO	100503001 	94736432 	94670695 	105032979 	84325016 	: 
NR,PERS,N_GE1,WORLD,UNK,PL	317808338 	295257374 	273200038 	269520113 b	255774882 	246686493 
NR,PERS,N_GE1,WORLD,UNK,PT	65095435 	56889299 	58345352 	56022200 	66822533 	53064966 
NR,PERS,N_GE1,WORLD,UNK,RO	: 	: 	: 	: 	: 	67425108 
