unit,purpose,duration,partner,tra_mode,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
NR,PERS,N_GE1,OUT,TOTAL,LU	: 	10133127 	10123118 	10260723 	9675281 	9828657 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,TOTAL,LV	: 	6581925 	6025827 	8006680 	6426076 	6910338 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,TOTAL,MT	2802551 	2675948 	2094275 	2106167 b	2186293 	1925212 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,TOTAL,NL	184248233 	166928124 	162206182 	161141070 	162436671 	167031525 b	: 	: 	: 	: 	: 	139365000 	141527000 	145195000 	137483000 	137321000 	126685000 	126417000 	129694000 	128198000 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,TOTAL,NO	56892777 	52894088 	54950530 	60041150 	47158718 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,TOTAL,PL	109945436 	97619379 	91940227 	96718656 b	72280049 	65778608 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,TOTAL,PT	12108991 	8707106 	9505275 	9206108 	10804834 	7797407 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,TOTAL,RO	8566118 	8540541 	8580145 	9717677 	8913847 	8514633 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,TOTAL,SE	: 	68150282 	56966024 	65217337 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,TOTAL,SI	14383915 	14869864 	14463022 	12279551 	12409445 	12160470 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,TOTAL,SK	19346846 	16193276 	16859354 	12435438 	13997790 b	18840811 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,TOTAL,UK	: 	: 	: 	: 	524519146 	507419923 	: 	: 	: 	: 	: 	: 	: 	: 	458161000 	471600000 	489900000 	460400000 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,WW,AT	: c	369794 u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,WW,BE	845104 b	711757 	516174 u	852551 	546025 u	1425792 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,WW,BG	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,WW,CH	: 	2167739 u	865336 u	1492898 u	1508676 u	1486336 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,WW,CY	135797 u	140260 u	181758 	269751 	207907 	197826 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,WW,CZ	: c	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,WW,DE	30413194 	27516651 	23762533 	19573248 	29194287 	31640161 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,WW,DK	: 	561881 u	971350 u	956910 u	1226410 bu	543921 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,WW,EA	: 	: 	: 	48944942 e	61282696 e	65042917 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,WW,EE	722062 	607762 	753298 	821871 	596451 	1021050 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,WW,EL	: 	170587 u	220729 u	165634 u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,WW,ES	5931168 	3808776 	3979053 b	3849338 	5480530 	4560572 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,WW,EU27	: 	: 	69288043 e	63052762 e	111780344 e	108551814 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,WW,EU28	: 	: 	69384571 e	63131767 e	111797373 e	109006527 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,WW,FI	7503356 	7128842 	7188289 	7135446 	7510063 	8477214 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,WW,FR	3893117 	3328209 	4146970 	5125306 	4438828 	4663020 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,WW,HR	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,WW,IE	2176027 	2417989 	2075675 	2377248 	2972260 	3153209 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,WW,IT	3779196 u	: u	8698473 	5489670 bu	6441410 	6462446 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,WW,LT	382631 	406264 	271213 	248729 	422608 	923375 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,WW,LU	: 	96570 u	150685 	93718 	79843 u	114203 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,WW,LV	: 	237155 u	320419 u	436228 	216443 	325023 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,WW,MT	139090 	186738 	107739 	109735 b	66475 	42039 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,WW,NL	1908581 	1566526 	1890028 	2492535 	3053615 	2378319 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,WW,NO	1806624 	2052118 	1575530 	2371447 	2243038 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,WW,PL	2380690 	1792933 	1468987 	1329601 b	834522 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,WW,PT	148241 u	127682 u	105366 u	: u	259014 u	221636 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,WW,RO	: c	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,WW,SE	: 	3929155 	3130980 	3009347 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,WW,SI	: c	: u	: u	: u	: u	333310 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,WW,SK	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,WW,UK	: 	: 	: 	: 	45650727 	39377280 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,AIR,AT	29850320 	28786227 	27104426 	26931245 	27902278 	26777864 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,AIR,BE	41017479 b	41327266 	35913993 	36315945 	35516533 	22751616 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,AIR,BG	1886793 	1727630 	1358503 	1611873 	1565545 	1398909 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,AIR,CH	: 	63510972 	55433209 	49296552 	46371530 	42225556 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,AIR,CY	12571037 	11909950 	11212655 	12633273 	11021171 	11219060 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,AIR,CZ	17544336 	13674174 	11937080 	13396959 	15251890 	16065527 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,AIR,DE	352928458 	330803310 	319241397 	323966162 	326040793 	290854773 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,AIR,DK	: 	33134225 	30921407 	32105132 	30108863 b	31290494 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,AIR,EA	: 	: 	: 	906517333 e	909624683 e	874543800 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,AIR,EE	3734597 	3504061 	4438329 	3611895 	3546333 	2970896 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,AIR,EL	: 	6940453 	6786941 	6826292 	5805554 	4996570 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,AIR,ES	103678537 	111850657 	103638189 b	91251045 	88436090 	95331530 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,AIR,EU27	: 	: 	1192392805 e	1232284366 e	1508254792 e	1457264058 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,AIR,EU28	: 	: 	1198917017 e	1234901437 e	1512986395 e	1461062210 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,AIR,FI	36855638 	33517356 	33420683 	33589078 	33711278 	34382547 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,AIR,FR	166410152 	154963215 	149538323 	170922905 	164794017 	157237277 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,AIR,HR	2648371 	1550759 	6972451 	3599289 	4884058 	3958881 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,AIR,HU	12141361 	11765712 	10654562 	11194150 	9507472 	9599600 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,AIR,IE	41123792 	39537637 	36531970 	38379821 	37619612 	37957076 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,AIR,IT	68816024 	59655224 	54268596 	62829924 b	81531634 	90362439 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,AIR,LT	7808288 	7535896 	7562960 	7035161 	8329251 	7096101 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,AIR,LU	: 	5037930 	4557489 	4847401 	4216335 	4475381 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,AIR,LV	: 	3645211 	2898140 	4130252 	3082646 	3202356 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,AIR,MT	2663461 	2489211 	1986536 	1996432 b	2119819 	1883173 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,AIR,NL	101134671 	76442539 	75854641 	75138403 	71811354 	76053174 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,AIR,NO	52713909 	50044611 	50059626 	55220796 	42881388 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,AIR,PL	64124168 	53967854 	49558202 	48492636 b	36328611 	32215931 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,AIR,PT	11446333 	8188921 	9114278 	8237036 	9173727 	7177229 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,AIR,RO	4061200 	3678238 	3574485 	3682276 	3203319 	2781018 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,AIR,SE	: 	46634350 	40729473 	47900239 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,AIR,SI	2094407 	2596828 	1971329 	1948811 	1549631 	1683061 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,AIR,SK	8416664 	4544704 	6317859 	4214717 	4716914 b	8322542 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,AIR,UK	: 	: 	: 	: 	462586646 	451495997 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,BUS,AT	5579956 	5450890 	5517529 	5467825 	5140095 	4923285 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,BUS,BE	2753569 b	3932758 	2595083 	2717000 	3908504 	3132714 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,BUS,BG	3683946 	2407909 	2473671 	3243586 	3454672 	3419860 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,BUS,CH	: 	2355922 	3065248 	3191290 	2564225 	3461755 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,BUS,CY	85746 	168335 	165538 	163311 	144006 	173880 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,BUS,CZ	13313894 	10407196 	12668265 	13675576 	13858373 	13904811 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,BUS,DE	83949874 	77262685 	84838917 	55803234 	79552138 	54763680 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,BUS,DK	: 	4393799 	5470592 	4380499 	3741603 b	4417525 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,BUS,EA	: 	: 	: 	162294252 e	184264315 e	167211694 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,BUS,EE	1597642 	1371272 	1488993 	1884280 	1355721 	2411784 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,BUS,EL	: 	5038112 	5302830 	6439791 	5642414 	5543818 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,BUS,ES	35904542 	35370252 	33340236 b	39965960 	40877449 	41598348 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,BUS,EU27	: 	: 	310499097 e	298209292 e	283702543 e	288370633 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,BUS,EU28	: 	: 	318383786 e	307777080 e	291892679 e	295031104 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,BUS,FI	6705514 	5880881 	5470942 	4433959 	4141256 	4085051 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,BUS,FR	18591436 	15466481 	14557419 	17038348 	14569055 	15810082 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,BUS,HR	5197218 	4089742 	7223229 	8681513 	8080698 	6580975 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,BUS,HU	3727298 	4135520 	4499663 	5381866 	5091875 	6421976 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,BUS,IE	1255018 	1184895 	1092216 	1387147 	1341832 	1358945 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,BUS,IT	13427782 	7720428 	9129987 	12801842 b	11763345 	14134283 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,BUS,LT	1452462 	1173000 	1393040 	1366133 	1316789 	1103226 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,BUS,LU	: 	337453 	463496 	274046 	271241 	389040 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,BUS,LV	: 	2009889 	2168091 	2406082 	2631174 	3228241 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,BUS,NL	4681344 	5160024 	5572606 	5718182 	5943509 	7449069 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,BUS,NO	1662066 	1815275 	2123624 	2342420 	1966399 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,BUS,PL	46565346 	43760220 	44580917 	45619946 b	30374085 	41962308 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,BUS,PT	3463993 	2437897 	3047034 	3270560 	4074618 	3543412 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,BUS,RO	10355301 	11987804 	11532267 	15190975 	15723750 	22600477 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,BUS,SE	: 	8351623 	8593587 	6838654 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,BUS,SI	792651 	877262 	798862 	791762 	873323 	686932 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,BUS,SK	4784306 	4836046 	4345604 	4428979 	4643200 b	7186801 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,BUS,UK	: 	: 	: 	: 	17855477 	18643252 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,CAR,AT	55319033 	55936499 	51107545 	52870026 	50411300 	51921203 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,CAR,BE	45340668 b	54359604 	49087549 	47247536 	45312615 	40567457 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,CAR,BG	15816772 	10526127 	9161387 	10445220 	11928305 	9344348 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,CAR,CH	: 	55191865 	55318829 	54156217 	55195145 	53917378 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,CAR,CY	3580672 	3616773 	3166641 	4274065 	4418989 	4109140 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,CAR,CZ	103825862 	101054631 	89188145 	97859514 	88780743 	90321404 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,CAR,DE	609671899 	621041136 	616081392 	631163056 	607888525 	594041793 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,CAR,DK	: 	48502062 	62254290 	57835607 	53248482 b	49360986 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,CAR,EA	: 	: 	: 	2474690252 e	2524853829 e	2498122383 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,CAR,EE	5767706 	5737737 	5098682 	4458924 	3649033 	3515429 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,CAR,EL	: 	28479292 	30444760 	33594999 	32113699 	30126129 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,CAR,ES	417021328 	400452447 	382131427 b	407208445 	436037621 	417399303 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,CAR,EU27	: 	: 	3273089016 e	3382264046 e	3206792970 e	3154664854 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,CAR,EU28	: 	: 	3294012742 e	3404198627 e	3235403754 e	3180058162 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,CAR,FI	59743086 	60105831 	60487149 	58989771 	61418444 	59229021 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,CAR,FR	728503923 	735194139 	756008951 	834798278 	838728002 	832387156 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,CAR,HR	17974979 	16155600 	21774849 	22774725 	28583958 	25417809 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,CAR,HU	45103330 	44149261 	43902153 	41649722 	39563853 	42745585 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,CAR,IE	17346461 	16761426 	16703239 	15126157 	14915870 	15140147 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,CAR,IT	174158444 	169665049 	164670330 	157639917 b	183001856 	206183476 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
